create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1_file,input1_file_filetype,input2_file,input2_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1_file,parameters.input2_file,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-11-30 19:42:54.864721,rodeo_normal,,main_w1_handler0,2115451,8273464,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14349657814,fastqsanger,12717793089,fastqsanger,2142579.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",17706328,17706330,,19612497,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2014-11-30 19:47:51.853090,39842,296.98836900000003
2014-12-29 20:49:16.914548,rodeo_normal,,main_w1_handler1,2156106,8477244,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16991371670,fastqsanger,15961114692,fastqsanger,2388194.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18058894,18058897,,20264799,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2014-12-29 20:54:21.191582,48748,304.277034
2014-12-22 02:47:59.081119,rodeo_normal,,main_w1_handler0,2155686,8453304,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14616947866,fastqsanger,11382546609,fastqsanger,616660.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18042579,18042685,,20168834,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2014-12-22 02:55:16.001409,54867,436.92029
2015-09-26 12:07:38.247367,slurm_normal_16gb,,main_w1_handler1,2443833,10433159,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21925705467,fastqsanger,22069639544,fastqsanger,4711171.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21250844,21250845,,25250506,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-09-26 12:22:15.856356,39242,877.6089890000001
2016-01-19 02:50:50.404175,slurm_normal_16gb,,main_w1_handler2,2562420,11540157,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9194607289,fastqsanger,8719108166,fastqsanger,5807778.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22948466,22948468,,27451571,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2016-01-19 05:51:09.532006,50336,10819.127831
2015-08-06 13:44:33.483391,slurm_normal_16gb,,main_w1_handler2,2218623,10072551,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8805712772,fastqsanger,8915402506,fastqsanger,4350569.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20695386,20695393,,24516411,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-08-06 14:01:11.291876,50447,997.808485
2014-11-23 02:28:08.866472,rodeo_normal,,main_w2_handler1,2123433,8230600,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3987114624,fastqsanger,3986514452,fastqsanger,2091914.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",17650592,17651065,,19605292,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2014-11-23 02:39:16.952932,56125,668.08646
2016-01-14 15:05:31.510988,slurm_normal_16gb,,main_w2_handler1,2559614,11505175,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18367739030,fastqsanger,18367646554,fastqsanger,5771441.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",22901803,22901801,,27293421,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2016-01-14 15:53:42.967222,48464,2891.456234
2015-08-06 12:18:04.277682,slurm_normal_16gb,,main_w1_handler1,2218623,10072052,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8805712772,fastqsanger,8915402506,fastqsanger,4350432.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20695386,20695393,,24516411,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-08-06 13:40:20.857790,50447,4936.580108
2014-12-31 15:36:53.328120,rodeo_normal,,main_w2_handler1,2156106,8483182,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16992799146,fastqsanger,15963192773,fastqsanger,664604.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18102217,18102218,,20265761,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2014-12-31 15:44:31.781828,48748,458.453708
2014-12-29 20:56:22.071442,rodeo_normal,,main_w1_handler1,2156106,8477266,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16991371670,fastqsanger,15961114692,fastqsanger,654986.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18058894,18058897,,20265761,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2014-12-29 21:04:44.526285,48748,502.45484300000004
2014-12-30 06:44:52.179739,rodeo_normal,,main_w2_handler1,2156106,8478441,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16991371670,fastqsanger,15961114692,fastqsanger,656917.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18058894,18058897,,20265761,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2014-12-30 06:52:25.680334,48748,453.50059500000003
2016-02-10 13:56:04.103038,slurm_normal_16gb,,main_w1_handler0,2240186,11776855,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",24707536477,fastqsanger,21283833085,fastqsanger,6029778.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23260425,23260427,,27743914,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2016-02-10 14:14:30.354512,53888,1106.2514740000001
2015-08-06 14:49:11.424496,slurm_normal_16gb,,main_w1_handler2,2218623,10072968,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8805712772,fastqsanger,8915402506,fastqsanger,4350897.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20695386,20695393,,24516411,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-08-06 15:06:15.748383,50447,1024.323887
2015-01-29 02:19:22.256198,slurm_normal_single_16gb,,main_w2_handler0,2173796,8628175,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9161042345,fastqsanger,9226967099,fastqsanger,864935.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18313338,18314880,,20663481,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-01-29 02:33:54.042799,58258,871.786601
2014-11-21 19:24:25.057639,rodeo_normal,,main_w2_handler1,2076829,8224134,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13631896431,fastqsanger,13631811559,fastqsanger,289371.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17370276,17370279,,17448698,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2014-11-21 19:37:26.765854,53888,781.708215
2014-12-29 19:51:16.622778,rodeo_normal,,main_w1_handler1,2156106,8477091,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16991371670,fastqsanger,15961114692,fastqsanger,654669.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18058894,18058897,,20264799,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2014-12-29 19:59:43.681018,48748,507.05824
2015-07-17 17:31:56.372470,slurm_normal_16gb,,main_w1_handler2,2378926,9894739,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18754778677,fastqsanger,17969092672,fastqsanger,4183857.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20387624,20387249,,23802153,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_paired_end_joiner/fastq_paired_end_joiner/1.0.0,1.0.0,,2015-07-17 17:54:27.325899,43177,1350.9534290000001
