chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,geneMap,geneMap_filetype,handler,history_id,id,imported,info,input_mate1,input_mate1_filetype,input_mate2,input_mate2_filetype,input_singles,input_singles_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.allowOrphans,parameters.biasCorrect,parameters.chromInfo,parameters.dbkey,parameters.fldMean,parameters.fldSD,parameters.geneMap,parameters.geneMap.values,parameters.input_singles|__identifier__,parameters.maxFragLen,parameters.maxReadOcc,parameters.noEffectiveLengthCorrection,parameters.refTranscriptSource.TranscriptSource,parameters.refTranscriptSource.__current_case__,parameters.refTranscriptSource.kmerSize,parameters.refTranscriptSource.ownFile,parameters.refTranscriptSource.ownFile.values,parameters.single_or_paired.__current_case__,parameters.single_or_paired.input_mate1,parameters.single_or_paired.input_mate1.values,parameters.single_or_paired.input_mate2,parameters.single_or_paired.input_mate2.values,parameters.single_or_paired.input_singles,parameters.single_or_paired.input_singles.values,parameters.single_or_paired.orientation,parameters.single_or_paired.single_or_paired_opts,parameters.single_or_paired.strandedness,parameters.txpAggregationKey,parameters.unsmoothedFLD,parameters.useVBOpt,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-02-01 02:34:05.390792,slurm_normal,,2331992073.0,sam,main_w2_handler0,2547455,11653348,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1621818041.0,fastq,5912775.roundup,slurm,,corral-repl,5316931,fasta,,"""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",22814973,,,"""1000""","""200""","""False""",history,1,21,22814857.0,,0,,,,,22643485.0,,,single,U,"""gene_id""","""False""","""False""",,27971737,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-02-01 02:48:31.272426,75765.0,865.8816340000001
,,2016-12-31 06:52:01.983842,slurm_normal,,752162770.0,gtf,main_w3_handler0,2941867,14669300,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2044162252.0,fastqsanger,8841262.roundup,slurm,,corral-repl,224656812,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""200""","""80""",,"[{'src': 'hda', 'id': 27779817}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 27780116}]",0,,,,,,"[{'src': 'hda', 'id': 27771136}]",,single,U,"""gene_id""","""false""","""false""",,35112450,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-12-31 07:03:08.281164,68538.0,666.297322
,,2017-08-20 15:57:05.877632,slurm_normal,,,,main_w4_handler1,3227190,16617323,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5646089213.0,fastqsanger,5642148575.0,fastqsanger,,,10688933.roundup,slurm,,corral-repl,342420011,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 30927445}]",1,,"[{'src': 'hda', 'id': 30927172}]",,"[{'src': 'hda', 'id': 30927170}]",,,I,paired,SF,"""gene_id""","""false""","""false""",,39972346,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-08-20 16:01:19.871894,110332.0,253.99426200000002
,,2016-07-04 14:40:18.275235,slurm_normal,,,,main_w1_handler1,2756032,13327233,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9940493553.0,fastq,10155329768.0,fastq,,,7534142.roundup,slurm,,corral-repl,78378799,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""1""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539e1f9412dbb9ca5'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50b31e8ae9b14dc60'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b502123b3f3693a84c'}]",,,I,paired,U,"""gene_id""","""false""","""true""",,30730493,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-07-04 14:50:58.497452,29285.0,640.222217
,,2017-06-29 22:46:42.855068,slurm_normal,,,,main_w3_handler0,3166879,16226801,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",356541591.0,fastqsanger,356541591.0,fastqsanger,,,10302835.roundup,slurm,,corral-repl,175517761,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 30161694}]",1,,"[{'src': 'hda', 'id': 30228544}]",,"[{'src': 'hda', 'id': 30228545}]",,,I,paired,U,"""gene_id""","""false""","""false""",,38923080,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-06-29 22:55:13.820787,108185.0,510.96571900000004
,,2016-02-01 02:34:21.967169,slurm_normal,,3815816329.0,sam,main_w1_handler2,2547455,11653356,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2578340274.0,fastq,5912819.roundup,slurm,,corral-repl,5316931,fasta,,"""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",22815033,,,"""1000""","""200""","""False""",history,1,21,22814857.0,,0,,,,,22648912.0,,,single,U,"""gene_id""","""False""","""False""",,27971737,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-02-01 02:52:12.686258,75765.0,1070.7190890000002
,,2017-08-17 11:03:15.702629,slurm_normal,,315355615.0,tabular,main_w4_handler0,2550074,16599969,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,16399700008.0,fastqsanger,10672061.roundup,slurm,,corral-repl,320230059,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,"[{'src': 'hda', 'id': 30898475}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 30896831}]",0,,,,,,"[{'src': 'hda', 'id': 30739870}]",,single,U,"""gene_id""","""false""","""false""",,39677296,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-08-17 11:08:28.062411,75575.0,312.359782
,,2016-01-04 03:23:27.693651,slurm_normal,,867699172.0,gtf,main_w1_handler1,1871712,11368672,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,3139216649.0,fastq,5641141.roundup,slurm,,corral-repl,2712085157,fasta,,"""False""","""False""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""200""","""80""",22698937,,,"""1000""","""200""","""False""",history,1,21,20405333.0,,0,,,,,19943183.0,,,single,U,"""gene_id""","""False""","""False""",,27158917,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-01-04 03:30:17.335580,47785.0,409.641929
,,2017-09-26 14:09:51.394038,slurm_normal,,1151947379.0,gtf,main_w4_handler0,3217414,16936248,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,442096485.0,fastqsanger,11005629.roundup,slurm,,corral-repl,3290776768,fasta,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""200""","""80""",,"[{'src': 'hda', 'id': 31040570}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31042040}]",0,,,,,,"[{'src': 'hda', 'id': 31109806}]",,single,U,"""gene_id""","""false""","""false""",,39874217,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-09-26 14:15:20.260614,109973.0,328.866576
,,2017-09-12 18:26:45.944070,slurm_normal,,,,main_w4_handler0,3194506,16797995,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,6616408613.0,fastq,10866621.roundup,slurm,,corral-repl,566359360,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31200716}]",0,,,,,,"[{'src': 'hda', 'id': 31184474}]",,single,U,"""gene_id""","""false""","""false""",,40438690,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-09-12 18:34:08.659067,108729.0,442.71499700000004
,,2016-09-28 15:37:54.415030,slurm_normal,,,,main_w4_handler1,2836170,13966615,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12118837165.0,fastq,11421070263.0,fastq,,,8185932.roundup,slurm,,corral-repl,244282188,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50f6ea80ac7927eb7'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b591608a37175120b8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5927f97d8a12b1b00'}]",,,I,paired,U,"""gene_id""","""false""","""false""",,33032517,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-09-28 15:45:44.196577,90523.0,469.78154700000005
,,2017-05-25 12:17:55.266214,slurm_normal,,,,main_w3_handler0,2893221,15936359,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,6693778207.0,fastq,10034821.roundup,slurm,,corral-repl,3199905909,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 27313791}]",0,,,,,,"[{'src': 'hda', 'id': 29767859}]",,single,SR,"""gene_id""","""false""","""false""",,38181635,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-05-25 12:23:03.216266,8768.0,307.950052
,,2017-07-27 10:21:25.497535,slurm_normal,,4308247.0,tabular,main_w3_handler0,3107233,16432259,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",34046651599.0,fastqsanger,34002180026.0,fastqsanger,,,10499382.roundup,slurm,,corral-repl,754405596,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,"[{'src': 'hda', 'id': 30631895}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 30628565}]",1,,"[{'src': 'hda', 'id': 30181378}]",,"[{'src': 'hda', 'id': 30181379}]",,,I,paired,U,"""gene_id""","""false""","""false""",,38355925,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-07-27 10:28:51.681623,105633.0,446.18408800000003
,,2017-01-25 20:35:55.093075,slurm_normal,,,,main_w4_handler0,2857907,14871612,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,471795514.0,fastqsanger,9030878.roundup,slurm,,corral-repl,2842837202,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 27006642}]",0,,,,,,"[{'src': 'hda', 'id': 27009130}]",,single,U,"""gene_id""","""false""","""false""",,35550241,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-01-25 20:42:51.060451,68312.0,415.967376
,,2016-07-02 00:58:06.040850,slurm_normal,,,,main_w2_handler1,2539812,13310666,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6663206372.0,fastq,6549498731.0,fastq,,,7512408.roundup,slurm,,corral-repl,78378799,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""1""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58c2b9a2ea6691659'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b544830198701e8a84'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b594014ac1abaf2e3e'}]",,,I,paired,U,"""gene_id""","""false""","""true""",,30730493,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-07-02 01:04:50.534160,29285.0,404.49331
,,2017-11-21 15:24:19.408840,slurm_normal,,1091824726.0,gtf,main_w4_handler0,3217414,17537659,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2503771118.0,fastqsanger,11596740,slurm,,corral-repl,3290776768,fasta,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""200""","""80""",,"[{'src': 'hda', 'id': 32453292}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31042040}]",0,,,,,,"[{'src': 'hda', 'id': 30892803}]",,single,U,"""gene_id""","""false""","""false""",,41183753,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-11-21 15:28:26.105608,109973.0,246.69676800000002
,,2017-02-20 13:10:58.119221,slurm_normal,,,,main_w3_handler1,3002429,15086173,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",727029.0,fastq,878506.0,fastq,,,9241422.roundup,slurm,,corral-repl,201322807,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 28428514}]",1,,"[{'src': 'hda', 'id': 28428520}]",,"[{'src': 'hda', 'id': 28428519}]",,,I,paired,U,"""gene_id""","""false""","""false""",,36165190,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-02-20 13:35:52.577508,,1494.4582870000002
,,2016-01-06 18:01:23.219267,slurm_normal,,886861264.0,gff,main_w1_handler1,2555216,11395806,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5703577846.0,fastqsanger,5703577846.0,fastqsanger,,,5663502.roundup,slurm,,corral-repl,194626213,fasta,,"""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",22763655,,,"""1000""","""200""","""False""",history,1,21,22763584.0,,1,22746545.0,,22746533.0,,,,I,paired,U,"""gene_id""","""False""","""False""",,27235139,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-01-06 18:29:09.878912,74031.0,1666.6596450000002
,,2017-05-15 15:31:18.915429,slurm_normal,,1530327528.0,gff3,main_w4_handler1,3106301,15839573,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,9622560402.0,fastqsanger,9940512.roundup,slurm,,corral-repl,46906937,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""200""","""80""",,"[{'src': 'hda', 'id': 29583497}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 29603764}]",0,,,,,,"[{'src': 'hda', 'id': 29555572}]",,single,U,"""gene_id""","""false""","""false""",,37862487,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-05-15 15:42:09.067931,105593.0,650.152502
,,2017-06-29 23:34:27.330251,slurm_normal,,,,main_w3_handler0,3166879,16227001,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",418811408.0,fastqsanger,448701692.0,fastqsanger,,,10303084.roundup,slurm,,corral-repl,175517761,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 30161694}]",1,,"[{'src': 'hda', 'id': 30240704}]",,"[{'src': 'hda', 'id': 30240707}]",,,I,paired,U,"""gene_id""","""false""","""false""",,38923080,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-06-29 23:38:23.935756,108185.0,236.60550500000002
,,2016-02-01 02:34:07.832891,slurm_normal,,2334241829.0,sam,main_w2_handler0,2547455,11653349,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1727185883.0,fastq,5912790.roundup,slurm,,corral-repl,5316931,fasta,,"""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",22814979,,,"""1000""","""200""","""False""",history,1,21,22814857.0,,0,,,,,22643598.0,,,single,U,"""gene_id""","""False""","""False""",,27971737,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-02-01 02:50:50.323068,75765.0,1002.490177
,,2017-02-21 14:56:22.645480,slurm_normal,,,,main_w4_handler1,2980929,15096006,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10877913982.0,fastqsanger,10885256824.0,fastqsanger,,,9250987.roundup,slurm,,corral-repl,531235299,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 28441129}]",1,,"[{'src': 'hda', 'id': 28442413}]",,"[{'src': 'hda', 'id': 28442414}]",,,I,paired,SR,"""gene_id""","""false""","""false""",,36079340,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-02-21 15:31:34.569104,74240.0,2111.923624
,,2017-08-19 07:28:07.428965,slurm_normal,,,,main_w3_handler1,3225056,16613517,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6363758125.0,fastqsanger,6660004720.0,fastqsanger,,,10685396.roundup,slurm,,corral-repl,418208197,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 30911705}]",1,,"[{'src': 'hda', 'id': 30911491}]",,"[{'src': 'hda', 'id': 30911492}]",,,I,paired,U,"""gene_id""","""false""","""false""",,39897677,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-08-19 07:33:18.346863,39611.0,310.91789800000004
,,2017-09-20 05:34:43.849327,slurm_normal,,,,main_w3_handler1,3184013,16871610,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,321359028.0,fastq,10936870.roundup,slurm,,corral-repl,379467657,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31247897}]",0,,,,,,"[{'src': 'hda', 'id': 31287454}]",,single,U,"""gene_id""","""false""","""false""",,39153320,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-09-20 05:45:45.293743,89525.0,661.444416
,,2017-05-08 13:25:51.956645,slurm_normal,,,,main_w3_handler0,3096404,15779385,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,13491606586.0,fastqsanger,9885705.roundup,slurm,,corral-repl,378001467,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 29497510}]",0,,,,,,"[{'src': 'hda', 'id': 29461433}]",,single,U,"""gene_id""","""false""","""false""",,37298048,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-05-08 13:31:13.618822,86668.0,321.66217700000004
,,2017-08-10 14:10:24.444551,slurm_normal,,315364408.0,tabular,main_w4_handler1,2550074,16550527,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,16399700008.0,fastqsanger,10621627.roundup,slurm,,corral-repl,320238980,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,"[{'src': 'hda', 'id': 30827158}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 30827091}]",0,,,,,,"[{'src': 'hda', 'id': 30739870}]",,single,U,"""gene_id""","""false""","""false""",,39677296,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-08-10 14:15:33.884196,75575.0,309.43964500000004
,,2017-11-01 15:56:32.855867,slurm_normal,,1151947379.0,gtf,main_w3_handler1,3217414,17286922,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,218658581.0,fastqsanger,11348615,slurm,,corral-repl,3290776768,fasta,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""200""","""80""",,"[{'src': 'hda', 'id': 31040570}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31042040}]",0,,,,,,"[{'src': 'hda', 'id': 31873223}]",,single,U,"""gene_id""","""false""","""false""",,41183753,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-11-01 16:00:21.665289,109973.0,228.809422
,,2016-09-27 06:12:44.644312,slurm_normal,,92382491.0,gtf,main_w3_handler0,2834360,13951927,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,3947629730.0,fastqsanger,8172714.roundup,slurm,,corral-repl,2708009901,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""200""","""80""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a1ac656b469334b9'}]",,"""1000""","""200""","""false""",history,1,17,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ab39d094e4859fd1'}]",0,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ada2340819547f79'}]",,single,U,"""gene_id""","""false""","""false""",,33149969,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-09-27 06:17:30.001194,62858.0,285.35688200000004
,,2016-07-19 11:29:38.450862,slurm_normal,,,,main_w1_handler1,2756032,13442365,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9940493553.0,fastq,10155329768.0,fastq,,,7654070.roundup,slurm,,corral-repl,78378799,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""1""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539e1f9412dbb9ca5'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50b31e8ae9b14dc60'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b502123b3f3693a84c'}]",,,I,paired,U,"""gene_id""","""false""","""true""",,30730493,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-07-19 11:42:01.349835,29285.0,742.8989730000001
,,2017-10-27 14:50:16.679801,slurm_normal,,273041808.0,gtf,main_w3_handler1,3284337,17240732,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19842638145.0,fastq,18561200979.0,fastqsanger,,,11301499,slurm,,corral-repl,2918087538,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/rn6.len""","""rn6""","""200""","""80""",,"[{'src': 'hda', 'id': 31812110}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31812109}]",1,,"[{'src': 'hda', 'id': 31925118}]",,"[{'src': 'hda', 'id': 31840953}]",,,I,paired,U,"""gene_id""","""false""","""false""",,41216667,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-10-27 14:57:21.074153,60535.0,424.394352
,,2018-02-01 15:14:48.735815,slurm_normal,,,,main_w4_handler1,2550074,18224165,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12186042834.0,fastqsanger,12186042834.0,fastqsanger,,,12304511,slurm,,corral-repl,320220394,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 33609577}]",1,,"[{'src': 'hda', 'id': 33498946}]",,"[{'src': 'hda', 'id': 33498949}]",,,I,paired,U,"""gene_id""","""false""","""false""",,43423590,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2018-02-01 15:23:21.239380,75575.0,512.503565
,,2017-03-31 14:04:39.860458,slurm_normal,,74696961.0,gtf,main_w3_handler1,2946870,15447585,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,291457890.0,fastq,9577803.roundup,slurm,,corral-repl,937075534,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,"[{'src': 'hda', 'id': 28980390}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 28991058}]",0,,,,,,"[{'src': 'hda', 'id': 28896945}]",,single,U,"""gene_id""","""false""","""false""",,36815455,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-03-31 14:17:46.548722,91567.0,786.688264
,,2017-09-21 18:14:46.941420,slurm_normal,,,,main_w3_handler0,3262119,16891699,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,336704.0,fastq,10960057.roundup,slurm,,corral-repl,199381417,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""200""","""80""",,,"""SRR1552453.fastq.gz""","""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31354716}]",0,,,,,,"[{'src': 'hda', 'id': 31354545}]",,single,U,"""gene_id""","""false""","""false""",,40731913,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-09-21 18:23:43.956406,,537.014986
,,2017-09-21 15:34:48.897738,slurm_normal,,,,main_w4_handler1,3217414,16890503,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1776423107.0,fastqsanger,10958645.roundup,slurm,,corral-repl,3290776768,fasta,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31042040}]",0,,,,,,"[{'src': 'hda', 'id': 31042128}]",,single,U,"""gene_id""","""false""","""false""",,39874217,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-09-21 16:04:22.103000,109973.0,1773.2052620000002
