chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.groupcol,parameters.groupcol.__class__,parameters.groupcol.value,parameters.ignorecase,parameters.ignorelines,parameters.input1,parameters.input1.values,parameters.operations,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-04-16 08:54:30.552296,slurm_normal,,main_w1_handler2,2672005,12482919,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2953065218,tabular,6671354.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",,,"""true""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""46"", ""58"", ""38"", ""37"", ""94"", ""35""]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b573c5d566941ffd2c'}]","[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""yes""}]",,29313441,error,Grouping1,2.1.0,,2016-04-16 08:55:36.755734,31176,66.203438
,,2015-01-15 01:54:44.769795,rodeo_normal,,main_w1_handler0,2174146,8549491,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2320478848,interval,2476903.roundup,slurm,,corral-repl,,"""774684c89c5911e499c9005056a51846""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",,UnvalidatedValue,23,"""False""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""58"", ""38"", ""37"", ""94"", ""35""]",18213761,,"[{""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""5""}, ""__index__"": 0, ""optype"": ""unique"", ""opround"": ""no""}, {""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""24""}, ""__index__"": 1, ""optype"": ""mean"", ""opround"": ""no""}]",,20497612,error,Grouping1,2.1.0,,2015-01-15 02:11:01.722427,32285,976.9526320000001
,,2016-03-15 16:58:42.682747,slurm_normal,,main_w1_handler2,2103600,12143866,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15356323759,sam,6361296.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",,,"""False""","[""64""]",23849524,,"[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""no""}]",,28652023,error,Grouping1,2.1.0,,2016-03-15 17:01:05.591009,50209,142.908262
,,2015-05-26 12:43:43.781279,slurm_normal,,main_w2_handler1,2315145,9535293,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9737739607,interval,3851336.roundup,slurm,,corral-repl,,"""d24aed7a03a411e587c3005056a52a46""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",,UnvalidatedValue,23,"""False""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""58"", ""38"", ""37"", ""94"", ""35""]",19814189,,"[{""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""5""}, ""__index__"": 0, ""optype"": ""unique"", ""opround"": ""no""}, {""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""24""}, ""__index__"": 1, ""optype"": ""mean"", ""opround"": ""no""}]",,23226824,error,Grouping1,2.1.0,,2015-05-26 17:02:11.238264,32285,15507.456985
,,2015-05-26 16:50:04.398513,slurm_normal,,main_w2_handler1,2315145,9537077,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9488525333,interval,3851273.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""","""23""",,,"""False""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""58"", ""38"", ""37"", ""94"", ""35""]",19814240,,"[{""opcol"": ""5"", ""__index__"": 0, ""optype"": ""unique"", ""opround"": ""no""}, {""opcol"": ""24"", ""__index__"": 1, ""optype"": ""mean"", ""opround"": ""no""}]",,23226824,error,Grouping1,2.1.0,,2015-05-26 16:53:09.060152,32285,184.661639
,,2016-04-18 05:40:30.647484,slurm_normal,,main_w1_handler0,2673287,12500074,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",25130549582,bed,6691398.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""4""",,,"""true""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""46"", ""58"", ""38"", ""37"", ""94"", ""35""]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563c83dbe5134e11a'}]",[],,29655905,error,Grouping1,2.1.0,,2016-04-18 05:42:09.241382,82655,98.59389800000001
,,2015-01-15 00:26:36.003753,rodeo_normal,,main_w1_handler1,2173666,8549043,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2584328184,interval,2476552.roundup,slurm,,corral-repl,,"""27c256909c4d11e4a793005056a51846""","""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",,UnvalidatedValue,23,"""False""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""58"", ""38"", ""37"", ""94"", ""35""]",18213098,,"[{""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""5""}, ""__index__"": 0, ""optype"": ""unique"", ""opround"": ""no""}, {""opcol"": {""__class__"": ""UnvalidatedValue"", ""value"": ""24""}, ""__index__"": 1, ""optype"": ""mean"", ""opround"": ""no""}]",,20497612,error,Grouping1,2.1.0,,2015-01-15 00:56:07.997857,32285,1771.994104
,,2015-10-10 04:05:15.018784,slurm_normal,,main_w2_handler1,2466661,10539709,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2335308587,bed,4813721.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""12""",,,"""False""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""46"", ""58"", ""38"", ""37"", ""94"", ""35""]",21464196,,"[{""opcol"": ""4"", ""__index__"": 0, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""5"", ""__index__"": 1, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""6"", ""__index__"": 2, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""7"", ""__index__"": 3, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""8"", ""__index__"": 4, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""9"", ""__index__"": 5, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""10"", ""__index__"": 6, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""11"", ""__index__"": 7, ""optype"": ""mean"", ""opround"": ""no""}, {""opcol"": ""1"", ""__index__"": 8, ""optype"": ""length"", ""opround"": ""yes""}]",,25197588,error,Grouping1,2.1.0,,2015-10-10 04:09:38.251769,31176,263.23298500000004
,,2017-04-30 00:32:31.366188,slurm_normal,,main_w3_handler0,3079616,15709265,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4283872158,tabular,9821348.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",,,"""false""",,,"[{'src': 'hda', 'id': 29409134}]","[{""opcol"": ""2"", ""__index__"": 0, ""optype"": ""unique"", ""opround"": ""no""}, {""opcol"": ""2"", ""__index__"": 1, ""optype"": ""cat"", ""opround"": ""no""}, {""opcol"": ""3"", ""__index__"": 2, ""optype"": ""unique"", ""opround"": ""no""}, {""opcol"": ""3"", ""__index__"": 3, ""optype"": ""cat"", ""opround"": ""no""}, {""opcol"": ""4"", ""__index__"": 4, ""optype"": ""unique"", ""opround"": ""no""}, {""opcol"": ""4"", ""__index__"": 5, ""optype"": ""cat"", ""opround"": ""no""}, {""opcol"": ""5"", ""__index__"": 6, ""optype"": ""unique"", ""opround"": ""no""}, {""opcol"": ""5"", ""__index__"": 7, ""optype"": ""cat"", ""opround"": ""no""}, {""opcol"": ""6"", ""__index__"": 8, ""optype"": ""unique"", ""opround"": ""no""}, {""opcol"": ""6"", ""__index__"": 9, ""optype"": ""cat"", ""opround"": ""no""}, {""opcol"": ""7"", ""__index__"": 10, ""optype"": ""unique"", ""opround"": ""no""}, {""opcol"": ""7"", ""__index__"": 11, ""optype"": ""cat"", ""opround"": ""no""}, {""opcol"": ""8"", ""__index__"": 12, ""optype"": ""cat"", ""opround"": ""no""}]",,37448936,error,Grouping1,2.1.1,,2017-04-30 00:40:06.176013,104406,454.80982500000005
,,2016-06-06 11:56:08.923588,slurm_normal,,main_w2_handler1,2725400,13083862,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",73364067988,tabular,7267979.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/droSim1.len""","""droSim1""","""4""",,,"""false""",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a5c33db2a69b3942'}]","[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""cat_uniq"", ""opround"": ""no""}, {""opcol"": ""6"", ""__index__"": 1, ""optype"": ""cat_uniq"", ""opround"": ""no""}]",,30661983,error,Grouping1,2.1.1,,2016-06-06 12:59:14.160516,84592,3785.2369280000003
,,2017-02-24 17:12:54.534087,slurm_normal,,main_w4_handler1,2913837,15132932,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",47296319030,sam,9286389.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""3""",,,"""false""",,,"[{'src': 'hda', 'id': 28499367}]","[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""no""}]",,36221000,error,Grouping1,2.1.1,,2017-02-24 18:09:03.270855,86257,3368.736768
,,2016-03-15 20:06:46.062400,slurm_normal,,main_w1_handler0,2103600,12145387,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15356323759,sam,6363437.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""",,,"""False""","[""64""]",23849524,,"[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""no""}]",,28652023,error,Grouping1,2.1.0,,2016-03-15 20:09:18.912877,50209,152.850477
,,2017-11-08 11:41:41.331264,slurm_normal,,main_w3_handler1,3316509,17379747,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18692045664,bed,11441247,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""1""",,,"""false""",,,"[{'src': 'hda', 'id': 32146623}]","[{""opcol"": ""4"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""no""}]",,41726903,error,Grouping1,2.1.1,,2017-11-08 12:34:46.644077,115160,3185.312813
,,2016-01-02 12:18:30.919459,slurm_normal,,main_w2_handler0,2538267,11360077,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3292183517,bed,5633169.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",,,"""True""","[""62"", ""64"", ""43"", ""60"", ""42"", ""45"", ""61"", ""124"", ""63"", ""36"", ""46"", ""58"", ""38"", ""37"", ""94"", ""35""]",22452998,,"[{""opcol"": ""1"", ""__index__"": 0, ""optype"": ""length"", ""opround"": ""yes""}]",,27049465,error,Grouping1,2.1.0,,2016-01-02 12:20:37.645192,31176,126.725733
