create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_control_file,input_control_file1,input_control_file1_filetype,input_control_file2,input_control_file2_filetype,input_control_file3,input_control_file3_filetype,input_control_file4,input_control_file4_filetype,input_control_file_filetype,input_treatment_file,input_treatment_file1,input_treatment_file1_filetype,input_treatment_file2,input_treatment_file2_filetype,input_treatment_file3,input_treatment_file3_filetype,input_treatment_file4,input_treatment_file4_filetype,input_treatment_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.advanced_options.broad_options.__current_case__,parameters.advanced_options.broad_options.broad_cutoff,parameters.advanced_options.broad_options.broad_options_selector,parameters.advanced_options.broad_options.call_summits,parameters.advanced_options.keep_dup_options.__current_case__,parameters.advanced_options.keep_dup_options.keep_dup_options_selector,parameters.advanced_options.llocal,parameters.advanced_options.nolambda,parameters.advanced_options.ratio,parameters.advanced_options.slocal,parameters.advanced_options.to_large,parameters.bampe,parameters.band_width,parameters.chromInfo,parameters.cutoff_options.__current_case__,parameters.cutoff_options.cutoff_options_selector,parameters.cutoff_options.pvalue,parameters.cutoff_options.qvalue,parameters.dbkey,parameters.effective_genome_size_options.__current_case__,parameters.effective_genome_size_options.effective_genome_size_options_selector,parameters.effective_genome_size_options.gsize,parameters.input_control_file,parameters.input_control_file.values,parameters.input_treatment_file,parameters.input_treatment_file.values,parameters.nomodel_type.__current_case__,parameters.nomodel_type.extsize,parameters.nomodel_type.nomodel_type_selector,parameters.outputs,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-01-07 11:28:56.894916,slurm_normal,,main_w4_handler0,2949226,14708449,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,4535110490,4535110490,bam,,,,,,,bam,8877968.roundup,slurm,,corral-repl,,,0,on,0.0,0.1,broad,,1.0,1,10000,false,1.0,1000,false,"""false""","""300""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",0,2451960000,,,,,"[{'src': 'hda', 'id': 27840793}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,35086785.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-07 11:29:41.616591,97436.0,44.721675000000005
2017-01-19 22:20:19.025990,slurm_normal,,main_w4_handler1,2960108,14824552,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1405498484.0,1405498484.0,sam,,,,,,,sam,1359929232,1359929232,sam,,,,,,,sam,8985743.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,5200000000,,"[{'src': 'hda', 'id': 27985145}]",,"[{'src': 'hda', 'id': 27985141}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,35170344.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-19 22:20:55.233638,17286.0,36.207648
2016-03-09 10:43:23.361780,slurm_normal,,main_w1_handler1,2598998,12081737,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4486280014.0,4486280014.0,bam,,,,,,,bam,4348604863,4348604863,bam,,,,,,,bam,6306813.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""True""","""300""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",1,2150570000,,"""23348642""",,"""23755905""",,0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,28846600.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-09 10:44:20.051080,78551.0,56.6893
2016-03-10 09:34:46.036399,slurm_normal,,main_w1_handler0,2598998,12093644,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4486280014.0,4486280014.0,bam,,,,,,,bam,4348604863,4348604863,bam,,,,,,,bam,6318136.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""True""","""300""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",1,2150570000,,"""23348642""",,"""23755905""",,0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,28895701.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-10 09:35:56.079311,78551.0,70.042912
2016-04-01 22:06:23.936347,slurm_normal,,main_w1_handler0,2006311,12316573,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3549055505.0,3549055505.0,bam,,,,,,,bam,1159613895,1159613895,bam,,,,,,,bam,6524047.roundup,slurm,,corral-repl,,,0,on,1.0,,nobroad,False,1.0,1,10000,True,1.0,1000,False,"""False""","""300""","""/galaxy-repl/localdata/chrom/bosTau7.len""",1,qvalue,,0.05,"""bosTau7""",0,2451960000,,"""24106490""",,"""24106489""",,0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,27623317.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-01 22:07:51.165855,42372.0,87.22950800000001
2016-04-06 21:24:57.729367,slurm_normal,,main_w2_handler0,2659508,12356786,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1277092292.0,1277092292.0,bam,,,,,,,bam,759604984,759604984,bam,,,,,,,bam,6561323.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""False""","""300""","""/galaxy-repl/localdata/chrom/mm9.len""",1,qvalue,,0.05,"""mm9""",1,2150570000,,"""24169207""",,"""24169187""",,0,,create_model,"[""peaks_tabular"", ""bdg""]",,29443283.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-06 21:27:45.083961,72174.0,167.35459400000002
2016-03-12 06:57:15.166888,slurm_normal,,main_w2_handler0,2598998,12112825,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4486280014.0,4486280014.0,bam,,,,,,,bam,4348604863,4348604863,bam,,,,,,,bam,6336302.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""True""","""300""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",1,2150570000,,"""23348642""",,"""23755905""",,0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,28895701.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-12 06:57:54.446811,78551.0,39.279923000000004
2017-01-07 17:09:33.652083,slurm_normal,,main_w3_handler1,2949254,14709313,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,4535119317,4535119317,bam,,,,,,,bam,8878687.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""true""","""300""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",0,2451960000,,,,,"[{'src': 'hda', 'id': 27841217}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,35086785.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-07 17:10:34.204635,97436.0,60.552552000000006
2017-01-31 02:45:54.140833,slurm_normal,,main_w4_handler0,2975299,14911641,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",320835882.0,320835882.0,bam,204834168.0,bam,204450599.0,bam,192517637.0,bam,bam,294844723,294844723,bam,290844807.0,bam,284803481.0,bam,276206424.0,bam,bam,9067575.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,3800000000,,"[{'src': 'hda', 'id': 28148260}, {'src': 'hda', 'id': 28148261}, {'src': 'hda', 'id': 28148262}, {'src': 'hda', 'id': 28148263}]",,"[{'src': 'hda', 'id': 28148264}, {'src': 'hda', 'id': 28148265}, {'src': 'hda', 'id': 28148266}, {'src': 'hda', 'id': 28148267}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,35706790.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-31 02:46:46.385470,17286.0,52.244637000000004
2017-01-26 16:33:49.721444,slurm_normal,,main_w3_handler0,2968105,14879884,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",294844723.0,294844723.0,bam,290844807.0,bam,284803481.0,bam,276206424.0,bam,bam,320835882,320835882,bam,204834168.0,bam,204450599.0,bam,192517637.0,bam,bam,9039279.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,3100000000,,"[{'src': 'hda', 'id': 28095462}, {'src': 'hda', 'id': 28095466}, {'src': 'hda', 'id': 28095472}, {'src': 'hda', 'id': 28095473}]",,"[{'src': 'hda', 'id': 28095307}, {'src': 'hda', 'id': 28095451}, {'src': 'hda', 'id': 28095455}, {'src': 'hda', 'id': 28095457}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg"", ""html"", ""pdf""]",,35170344.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-26 16:35:01.381334,17286.0,71.65989
2017-01-19 22:14:48.047645,slurm_normal,,main_w4_handler0,2960108,14824508,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2430047386.0,2430047386.0,sam,2386837711.0,sam,2388416228.0,sam,2197572558.0,sam,sam,2528130656,2528130656,sam,2486575571.0,sam,2434728584.0,sam,2317685913.0,sam,sam,8985690.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,5200000000,,"[{'src': 'hda', 'id': 27985122}, {'src': 'hda', 'id': 27985123}, {'src': 'hda', 'id': 27985124}, {'src': 'hda', 'id': 27985125}]",,"[{'src': 'hda', 'id': 27985126}, {'src': 'hda', 'id': 27985127}, {'src': 'hda', 'id': 27985128}, {'src': 'hda', 'id': 27985129}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,35170344.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-19 22:15:25.646153,17286.0,37.598508
2017-01-25 18:41:07.506513,slurm_normal,,main_w4_handler1,2968155,14869805,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2874171935.0,2874171935.0,bam,,,,,,,bam,843214716,843214716,bam,,,,,,,bam,9033436.roundup,slurm,,corral-repl,,"""d28bb142e32d11e6bb86005056a51846""",0,on,1.0,,nobroad,false,1.0,1,10000,false,1.0,1000,false,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",0,2451960000,,,"[{'src': 'hda', 'id': 28081843}]",,"[{'src': 'hda', 'id': 28081841}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg"", ""html"", ""pdf""]",,,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-26 01:23:30.652173,80466.0,24143.145660000002
2016-03-31 03:04:38.591517,slurm_normal,,main_w2_handler1,2006311,12292054,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2034327659.0,2034327659.0,bam,2064196335.0,bam,,,,,bam,530523594,530523594,bam,605500918.0,bam,,,,,bam,6497792.roundup,slurm,,corral-repl,,,0,on,1.0,,nobroad,False,1.0,1,10000,False,1.0,1000,False,"""False""","""300""","""/galaxy-repl/localdata/chrom/bosTau7.len""",1,qvalue,,0.05,"""bosTau7""",0,2451960000,,"""24071946,24071947""",,"""24071974,24071975""",,1,100,nomodel,"[""peaks_tabular"", ""summits"", ""bdg""]",,28464437.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-31 03:07:57.746963,42372.0,199.155446
2016-07-05 20:30:51.931943,slurm_normal,,main_w2_handler0,2755875,13338621,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3188740500.0,3188740500.0,bam,,,,,,,bam,2254902256,2254902256,bam,,,,,,,bam,7546610.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",0,2451960000,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5efad0cfb127b327c'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b565c02a539000e0fe'}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,30383588.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-07-05 20:31:55.985450,80466.0,64.05350700000001
2016-12-14 05:22:02.883811,slurm_normal,,main_w3_handler1,2929398,14571769,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",952992078.0,952992078.0,bam,,,,,,,bam,1115601209,1115601209,bam,,,,,,,bam,8750897.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/hg38Patch2.len""",1,qvalue,,0.05,"""hg38Patch2""",0,2451960000,,,"[{'src': 'hda', 'id': 27627139}]",,"[{'src': 'hda', 'id': 27627233}]",0,,create_model,"[""pdf""]",,34691906.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-12-14 05:22:39.014933,96451.0,36.131122000000005
2017-01-08 18:35:40.277072,slurm_normal,,main_w3_handler0,2949963,14713574,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,537363274,537363274,bam,,,,,,,bam,8882574.roundup,slurm,,corral-repl,,,0,on,0.0,0.1,broad,,1.0,1,10000,false,1.0,1000,false,"""false""","""300""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",0,2451960000,,,,,"[{'src': 'hda', 'id': 27848613}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,35257360.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-08 19:05:37.292143,97436.0,1797.015071
2017-02-01 23:04:32.439907,slurm_normal,,main_w3_handler0,2973144,14928276,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",62.0,62.0,bam,62.0,bam,,,,,bam,525428166,525428166,bam,943989984.0,bam,,,,,bam,9084829.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",0,2451960000,,,"[{'src': 'hda', 'id': 28172003}, {'src': 'hda', 'id': 28172004}]",,"[{'src': 'hda', 'id': 28172005}, {'src': 'hda', 'id': 28172006}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,35746780.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-02-01 23:04:56.118496,71384.0,23.678589000000002
2017-02-23 10:16:49.818046,slurm_normal,,main_w4_handler0,2949679,15116724,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",20088138104.0,20088138104.0,sam,,,,,,,sam,19860593682,19860593682,sam,,,,,,,sam,9271126.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""true""","""300""","""/galaxy-repl/localdata/chrom/?.len""",1,qvalue,,0.05,"""?""",4,user_defined,2452200000,,"[{'src': 'hda', 'id': 28440826}]",,"[{'src': 'hda', 'id': 28440819}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,35257857.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-02-23 10:20:25.060566,97753.0,215.24252
2017-01-08 05:10:53.253404,slurm_normal,,main_w4_handler0,2949254,14711142,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,,,,,,,4535119317,4535119317,bam,,,,,,,bam,8880335.roundup,slurm,,corral-repl,,,1,off,,,,,,,,,,,,"""false""","""300""","""/galaxy-repl/localdata/chrom/papHam.len""",1,qvalue,,0.05,"""papHam""",0,2451960000,,,,,"[{'src': 'hda', 'id': 27841217}]",0,,create_model,"[""peaks_tabular"", ""summits"", ""bdg""]",,35257360.0,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_callpeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-08 05:11:35.708475,97436.0,42.455071000000004
