conditions_0|samples_0|sample,conditions_0|samples_0|sample_filetype,conditions_0|samples_10|sample,conditions_0|samples_10|sample_filetype,conditions_0|samples_11|sample,conditions_0|samples_11|sample_filetype,conditions_0|samples_12|sample,conditions_0|samples_12|sample_filetype,conditions_0|samples_13|sample,conditions_0|samples_13|sample_filetype,conditions_0|samples_1|sample,conditions_0|samples_1|sample_filetype,conditions_0|samples_2|sample,conditions_0|samples_2|sample_filetype,conditions_0|samples_3|sample,conditions_0|samples_3|sample_filetype,conditions_0|samples_4|sample,conditions_0|samples_4|sample_filetype,conditions_0|samples_5|sample,conditions_0|samples_5|sample_filetype,conditions_0|samples_6|sample,conditions_0|samples_6|sample_filetype,conditions_0|samples_7|sample,conditions_0|samples_7|sample_filetype,conditions_0|samples_8|sample,conditions_0|samples_8|sample_filetype,conditions_0|samples_9|sample,conditions_0|samples_9|sample_filetype,conditions_1|samples_0|sample,conditions_1|samples_0|sample_filetype,conditions_1|samples_10|sample,conditions_1|samples_10|sample_filetype,conditions_1|samples_11|sample,conditions_1|samples_11|sample_filetype,conditions_1|samples_12|sample,conditions_1|samples_12|sample_filetype,conditions_1|samples_13|sample,conditions_1|samples_13|sample_filetype,conditions_1|samples_14|sample,conditions_1|samples_14|sample_filetype,conditions_1|samples_15|sample,conditions_1|samples_15|sample_filetype,conditions_1|samples_16|sample,conditions_1|samples_16|sample_filetype,conditions_1|samples_17|sample,conditions_1|samples_17|sample_filetype,conditions_1|samples_18|sample,conditions_1|samples_18|sample_filetype,conditions_1|samples_19|sample,conditions_1|samples_19|sample_filetype,conditions_1|samples_1|sample,conditions_1|samples_1|sample_filetype,conditions_1|samples_20|sample,conditions_1|samples_20|sample_filetype,conditions_1|samples_21|sample,conditions_1|samples_21|sample_filetype,conditions_1|samples_22|sample,conditions_1|samples_22|sample_filetype,conditions_1|samples_2|sample,conditions_1|samples_2|sample_filetype,conditions_1|samples_3|sample,conditions_1|samples_3|sample_filetype,conditions_1|samples_4|sample,conditions_1|samples_4|sample_filetype,conditions_1|samples_5|sample,conditions_1|samples_5|sample_filetype,conditions_1|samples_6|sample,conditions_1|samples_6|sample_filetype,conditions_1|samples_7|sample,conditions_1|samples_7|sample_filetype,conditions_1|samples_8|sample,conditions_1|samples_8|sample_filetype,conditions_1|samples_9|sample,conditions_1|samples_9|sample_filetype,conditions_2|samples_0|sample,conditions_2|samples_0|sample_filetype,conditions_2|samples_10|sample,conditions_2|samples_10|sample_filetype,conditions_2|samples_11|sample,conditions_2|samples_11|sample_filetype,conditions_2|samples_12|sample,conditions_2|samples_12|sample_filetype,conditions_2|samples_13|sample,conditions_2|samples_13|sample_filetype,conditions_2|samples_14|sample,conditions_2|samples_14|sample_filetype,conditions_2|samples_15|sample,conditions_2|samples_15|sample_filetype,conditions_2|samples_16|sample,conditions_2|samples_16|sample_filetype,conditions_2|samples_17|sample,conditions_2|samples_17|sample_filetype,conditions_2|samples_18|sample,conditions_2|samples_18|sample_filetype,conditions_2|samples_19|sample,conditions_2|samples_19|sample_filetype,conditions_2|samples_1|sample,conditions_2|samples_1|sample_filetype,conditions_2|samples_20|sample,conditions_2|samples_20|sample_filetype,conditions_2|samples_21|sample,conditions_2|samples_21|sample_filetype,conditions_2|samples_22|sample,conditions_2|samples_22|sample_filetype,conditions_2|samples_2|sample,conditions_2|samples_2|sample_filetype,conditions_2|samples_3|sample,conditions_2|samples_3|sample_filetype,conditions_2|samples_4|sample,conditions_2|samples_4|sample_filetype,conditions_2|samples_5|sample,conditions_2|samples_5|sample_filetype,conditions_2|samples_6|sample,conditions_2|samples_6|sample_filetype,conditions_2|samples_7|sample,conditions_2|samples_7|sample_filetype,conditions_2|samples_8|sample,conditions_2|samples_8|sample_filetype,conditions_2|samples_9|sample,conditions_2|samples_9|sample_filetype,conditions_3|samples_0|sample,conditions_3|samples_0|sample_filetype,conditions_3|samples_10|sample,conditions_3|samples_10|sample_filetype,conditions_3|samples_1|sample,conditions_3|samples_1|sample_filetype,conditions_3|samples_2|sample,conditions_3|samples_2|sample_filetype,conditions_3|samples_3|sample,conditions_3|samples_3|sample_filetype,conditions_3|samples_4|sample,conditions_3|samples_4|sample_filetype,conditions_3|samples_5|sample,conditions_3|samples_5|sample_filetype,conditions_3|samples_6|sample,conditions_3|samples_6|sample_filetype,conditions_3|samples_7|sample,conditions_3|samples_7|sample_filetype,conditions_3|samples_8|sample,conditions_3|samples_8|sample_filetype,conditions_3|samples_9|sample,conditions_3|samples_9|sample_filetype,conditions_4|samples_0|sample,conditions_4|samples_0|sample_filetype,conditions_4|samples_10|sample,conditions_4|samples_10|sample_filetype,conditions_4|samples_11|sample,conditions_4|samples_11|sample_filetype,conditions_4|samples_12|sample,conditions_4|samples_12|sample_filetype,conditions_4|samples_13|sample,conditions_4|samples_13|sample_filetype,conditions_4|samples_14|sample,conditions_4|samples_14|sample_filetype,conditions_4|samples_15|sample,conditions_4|samples_15|sample_filetype,conditions_4|samples_16|sample,conditions_4|samples_16|sample_filetype,conditions_4|samples_17|sample,conditions_4|samples_17|sample_filetype,conditions_4|samples_18|sample,conditions_4|samples_18|sample_filetype,conditions_4|samples_19|sample,conditions_4|samples_19|sample_filetype,conditions_4|samples_1|sample,conditions_4|samples_1|sample_filetype,conditions_4|samples_20|sample,conditions_4|samples_20|sample_filetype,conditions_4|samples_21|sample,conditions_4|samples_21|sample_filetype,conditions_4|samples_22|sample,conditions_4|samples_22|sample_filetype,conditions_4|samples_23|sample,conditions_4|samples_23|sample_filetype,conditions_4|samples_24|sample,conditions_4|samples_24|sample_filetype,conditions_4|samples_25|sample,conditions_4|samples_25|sample_filetype,conditions_4|samples_26|sample,conditions_4|samples_26|sample_filetype,conditions_4|samples_27|sample,conditions_4|samples_27|sample_filetype,conditions_4|samples_28|sample,conditions_4|samples_28|sample_filetype,conditions_4|samples_29|sample,conditions_4|samples_29|sample_filetype,conditions_4|samples_2|sample,conditions_4|samples_2|sample_filetype,conditions_4|samples_3|sample,conditions_4|samples_3|sample_filetype,conditions_4|samples_4|sample,conditions_4|samples_4|sample_filetype,conditions_4|samples_5|sample,conditions_4|samples_5|sample_filetype,conditions_4|samples_6|sample,conditions_4|samples_6|sample_filetype,conditions_4|samples_7|sample,conditions_4|samples_7|sample_filetype,conditions_4|samples_8|sample,conditions_4|samples_8|sample_filetype,conditions_4|samples_9|sample,conditions_4|samples_9|sample_filetype,conditions_5|samples_0|sample,conditions_5|samples_0|sample_filetype,conditions_5|samples_1|sample,conditions_5|samples_1|sample_filetype,conditions_6|samples_0|sample,conditions_6|samples_0|sample_filetype,conditions_6|samples_1|sample,conditions_6|samples_1|sample_filetype,conditions_6|samples_2|sample,conditions_6|samples_2|sample_filetype,conditions_6|samples_3|sample,conditions_6|samples_3|sample_filetype,conditions_6|samples_4|sample,conditions_6|samples_4|sample_filetype,conditions_6|samples_5|sample,conditions_6|samples_5|sample_filetype,conditions_7|samples_0|sample,conditions_7|samples_0|sample_filetype,conditions_7|samples_1|sample,conditions_7|samples_1|sample_filetype,conditions_7|samples_2|sample,conditions_7|samples_2|sample_filetype,conditions_7|samples_3|sample,conditions_7|samples_3|sample_filetype,conditions_7|samples_4|sample,conditions_7|samples_4|sample_filetype,conditions_7|samples_5|sample,conditions_7|samples_5|sample_filetype,conditions_7|samples_6|sample,conditions_7|samples_6|sample_filetype,conditions_7|samples_7|sample,conditions_7|samples_7|sample_filetype,conditions_8|samples_0|sample,conditions_8|samples_0|sample_filetype,conditions_8|samples_1|sample,conditions_8|samples_1|sample_filetype,conditions_9|samples_0|sample,conditions_9|samples_0|sample_filetype,conditions_9|samples_1|sample,conditions_9|samples_1|sample_filetype,create_time,destination_id,exit_code,gtf_input,gtf_input_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.additional.__current_case__,parameters.additional.frag_len_std_dev,parameters.additional.frag_mean_len,parameters.additional.sAdditional,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.chromInfo,parameters.conditions,parameters.dbkey,parameters.dispersion_method,parameters.fdr,parameters.gtf_input,parameters.gtf_input.values,parameters.include_read_group_files,parameters.library_norm_method,parameters.min_alignment_count,parameters.multiread_correct,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
9329722332,bam,,,,,,,,,6628714145.0,bam,,,,,,,,,,,,,,,,,6324248580,bam,,,,,,,,,,,,,,,,,,,,,6894044983.0,bam,,,,,,,,,,,,,,,,,,,,,,,8596036169.0,bam,,,,,,,,,,,,,,,,,,,,,7128463486.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-15 17:54:33.702226,slurm_multi_dynamic_walltime,,307797905,gtf,main_w2_handler2,2297225,9480259,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3804011,slurm,,corral-repl,,0.0,no,,0,,,No,1,No,,,,,"""/galaxy-repl/localdata/chrom/?.len""","[{""__index__"": 0, ""name"": ""NT "", ""samples"": [{""sample"": 19724432, ""__index__"": 0}, {""sample"": 19722727, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""SH Sirt1 Wright"", ""samples"": [{""sample"": 19722077, ""__index__"": 0}, {""sample"": 19721493, ""__index__"": 1}]}, {""__index__"": 2, ""name"": ""Sh SIrt1 Seto"", ""samples"": [{""sample"": 19721149, ""__index__"": 0}, {""sample"": 19695384, ""__index__"": 1}]}]","""?""","""pooled""","""0.05""",19721130,,"""No""","""geometric""","""10""","""No""",,,,22804196,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-05-15 21:08:50.349745,62553,11656.647519
261071640,bam,,,,,,,,,278955250.0,bam,,,,,,,,,,,,,,,,,270138152,bam,,,,,,,,,,,,,,,,,,,,,272837311.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-02-21 19:24:50.424487,roundup_multi,,26548524,gtf,main_w2_handler2,2214026,8784256,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2863936,slurm,,corral-repl,,,,,0,,,No,1,No,,,,,"""/galaxy-repl/localdata/chrom/ce10.len""","[{""__index__"": 0, ""name"": ""HS"", ""samples"": [{""sample"": 18598285, ""__index__"": 0}, {""sample"": 18598291, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""Control"", ""samples"": [{""sample"": 18598297, ""__index__"": 0}, {""sample"": 18598303, ""__index__"": 1}]}]","""ce10""","""pooled""","""0.05""",18598595,,"""No""","""geometric""","""10""","""No""",,,,21377757,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-02-21 19:53:14.337624,59969,1703.913137
1081126893,bam,,,,,,,,,907069678.0,bam,954590465.0,bam,,,,,,,,,,,,,,,980415900,bam,,,,,,,,,,,,,,,,,,,,,949044847.0,bam,,,,,,,992483134.0,bam,,,,,,,,,,,,,,,1020485451.0,bam,,,,,,,,,,,,,,,,,,,,,921297334.0,bam,,,,,,,1052623404.0,bam,,,,,,,,,,,,,,,877558564.0,bam,,,877558564.0,bam,884735181.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-11-16 07:49:29.284088,roundup_multi,,373827378,gtf,main_w2_handler2,1718088,8177821,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2025663,slurm,,corral-repl,,0.0,no,,0,,,No,1,No,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{""__index__"": 0, ""name"": ""Male"", ""samples"": [{""sample"": 12903976, ""__index__"": 0}, {""sample"": 12922406, ""__index__"": 1}, {""sample"": 12902050, ""__index__"": 2}]}, {""__index__"": 1, ""name"": ""Malemut"", ""samples"": [{""sample"": 12902035, ""__index__"": 0}, {""sample"": 12902040, ""__index__"": 1}, {""sample"": 12903960, ""__index__"": 2}]}, {""__index__"": 2, ""name"": ""Female"", ""samples"": [{""sample"": 12902029, ""__index__"": 0}, {""sample"": 13099215, ""__index__"": 1}, {""sample"": 13099208, ""__index__"": 2}]}, {""__index__"": 3, ""name"": ""Femalemut"", ""samples"": [{""sample"": 12902045, ""__index__"": 0}, {""sample"": 12902045, ""__index__"": 1}, {""sample"": 13099197, ""__index__"": 2}]}]","""mm9""","""per-condition""","""0.05""",15500837,,"""No""","""geometric""","""10""","""No""",,,,17174170,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2014-11-16 10:06:16.789691,34556,8207.505603
1114930531,bam,,,,,,,,,862264220.0,bam,,,,,,,,,,,,,,,,,1007375984,bam,,,,,,,,,,,,,,,,,,,,,976101779.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-05-08 05:01:24.698884,slurm_multi_dynamic_walltime,,58274938,gtf,main_w2_handler2,2294596,9428267,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3756175,slurm,,corral-repl,,0.0,no,,0,,,No,1,No,,,,,"""/galaxy-repl/localdata/chrom/ce10.len""","[{""__index__"": 0, ""name"": ""M9 Control"", ""samples"": [{""sample"": 19632253, ""__index__"": 0}, {""sample"": 19632246, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""Phenformin 10 mM"", ""samples"": [{""sample"": 19627684, ""__index__"": 0}, {""sample"": 19627721, ""__index__"": 1}]}]","""ce10""","""pooled""","""0.05""",19632238,,"""No""","""geometric""","""10""","""No""",,,,22897203,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-05-08 06:00:40.577516,63166,3555.8786320000004
699279160,bam,,,,,,,,,765696823.0,bam,,,,,,,,,,,,,,,,,602781302,bam,,,,,,,,,,,,,,,,,,,,,557114256.0,bam,,,,,,,,,,,,,,,,,,,,,,,542228399.0,bam,,,,,,,,,,,,,,,,,,,,,568974090.0,bam,,,,,,,,,,,,,,,,,,,,,,,907978637.0,bam,,,582513453.0,bam,,,,,,,,,,,,,,,,,800962037.0,bam,,,,,,,,,,,,,,,,,,,,,924348063.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446000837.0,bam,435950771.0,bam,430879705.0,bam,452252842.0,bam,,,,,,,,,473773782.0,bam,489587951.0,bam,,,,,,,,,,,,,434705205.0,bam,529879747.0,bam,447186786.0,bam,460412029.0,bam,2015-08-07 17:55:35.598870,slurm_multi_dynamic_walltime,,63128901,gtf,main_w2_handler2,2403406,10079414,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4356842,slurm,,corral-repl,,0.0,no,,0,,,No,0,Yes,0.0,ce10,cached,,"""/galaxy-repl/localdata/chrom/ce10.len""","[{""__index__"": 0, ""name"": ""WT tot"", ""samples"": [{""sample"": 20711985, ""__index__"": 0}, {""sample"": 20711986, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""qd213 tot"", ""samples"": [{""sample"": 20711987, ""__index__"": 0}, {""sample"": 20711988, ""__index__"": 1}]}, {""__index__"": 2, ""name"": ""gk126 tot"", ""samples"": [{""sample"": 20711990, ""__index__"": 0}, {""sample"": 20711991, ""__index__"": 1}]}, {""__index__"": 3, ""name"": ""daf16 fp"", ""samples"": [{""sample"": 20712012, ""__index__"": 0}, {""sample"": 20712014, ""__index__"": 1}]}, {""__index__"": 4, ""name"": ""daf16gk126 fp"", ""samples"": [{""sample"": 20712015, ""__index__"": 0}, {""sample"": 20712016, ""__index__"": 1}]}, {""__index__"": 5, ""name"": ""WT tot"", ""samples"": [{""sample"": 20712002, ""__index__"": 0}, {""sample"": 20712004, ""__index__"": 1}]}, {""__index__"": 6, ""name"": ""qd213 tot"", ""samples"": [{""sample"": 20712007, ""__index__"": 0}, {""sample"": 20712008, ""__index__"": 1}]}, {""__index__"": 7, ""name"": ""gk126 tot"", ""samples"": [{""sample"": 20712010, ""__index__"": 0}, {""sample"": 20712009, ""__index__"": 1}]}, {""__index__"": 8, ""name"": ""daf16 tot"", ""samples"": [{""sample"": 20711992, ""__index__"": 0}, {""sample"": 20711993, ""__index__"": 1}]}, {""__index__"": 9, ""name"": ""daf16gk126 tot"", ""samples"": [{""sample"": 20711995, ""__index__"": 0}, {""sample"": 20711996, ""__index__"": 1}]}]","""ce10""","""per-condition""","""0.05""",20711989,,"""No""","""geometric""","""10""","""Yes""",,,,24397950,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-08-07 20:15:05.651175,32358,8370.052305000001
783252550,bam,,,,,,,,,639507384.0,bam,,,,,,,,,,,,,,,,,602584362,bam,,,,,,,,,,,,,,,,,,,,,816524530.0,bam,,,,,,,,,,,,,,,,,,,,,,,759956967.0,bam,,,,,,,,,,,,,,,,,,,,,958946441.0,bam,,,,,,,,,,,,,,,,,,,,,,,519620999.0,bam,,,602558603.0,bam,,,,,,,,,,,,,,,,,753017551.0,bam,,,,,,,,,,,,,,,,,,,,,536925671.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168105339.0,bam,1105483874.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-09 20:59:19.183288,roundup_multi,,170570654,gtf,main_w2_handler2,2230436,8902032,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3085972,slurm,,corral-repl,,,,,0,,,No,1,No,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{""__index__"": 0, ""name"": ""hPGCLC day4"", ""samples"": [{""sample"": 18793089, ""__index__"": 0}, {""sample"": 18784093, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""hPGC male week 7"", ""samples"": [{""sample"": 18793083, ""__index__"": 0}, {""sample"": 18777072, ""__index__"": 1}]}, {""__index__"": 2, ""name"": ""TCam-2"", ""samples"": [{""sample"": 18784087, ""__index__"": 0}, {""sample"": 18784086, ""__index__"": 1}]}, {""__index__"": 3, ""name"": ""Pre-induced cells day2"", ""samples"": [{""sample"": 18784084, ""__index__"": 0}, {""sample"": 18781983, ""__index__"": 1}]}, {""__index__"": 4, ""name"": ""4i WIS2 hESC"", ""samples"": [{""sample"": 18781980, ""__index__"": 0}, {""sample"": 18780187, ""__index__"": 1}]}, {""__index__"": 5, ""name"": ""Soma male week7"", ""samples"": [{""sample"": 18781979, ""__index__"": 0}, {""sample"": 18780179, ""__index__"": 1}]}]","""hg19""","""pooled""","""0.05""",18794337,,"""No""","""geometric""","""10""","""Yes""",,,,20758478,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-03-10 21:57:27.196118,58488,89888.01283
384870483,bam,,,,,,,,,342972526.0,bam,,,,,,,,,,,,,,,,,302715106,bam,,,,,,,,,,,,,,,,,,,,,392934229.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-26 14:49:54.856179,roundup_multi,,45117839,gtf,main_w2_handler2,2182203,8607458,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2567890,slurm,,corral-repl,,,,,0,,,No,0,Yes,0.0,ce10,cached,,"""/galaxy-repl/localdata/chrom/ce10.len""","[{""__index__"": 0, ""name"": ""CF1903#3#4"", ""samples"": [{""sample"": 18274992, ""__index__"": 0}, {""sample"": 18275002, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""AGP22#3#4"", ""samples"": [{""sample"": 18274997, ""__index__"": 0}, {""sample"": 18275006, ""__index__"": 1}]}]","""ce10""","""pooled""","""0.05""",18301618,,"""No""","""geometric""","""100""","""No""",,,,20610567,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-01-26 16:00:35.266761,24867,4240.410582
3410674783,bam,,,,,,,,,1768948832.0,bam,,,,,,,,,,,,,,,,,2040112394,bam,,,,,,,,,,,,,,,,,,,,,3504699204.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-12-16 04:01:35.713648,roundup_multi,,380152154,gtf,main_w2_handler2,2131956,8422202,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2322510,slurm,,corral-repl,,0.0,no,,0,,,No,1,No,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{""__index__"": 0, ""name"": ""Control"", ""samples"": [{""sample"": 17788722, ""__index__"": 0}, {""sample"": 17788734, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""Experiment"", ""samples"": [{""sample"": 17788634, ""__index__"": 0}, {""sample"": 17788713, ""__index__"": 1}]}]","""mm10""","""pooled""","""0.05""",17975215,,"""No""","""geometric""","""10""","""No""",,,,19812065,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2014-12-16 09:15:49.740384,56609,18854.026736
352966844,bam,,,,,,,,,373331766.0,bam,384870483.0,bam,342972526.0,bam,,,,,,,,,,,,,400201705,bam,,,,,,,,,,,,,,,,,,,,,378224383.0,bam,,,,,,,302715106.0,bam,392934229.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-23 13:52:54.930127,roundup_multi,,45113678,gtf,main_w2_handler2,2182203,8593889,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2545320,slurm,,corral-repl,,,,,0,,,No,0,Yes,0.0,ce10,cached,,"""/galaxy-repl/localdata/chrom/ce10.len""","[{""__index__"": 0, ""name"": ""CF1903"", ""samples"": [{""sample"": 18274973, ""__index__"": 0}, {""sample"": 18274981, ""__index__"": 1}, {""sample"": 18274992, ""__index__"": 2}, {""sample"": 18275002, ""__index__"": 3}]}, {""__index__"": 1, ""name"": ""AGP22"", ""samples"": [{""sample"": 18274977, ""__index__"": 0}, {""sample"": 18274986, ""__index__"": 1}, {""sample"": 18274997, ""__index__"": 2}, {""sample"": 18275006, ""__index__"": 3}]}]","""ce10""","""pooled""","""0.05""",18275807,,"""No""","""geometric""","""100""","""No""",,,,20598800,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-01-23 15:21:30.440035,24867,5315.509908
168478111,bam,,,,,,,,,282048914.0,bam,,,,,,,,,,,,,,,,,339367872,bam,,,,,,,,,,,,,,,,,,,,,376603384.0,bam,,,,,,,315303805.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-10 14:19:34.582779,roundup_multi,,164561195,gtf,main_w2_handler2,2232528,8907996,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3091785,slurm,,corral-repl,,,,,1,2,28,Yes,1,No,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{""__index__"": 0, ""name"": ""NSC"", ""samples"": [{""sample"": 18799486, ""__index__"": 0}, {""sample"": 18803821, ""__index__"": 1}]}, {""__index__"": 1, ""name"": ""BTSC"", ""samples"": [{""sample"": 18803826, ""__index__"": 0}, {""sample"": 18803850, ""__index__"": 1}, {""sample"": 18803851, ""__index__"": 2}]}]","""mm10""","""per-condition""","""0.05""",18799018,,"""Yes""","""classic-fpkm""","""2""","""Yes""",,,,21646873,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-03-10 16:02:22.150768,40405,6167.567989
1029161400,bam,,,,,,,,,1225752908.0,bam,1075778271.0,bam,,,,,,,,,,,,,,,1132083484,bam,,,,,,,,,,,,,,,,,,,,,971397314.0,bam,,,,,,,1067131025.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-20 02:08:27.257795,slurm_multi,,395074936,gtf,main_w2_handler2,2258531,9269325,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3562951,slurm,,corral-repl,,,,,0,,,No,0,Yes,1.0,,history,19368244.0,"""/galaxy-repl/localdata/chrom/mm10.len""","[{""__index__"": 0, ""name"": ""wild type"", ""samples"": [{""sample"": 19335480, ""__index__"": 0}, {""sample"": 19335481, ""__index__"": 1}, {""sample"": 19335482, ""__index__"": 2}]}, {""__index__"": 1, ""name"": ""eklf mutant"", ""samples"": [{""sample"": 19335476, ""__index__"": 0}, {""sample"": 19335477, ""__index__"": 1}, {""sample"": 19335479, ""__index__"": 2}]}]","""mm10""","""pooled""","""0.1""",19368336,,"""Yes""","""geometric""","""10""","""Yes""",8528995622.0,fasta,,22571580,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/0.0.7,0.0.7,,2015-04-20 14:20:33.948415,62448,43926.69062
