bias_correction|ref_file,bias_correction|ref_file_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,mask_file,mask_file_filetype,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advanced_settings.__current_case__,parameters.advanced_settings.inner_dist_std_dev,parameters.advanced_settings.inner_mean_dist,parameters.advanced_settings.junc_alpha,parameters.advanced_settings.library_type,parameters.advanced_settings.mask_file,parameters.advanced_settings.max_bundle_frags,parameters.advanced_settings.max_bundle_length,parameters.advanced_settings.max_mle_iterations,parameters.advanced_settings.min_intron_length,parameters.advanced_settings.overhang_tolerance,parameters.advanced_settings.small_anchor_fraction,parameters.advanced_settings.trim_three_avgcov_thresh,parameters.advanced_settings.trim_three_dropoff_frac,parameters.advanced_settings.use_advanced_settings,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.bias_correction.seq_source.ref_file.values,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.length_correction,parameters.max_intron_len,parameters.min_isoform_fraction,parameters.multiread_correct,parameters.pre_mrna_fraction,parameters.reference_annotation.__current_case__,parameters.reference_annotation.compatible_hits_norm,parameters.reference_annotation.intron_overhang_tolerance,parameters.reference_annotation.no_faux_reads,parameters.reference_annotation.reference_annotation_file,parameters.reference_annotation.reference_annotation_file.values,parameters.reference_annotation.reference_annotation_guide_file,parameters.reference_annotation.reference_annotation_guide_file.values,parameters.reference_annotation.three_overhang_tolerance,parameters.reference_annotation.use_ref,ref_file,ref_file_filetype,reference_annotation_file,reference_annotation_file_filetype,reference_annotation_guide_file,reference_annotation_guide_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2015-10-25 07:38:33.971544,slurm_multi_dynamic_walltime,,main_w2_handler2,2467478,10722309,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4001801714,bam,4984169,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/main/files/012/754/dataset_12754615.dat""","""AM1_NCBI""",21502190,,"""""","""300000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,25877845.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-10-25 07:48:31.405573,70887,597.434029
,,,,2017-07-16 17:15:58.561781,slurm_multi_dynamic_walltime,,main_w4_handler2,3191571,16355067,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8330897968,bam,10419353,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 30507674}]","""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,,"[{'src': 'hda', 'id': 30470843}]",600,Use reference annotation guide,,,,,401706329.0,gtf,,38483016.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-07-17 02:49:28.810318,99095,34410.248537
,,,,2015-12-08 17:28:04.283180,slurm_multi_dynamic_walltime,,main_w2_handler2,2186384,11119649,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7137943042,bam,5385601,slurm,,,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,1,No,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",22241576,,"""""","""300000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,26487488.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-12-08 17:42:52.390522,58842,888.107342
,,,,2017-11-28 16:58:00.095949,slurm_multi,,main_w3_handler2,3324803,17622505,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2761907001,bam,11710988,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 32484800}]","""""","""300000""","""0.1""","""No""","""0.15""",1,,,,,"[{'src': 'hda', 'id': 32592740}]",,,,Use reference annotation,,,4172686211.0,gtf,,,,41989345.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-11-30 22:25:18.730742,108057,192438.634793
,,,,2018-01-15 04:04:10.320863,slurm_multi,,main_w4_handler2,3367135,18035020,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",19605953300,bam,12122160,slurm,,,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,0,Yes,0.0,hg38,cached,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 33309237}]","""""","""300000""","""0.1""","""Yes""","""0.15""",2,,50,,,,,"[{'src': 'hda', 'id': 33153983}]",600,Use reference annotation guide,,,,,191908492.0,gtf,,42971156.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2018-01-17 16:19:58.858547,118715,216948.537684
,,,,2015-07-05 14:35:42.953280,slurm_multi_dynamic_walltime,,main_w2_handler2,2365054,9792635,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",907483,bam,4094667,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20231843,,"""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,20231930.0,,600,Use reference annotation guide,,,,,1155273554.0,gtf,,23710916.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-07-05 14:49:45.373656,56940,842.420376
,,,,2015-07-23 20:52:14.531385,slurm_multi_dynamic_walltime,,main_w2_handler2,2177039,9958875,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17868252489,bam,4243501,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,mm10,cached,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",20478502,,"""""","""300000""","""0.1""","""Yes""","""0.15""",2,,50,,,,20478570.0,,600,Use reference annotation guide,,,,,478574972.0,gtf,,24265564.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-07-24 00:20:55.652995,19936,12521.12161
,,,,2016-02-09 17:04:10.849386,slurm_multi_dynamic_walltime,,main_w2_handler2,2592904,11765242,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",640904719,bam,6020806,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23245143,,"""""","""300000""","""0.1""","""No""","""0.15""",1,,,,23259059.0,,,,,Use reference annotation,,,1163136209.0,gtf,,,,27662393.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-09 20:06:08.050618,35431,10917.201232000001
,,,,2017-02-11 20:28:34.513347,slurm_multi_dynamic_walltime,,main_w3_handler2,2976507,15012905,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1308379217,bam,9196782,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"[{'src': 'hda', 'id': 28250119}]","""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,,"[{'src': 'hda', 'id': 28307102}]",600,Use reference annotation guide,,,,,186259942.0,gtf,,35875834.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-02-15 04:32:15.446432,34111,288220.933085
,,,,2017-08-07 07:46:29.422323,slurm_multi_dynamic_walltime,,main_w3_handler2,3204091,16518414,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9054458860,bam,10587940,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30721310}]","""""","""300000""","""0.1""","""No""","""0.15""",1,,,,,"[{'src': 'hda', 'id': 30779607}]",,,,Use reference annotation,,,1197568415.0,gtf,,,,39748167.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-08-07 09:09:16.694061,109478,4967.271738
,,,,2016-02-19 14:39:54.283681,slurm_multi_dynamic_walltime,,main_w2_handler2,2249109,11877606,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",20044044097,bam,6118306,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",19128405,,"""""","""300000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,28498106.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-19 15:56:30.916973,59519,4596.633292
,,,,2015-08-20 12:47:20.797051,slurm_multi_dynamic_walltime,,main_w2_handler2,2413604,10156548,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13508754623,bam,4426347,slurm,,,,corral-repl,,0,no,,"""8d48809c473911e59149005056a51846""",0.0,,,,,,,,,,,,,,No,0,Yes,1.0,,history,20828658.0,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",20828654,,"""""","""300000""","""0.1""","""Yes""","""0.15""",0,,,,,,,,,No,1440727708.0,fasta,,,,,,23256778.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-08-20 18:20:34.780116,58875,19993.983065
,,,,2015-11-20 17:35:28.417919,slurm_multi_dynamic_walltime,,main_w2_handler2,2496397,10964194,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7797383538,bam,5226057,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",22067406,,"""""","""300000""","""0.1""","""No""","""0.15""",0,,,,,,,,,No,,,,,,,,25946416.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-11-22 04:46:48.954040,72235,126680.53612100001
,,,,2016-02-13 07:48:24.814559,slurm_multi_dynamic_walltime,,main_w2_handler2,2160148,11815949,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",885339820,bam,6065597,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23295018,,"""""","""588090""","""0.1""","""No""","""0.15""",1,--compatible-hits-norm,,,23328851.0,,,,,Use reference annotation,,,1163535449.0,gtf,,,,26997479.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-02-13 08:10:48.370145,9545,1343.5555860000002
,,,,2016-07-04 06:09:08.496595,slurm_multi_dynamic_walltime,,main_w1_handler2,2754983,13322864,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4872693626,bam,7529474,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/bosTau8.len""","""bosTau8""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b554ae2b7bd9ee7759'}]","""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ab1ae737f24a9dee'}]",600,Use reference annotation guide,,,,,32378811.0,gtf,,30247275.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-07-04 09:53:53.028293,84335,13484.531698
,,,,2015-09-21 12:26:26.831637,slurm_multi_dynamic_walltime,,main_w2_handler2,2446069,10372440,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5509812078,bam,4653511,slurm,,1904684.0,gtf,corral-repl,,0,no,,,1.0,20,45,0.001,auto,21192969.0,1000000,3500000,5000,50,8,0.09,10,0.1,Yes,0,Yes,1.0,,history,21192965.0,,"""/galaxy-repl/localdata/chrom/petMar2.len""","""petMar2""",21192935,,"""""","""300000""","""0.1""","""No""","""0.0""",2,,50,,,,21192964.0,,600,Use reference annotation guide,903524324.0,fasta,,,29132423.0,gtf,,25199661.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-09-22 17:30:45.068085,69377,104658.23644800001
,,,,2017-06-09 19:45:45.511992,slurm_multi_dynamic_walltime,,main_w4_handler2,3061224,16067918,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2650109309,bam,10157094,slurm,,,,corral-repl,,1,yes,slurm_multi,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 29973957}]","""""","""300000""","""0.1""","""Yes""","""0.15""",1,,,,,"[{'src': 'hda', 'id': 29974006}]",,,,Use reference annotation,,,1770427955.0,gtf,,,,38551174.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-06-09 22:13:41.115951,103660,8875.603959
,,109291.0,len,2015-11-06 10:52:24.034413,slurm_multi_dynamic_walltime,,main_w2_handler2,2493696,10833550,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",669459394,bam,5088655,slurm,,,,corral-repl,,1,yes,slurm_multi,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/main/files/013/103/dataset_13103098.dat""","""?""",21890533,,"""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,21889609.0,,600,Use reference annotation guide,,,,,100321087.0,gff3,,26135784.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-11-06 11:16:46.436314,72366,1462.4019010000002
,,,,2016-07-19 04:29:59.117234,slurm_multi_dynamic_walltime,,main_w1_handler2,2715675,13440452,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3611299657,bam,7652137,slurm,,,,corral-repl,,1,yes,slurm_multi,,,,,,,,,,,,,,,,,1,No,,,,,,"""/galaxy-repl/localdata/chrom/rn6.len""","""rn6""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58f4ca157619e492e'}]","""""","""600000""","""0.1""","""Yes""","""0.15""",2,,20,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51984d5f87a945671'}]",600,Use reference annotation guide,,,,,78934032.0,gtf,,31534048.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2016-07-19 06:25:33.391587,36816,6934.274353000001
,,,,2017-12-30 05:30:04.323372,slurm_multi,,main_w4_handler2,2628651,17917444,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",16409711564,bam,11992721,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 33111385}]","""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,,"[{'src': 'hda', 'id': 32712146}]",600,Use reference annotation guide,,,,,66889695.0,gff3,,42301728.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-12-30 14:13:13.992229,80328,31389.668857
,,,,2015-07-12 21:02:37.297309,slurm_multi_dynamic_walltime,,main_w2_handler2,2018204,9845126,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2732112748,bam,4155553,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,1,No,,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",20305723,,"""""","""600000""","""0.1""","""Yes""","""0.15""",2,,50,,,,19767155.0,,600,Use reference annotation guide,,,,,65899846.0,gtf,,23253688.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2015-07-14 15:17:23.183701,36816,152085.88639200001
,,,,2017-07-13 16:10:31.227839,slurm_multi_dynamic_walltime,,main_w4_handler2,3191571,16335038,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8521203898,bam,10400274,slurm,,,,corral-repl,,0,no,,,0.0,,,,,,,,,,,,,,No,0,Yes,0.0,hg38,cached,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 30471241}]","""""","""300000""","""0.1""","""No""","""0.15""",2,,50,,,,,"[{'src': 'hda', 'id': 30470843}]",600,Use reference annotation guide,,,,,401706329.0,gtf,,39284838.0,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/2.2.1.0,2.2.1.0,,2017-07-14 03:35:31.150299,99095,41099.92246
