create_time,destination_id,exit_code,fastq_input1,fastq_input1_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.analysis_type.__current_case__,parameters.analysis_type.analysis_type_selector,parameters.chromInfo,parameters.dbkey,parameters.input_type.__current_case__,parameters.input_type.adv_se_options.__current_case__,parameters.input_type.adv_se_options.adv_se_options_selector,parameters.input_type.fastq_input1,parameters.input_type.input_type_selector,parameters.reference_source.__current_case__,parameters.reference_source.index_a,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.rg.__current_case__,parameters.rg.rg_selector,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-03-22 21:00:17.116563,slurm_multi_dynamic_walltime,,51,fastqsanger,main_w2_handler2,2643377,12230515,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6446063,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,1,do_not_set,23983898,single,1,auto,23983890,history,3,do_not_set,9981003288,fasta,,29028005,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-03-23 03:33:18.779474,75684,23581.662911000003
2016-03-23 01:23:18.706215,slurm_multi_dynamic_walltime,,51,fastqsanger,main_w2_handler2,2643377,12231615,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6446920,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,1,do_not_set,23983900,single,1,auto,23983890,history,3,do_not_set,9981003288,fasta,,29028005,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-03-23 07:46:27.811377,75684,22989.105162
2016-03-24 02:50:16.032106,slurm_multi_dynamic_walltime,,55,fastqsanger,main_w2_handler2,2643377,12240844,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6454454,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,1,do_not_set,23983895,single,1,auto,23983890,history,3,do_not_set,9981003288,fasta,,29028005,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-03-24 09:31:32.470518,75684,24076.438412000003
2016-03-22 01:55:47.252824,slurm_multi_dynamic_walltime,,53,fastqsanger,main_w2_handler2,2642126,12222190,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6434915,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,1,do_not_set,23970025,single,1,auto,23970080,history,3,do_not_set,9981003288,fasta,,29028005,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-03-22 05:48:51.659996,75684,13984.407172000001
2016-03-23 17:33:17.348809,slurm_multi_dynamic_walltime,,53,fastqsanger,main_w2_handler2,2643377,12237494,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6451424,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,1,do_not_set,23983894,single,1,auto,23983890,history,3,do_not_set,9981003288,fasta,,29028005,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-03-23 20:58:38.258285,75684,12320.909476
2016-03-21 16:00:26.381533,slurm_multi_dynamic_walltime,,52,fastqsanger,main_w2_handler2,2640550,12217893,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6428493,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,1,do_not_set,23944395,single,1,auto,23943630,history,3,do_not_set,10866049346,fasta,,29028005,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-03-21 18:06:31.645230,75684,7565.263697
2016-03-22 01:55:47.504398,slurm_multi_dynamic_walltime,,55,fastqsanger,main_w2_handler2,2642126,12222191,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6434950,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,1,do_not_set,23970026,single,1,auto,23970080,history,3,do_not_set,9981003288,fasta,,29028005,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-03-22 05:52:17.491178,75684,14189.986780000001
2016-03-24 02:50:16.783706,slurm_multi_dynamic_walltime,,51,fastqsanger,main_w2_handler2,2643377,12240845,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6454467,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,1,do_not_set,23983896,single,1,auto,23983890,history,3,do_not_set,9981003288,fasta,,29028005,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-03-24 09:38:15.621701,75684,24478.837995
2016-03-21 16:21:16.590689,slurm_multi_dynamic_walltime,,52,fastqsanger,main_w2_handler2,2640552,12218106,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6430079,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,1,do_not_set,23944394,single,1,auto,23943615,history,3,do_not_set,11696855357,fasta,,29028005,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-03-21 20:17:43.940656,75684,14187.349967
2016-03-24 02:50:13.748980,slurm_multi_dynamic_walltime,,52,fastqsanger,main_w2_handler2,2643377,12240842,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6454079,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,1,do_not_set,23983893,single,1,auto,23983890,history,3,do_not_set,9981003288,fasta,,29028005,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-03-24 07:49:00.766883,75684,17927.017903
2016-03-21 22:20:41.410522,slurm_multi_dynamic_walltime,,51,fastqsanger,main_w2_handler2,2641949,12220836,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6432579,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,1,do_not_set,23967717,single,1,auto,23967710,history,3,do_not_set,11696855357,fasta,,29028005,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-03-22 01:05:37.733485,75684,9896.322963
2016-03-23 17:33:16.842801,slurm_multi_dynamic_walltime,,52,fastqsanger,main_w2_handler2,2643377,12237493,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6451399,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,1,do_not_set,23983893,single,1,auto,23983890,history,3,do_not_set,9981003288,fasta,,29028005,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-03-23 20:50:19.020666,75684,11822.177865000001
2016-03-24 02:50:19.350308,slurm_multi_dynamic_walltime,,51,fastqsanger,main_w2_handler2,2643377,12240849,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6456166,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,1,do_not_set,23983900,single,1,auto,23983890,history,3,do_not_set,9981003288,fasta,,29028005,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-03-24 21:25:34.816995,75684,66915.46668700001
2016-03-22 01:55:48.026958,slurm_multi_dynamic_walltime,,53,fastqsanger,main_w2_handler2,2642126,12222193,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6435368,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,1,do_not_set,23970028,single,1,auto,23970080,history,3,do_not_set,9981003288,fasta,,29028005,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-03-22 06:57:10.177606,75684,18082.150648000003
2016-03-21 16:00:26.921703,slurm_multi_dynamic_walltime,,52,fastqsanger,main_w2_handler2,2640550,12217894,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6428494,slurm,,corral-repl,,0,no,0,illumina,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",2,1,do_not_set,23944399,single,1,auto,23943630,history,3,do_not_set,10866049346,fasta,,29028005,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-03-21 18:03:34.492323,75684,7387.57062
