create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.option,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-26 18:02:44.575006,slurm_normal,,main_w4_handler0,3128789,15947716,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3315924562,bed,10046262.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29786492}]","""""",,38082973,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-05-26 18:08:38.002239,1228,353.427233
2017-09-30 23:26:39.214197,slurm_normal,,main_w3_handler1,2933630,16978733,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9235012397,bed,11046170.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31362972}]","""""",,40709841,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-09-30 23:27:45.519088,94307,66.304891
2017-06-21 11:52:56.290307,slurm_normal,,main_w3_handler0,3141657,16152768,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",765509006,bed,10231653.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 30110047}]","""""",,38679261,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-06-21 12:19:24.783864,75605,1588.493557
2017-09-25 09:44:50.328294,slurm_normal,,main_w3_handler1,3191575,16920007,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2208415782,bed,10989180.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30617138}]","""""",,40644141,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-09-25 09:47:12.449315,108826,142.121021
2017-05-21 15:55:13.454858,slurm_normal,,main_w3_handler0,3118498,15900464,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",677310615,bed,9999496.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29692667}]","""""",,36283865,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-05-21 15:57:28.628860,1228,135.174002
2017-05-28 03:56:29.227242,slurm_normal,,main_w4_handler0,3128789,15953900,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1017028877,bed,10051800.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 29795668}]","""""",,38246417,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-05-28 04:09:25.123125,1228,775.895883
2017-05-09 10:01:24.918712,slurm_normal,,main_w4_handler0,3030986,15788945,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1846107028,bed,9894876.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29530685}]","""""",,37833281,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-05-09 10:02:50.480806,102000,85.562094
2017-05-26 18:02:55.742131,slurm_normal,,main_w4_handler0,3128789,15947718,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3320799274,bed,10046268.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29786494}]","""""",,38082973,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-05-26 18:09:07.015056,1228,371.27292500000004
2017-12-07 15:54:41.432459,slurm_normal,,main_w4_handler0,3341412,17737455,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3606232786,bed,11803879,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32800962}]","""""",,42177140,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-12-07 15:56:12.636099,91720,91.20364000000001
2017-06-02 20:24:18.883658,slurm_normal,,main_w4_handler1,3134986,16002291,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2621596376,bed,10096445.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29870500}]","""""",,38216892,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-06-02 20:27:35.315916,30016,196.43225800000002
2017-05-26 18:03:40.990275,slurm_normal,,main_w4_handler1,3128789,15947727,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3584919191,bed,10046272.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29786504}]","""""",,38082973,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-05-26 18:10:24.297185,1228,403.30691
2017-08-31 09:00:01.809230,slurm_normal,,main_w4_handler1,3172658,16701052,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1542089475,bed,10773663.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 31056184}]","""""",,38978439,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-08-31 09:04:14.561446,108204,252.752216
2017-07-03 09:01:33.548860,slurm_normal,,main_w3_handler1,3099847,16246655,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",839617482,bed,10321417.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30270876}]","""""",,37781162,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-07-03 09:13:00.874378,24375,687.325518
2017-09-25 09:36:28.516806,slurm_normal,,main_w3_handler0,3191575,16919833,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2208415782,bed,10989035.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30617138}]","""""",,40644141,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-09-25 09:38:09.625517,108826,101.108711
2017-09-25 09:38:15.287370,slurm_normal,,main_w3_handler1,3191575,16919841,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2524581659,bed,10989045.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30617139}]","""""",,40644141,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-09-25 09:40:10.582594,108826,115.295224
2017-11-05 17:43:25.549333,slurm_normal,,main_w4_handler1,3289843,17337069,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1716722691,bed,11399482,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 32067824}]","""""",,40909239,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_sortbed/2.26.0.0,2.26.0.0,,2017-11-05 17:46:01.887601,49587,156.338268
