blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageTypeBins,parameters.advancedOpt.binSize,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.exonID,parameters.advancedOpt.maxThreshold,parameters.advancedOpt.metagene,parameters.advancedOpt.minThreshold,parameters.advancedOpt.missingDataAsZero,parameters.advancedOpt.scale,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.transcriptID,parameters.advancedOpt.transcript_id_designator,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.afterRegionStartLength,parameters.mode.beforeRegionStartLength,parameters.mode.mode_select,parameters.mode.nanAfterEnd,parameters.mode.referencePoint,parameters.mode.regionBodyLength,parameters.mode.regionStartLength.__current_case__,parameters.mode.regionStartLength.afterRegionStartLength,parameters.mode.regionStartLength.beforeRegionStartLength,parameters.mode.regionStartLength.regionStartLength_select,parameters.mode.regionStartLength.unscaled3prime,parameters.mode.regionStartLength.unscaled5prime,parameters.output.__current_case__,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.regionsFiles,parameters.regionsFiles_0|regionsFile|__identifier__,parameters.scoreFileName.values,regionsFiles_0|regionsFile,regionsFiles_0|regionsFile_filetype,regionsFiles_1|regionsFile,regionsFiles_1|regionsFile_filetype,regionsFiles_2|regionsFile,regionsFiles_2|regionsFile_filetype,regionsFiles_3|regionsFile,regionsFiles_3|regionsFile_filetype,runner_name,scoreFileName,scoreFileName1,scoreFileName10,scoreFileName10_filetype,scoreFileName11,scoreFileName11_filetype,scoreFileName12,scoreFileName12_filetype,scoreFileName13,scoreFileName13_filetype,scoreFileName14,scoreFileName14_filetype,scoreFileName15,scoreFileName15_filetype,scoreFileName16,scoreFileName16_filetype,scoreFileName17,scoreFileName17_filetype,scoreFileName18,scoreFileName18_filetype,scoreFileName19,scoreFileName19_filetype,scoreFileName1_filetype,scoreFileName2,scoreFileName20,scoreFileName20_filetype,scoreFileName21,scoreFileName21_filetype,scoreFileName22,scoreFileName22_filetype,scoreFileName23,scoreFileName23_filetype,scoreFileName24,scoreFileName24_filetype,scoreFileName25,scoreFileName25_filetype,scoreFileName26,scoreFileName26_filetype,scoreFileName27,scoreFileName27_filetype,scoreFileName28,scoreFileName28_filetype,scoreFileName29,scoreFileName29_filetype,scoreFileName2_filetype,scoreFileName3,scoreFileName30,scoreFileName30_filetype,scoreFileName31,scoreFileName31_filetype,scoreFileName32,scoreFileName32_filetype,scoreFileName33,scoreFileName33_filetype,scoreFileName34,scoreFileName34_filetype,scoreFileName35,scoreFileName35_filetype,scoreFileName3_filetype,scoreFileName4,scoreFileName4_filetype,scoreFileName5,scoreFileName5_filetype,scoreFileName6,scoreFileName6_filetype,scoreFileName7,scoreFileName7_filetype,scoreFileName8,scoreFileName8_filetype,scoreFileName9,scoreFileName9_filetype,scoreFileName_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2017-08-28 11:55:17.747418,slurm_multi,,main_w4_handler2,1796147,16672773,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10744937,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,scale-regions,,,100000,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30990794}]}}]",,"[{'src': 'hda', 'id': 30990156}, {'src': 'hda', 'id': 30990160}]",8619070,bed,,,,,,,,279464575,279464575,,,,,,,,,,,,,,,,,,,,,bigwig,236985031.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,39545215,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-08-28 17:23:10.047505,35884,19672.300087
,,,,2017-12-15 13:07:15.639325,slurm_multi,,main_w4_handler2,3359375,17818284,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11886924,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,5000,5000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 32903351}]}}]",,"[{'src': 'hda', 'id': 32893854}]",4121182069,bed,,,,,,,,1356999770,1356999770,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-15 13:21:56.936559,55887,881.297234
,,,,2017-05-15 18:53:38.143929,slurm_multi,,main_w4_handler2,1323885,15841442,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9942340,slurm,,corral-repl,,1,yes,slurm_multi,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,,,scale-regions,,,10000000,0.0,,,no,,,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 29593619}]}}]",,"[{'src': 'hda', 'id': 29390538}]",666,bed,,,,,,,,751316995,751316995,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,37437069,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-05-15 18:54:49.155200,31552,71.01127100000001
,,,,2017-10-26 03:20:45.180964,slurm_multi,,main_w4_handler2,3298529,17220758,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11281973,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,1000,1000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31890328}]}}]",,"[{'src': 'hda', 'id': 31890329}]",2032291728,bed,,,,,,,,626875902,626875902,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,41450759,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-10-26 03:53:43.781392,113545,1978.6004280000002
,,,,2018-03-08 15:59:42.996168,slurm_multi,,main_w4_handler2,3454269,18659390,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12755403,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 34295814}]}}]",,"[{'src': 'hda', 'id': 34295815}]",2296200651,bed,,,,,,,,352569114,352569114,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,43719061,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2018-03-08 16:28:43.685726,80380,1740.689558
,,,,2017-10-29 19:32:42.924983,slurm_multi,,main_w3_handler2,3293247,17258448,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11316779,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31952912}]}}]",,"[{'src': 'hda', 'id': 31952543}]",4067586672,bed,,,,,,,,256341406,256341406,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,41606394,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-10-29 19:48:20.894754,113551,937.969771
,,,,2017-07-13 03:41:22.300785,slurm_multi,,main_w4_handler2,3191138,16327823,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10394720,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30466981}]}}]",,"[{'src': 'hda', 'id': 30466990}]",1257697435,bed,,,,,,,,142183207,142183207,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,39188781,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-07-13 04:56:10.824763,107805,4488.523978
,,,,2018-03-08 15:03:33.954463,slurm_multi,,main_w3_handler2,3454269,18658519,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12754703,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 34295814}]}}]",,"[{'src': 'hda', 'id': 34295940}]",2296200651,bed,,,,,,,,133141960,133141960,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,43719061,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2018-03-08 15:43:04.340858,80380,2370.386395
,,,,2017-05-04 12:53:20.271483,slurm_multi,,main_w3_handler2,3095781,15747964,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9857007,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 29462670}]}}]","""RKO_YAP1_1 Filtred_Combined""","[{'src': 'hdca', 'id': 55214}]",299721468,bed,,,,,,,,16747431,16747431,,,,,,,,,,,,,,,,,,,,,bigwig,16313100.0,,,,,,,,,,,,,,,,,,,,,bigwig,16999760.0,,,,,,,,,,,,,bigwig,15964950.0,bigwig,16158583.0,bigwig,0.0,bigwig,,,,,,,bigwig,37619346,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-05-04 13:09:38.389172,104859,978.117689
,,,,2017-05-12 21:13:18.289218,slurm_multi,,main_w3_handler2,3040492,15827793,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9930424,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,5000,5000,reference-point,false,TSS,,,,,,,,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28961205}]}}]",,"[{'src': 'hda', 'id': 29585866}]",152774379,bed,,,,,,,,523093,523093,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,37854590,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-05-12 22:43:41.241861,91117,5422.9526430000005
,,,,2017-08-22 17:21:39.989772,slurm_multi,,main_w4_handler2,3197468,16633616,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10706066,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,scale-regions,,,50,0.0,,,no,,,1,true,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30953369}]}}]",,"[{'src': 'hda', 'id': 30948537}, {'src': 'hda', 'id': 30948541}]",1555833349,bed,,,,,,,,7273966,7273966,,,,,,,,,,,,,,,,,,,,,bigwig,7273354.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,39409471,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-08-22 17:35:57.968700,79460,857.9789280000001
,,,,2017-12-14 01:17:45.152325,slurm_multi,,main_w4_handler2,3359375,17802173,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11871736,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,5000,5000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 32920957}]}}]",,"[{'src': 'hda', 'id': 32893854}]",642531174,bed,,,,,,,,1356999770,1356999770,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-14 01:23:59.569133,55887,374.416808
,,,,2017-10-01 13:38:30.815784,slurm_multi,,main_w4_handler2,2859912,16980204,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11047538.roundup,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31492408}]}}]",,"[{'src': 'hda', 'id': 31492340}]",560966461,bed,,,,,,,,12926,12926,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,40979387,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-10-01 13:51:05.970035,92490,755.154251
,,,,2017-10-19 17:55:03.230573,slurm_multi,,main_w4_handler2,3285168,17147930,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11205688,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""sacCer3""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31763374}]}}]",,"[{'src': 'hda', 'id': 31763384}]",235715196,bed,,,,,,,,34987105,34987105,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,41397957,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-10-19 18:01:09.924936,113546,366.694363
,,,,2017-05-13 23:30:07.136803,slurm_multi,,main_w3_handler2,3040492,15832690,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9934235,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,5000,5000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 29189851}]}}]",,"[{'src': 'hda', 'id': 29593447}, {'src': 'hda', 'id': 29593437}]",1314211088,bed,,,,,,,,211206501,211206501,,,,,,,,,,,,,,,,,,,,,bigwig,213399652.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,37854590,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-05-14 00:13:44.813084,91117,2617.676281
,,,,2017-07-13 03:41:25.816782,slurm_multi,,main_w4_handler2,3191138,16327830,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10394862,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30467006}]}}]",,"[{'src': 'hda', 'id': 30466990}]",1714621193,bed,,,,,,,,142183207,142183207,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,39188781,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-07-13 05:44:07.803657,107805,7361.9868750000005
,,,,2017-05-12 21:05:13.468335,slurm_multi,,main_w4_handler2,3040492,15827744,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9929920,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,5000,5000,reference-point,false,TSS,,,,,,,,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 29189851}]}}]",,"[{'src': 'hda', 'id': 29585866}]",1314211088,bed,,,,,,,,523093,523093,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,37854590,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-05-12 21:37:53.638506,91117,1960.1701710000002
237769378.0,237769378.0,bed,bed,2018-03-06 11:23:05.030026,slurm_multi,,main_w3_handler2,3438891,18621828,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12718253,slurm,,corral-repl,,0,no,,1.0,mean,10,"[{'src': 'hda', 'id': 34235718}]",exon,,false,,false,,yes,false,keep,mean,transcript,transcript_id,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 34172327}]}}]",,"[{'src': 'hda', 'id': 34035869}, {'src': 'hda', 'id': 34035874}, {'src': 'hda', 'id': 34035877}, {'src': 'hda', 'id': 34035880}]",1164461,bed,,,,,,,,38165868,38165868,,,,,,,,,,,,,,,,,,,,,bigwig,38638312.0,,,,,,,,,,,,,,,,,,,,,bigwig,35446883.0,,,,,,,,,,,,,bigwig,35676465.0,bigwig,,,,,,,,,,,bigwig,43954832,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2018-03-06 11:29:09.662442,122118,364.63241600000003
,,,,2017-05-30 18:13:08.650821,reserved_multi,,main_w3_handler2,3133152,15971497,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10069687.roundup,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,1000,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 29820091}]}}]",,"[{'src': 'hda', 'id': 29821411}, {'src': 'hda', 'id': 29821414}]",5138934498,bed,,,,,,,,182114991,182114991,,,,,,,,,,,,,,,,,,,,,bigwig,160553099.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,38237302,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-05-30 22:15:48.946904,5254,14560.296083000001
,,,,2018-03-08 14:58:50.298630,slurm_multi,,main_w3_handler2,3454269,18658477,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12754702,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 34295814}]}}]",,"[{'src': 'hda', 'id': 34295815}]",2296200651,bed,,,,,,,,352569114,352569114,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,43719061,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2018-03-08 15:40:41.380491,80380,2511.081861
,,,,2017-12-13 16:21:23.664085,slurm_multi,,main_w3_handler2,3359375,17798582,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11867438,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,5000,5000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 32903351}]}}]",,"[{'src': 'hda', 'id': 32868092}, {'src': 'hda', 'id': 32868340}]",4121182069,bed,,,,,,,,957616308,957616308,,,,,,,,,,,,,,,,,,,,,bigwig,1152822547.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-13 16:36:04.552889,55887,880.888804
,,,,2017-12-14 08:26:34.391123,slurm_multi,,main_w4_handler2,3359375,17804395,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11874073,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,5000,5000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 32920957}]}}]",,"[{'src': 'hda', 'id': 32893854}]",642531174,bed,,,,,,,,1356999770,1356999770,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-14 08:33:03.984142,55887,389.593019
,,,,2017-09-27 20:30:32.383533,slurm_multi,,main_w3_handler2,3100738,16952994,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11021145.roundup,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,,,scale-regions,,,5000,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31431540}]}}]",,"[{'src': 'hda', 'id': 31451579}]",134624348,bed,,,,,,,,94677821,94677821,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,40897480,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-09-28 00:50:44.348662,105375,15611.965129
,,,,2017-12-13 13:18:27.351570,slurm_multi,,main_w4_handler2,3359375,17796590,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11865814,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,5000,5000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 32898620}]}}, {""__index__"": 1, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 32884560}]}}]",,"[{'src': 'hda', 'id': 32893854}]",1966540490,bed,5317618.0,bed,,,,,,1356999770,1356999770,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-13 13:32:56.022445,55887,868.670875
,,,,2017-08-09 17:27:19.142414,slurm_multi,,main_w3_handler2,3159247,16542798,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10613303,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,1000,1000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30815032}]}}]",,"[{'src': 'hda', 'id': 30816020}]",214769818,bed,,,,,,,,3382818,3382818,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,38907171,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-08-09 17:40:17.606743,107809,778.464329
