create_time,destination_id,exit_code,gtf_input,gtf_input_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,mask_file,mask_file_filetype,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.additional.__current_case__,parameters.additional.frag_len_std_dev,parameters.additional.frag_mean_len,parameters.additional.sAdditional,parameters.advanced_settings.__current_case__,parameters.advanced_settings.library_type,parameters.advanced_settings.mask_file,parameters.advanced_settings.max_bundle_frags,parameters.advanced_settings.max_mle_iterations,parameters.advanced_settings.sAdvanced,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.chromInfo,parameters.dbkey,parameters.gtf_input,parameters.gtf_input.values,parameters.length_correction,parameters.multiread_correct,parameters.samples,ref_file,ref_file_filetype,runner_name,samples_0|sample,samples_0|sample_filetype,samples_10|sample,samples_10|sample_filetype,samples_11|sample,samples_11|sample_filetype,samples_12|sample,samples_12|sample_filetype,samples_13|sample,samples_13|sample_filetype,samples_14|sample,samples_14|sample_filetype,samples_15|sample,samples_15|sample_filetype,samples_16|sample,samples_16|sample_filetype,samples_17|sample,samples_17|sample_filetype,samples_18|sample,samples_18|sample_filetype,samples_19|sample,samples_19|sample_filetype,samples_1|sample,samples_1|sample_filetype,samples_20|sample,samples_20|sample_filetype,samples_21|sample,samples_21|sample_filetype,samples_22|sample,samples_22|sample_filetype,samples_23|sample,samples_23|sample_filetype,samples_24|sample,samples_24|sample_filetype,samples_25|sample,samples_25|sample_filetype,samples_26|sample,samples_26|sample_filetype,samples_27|sample,samples_27|sample_filetype,samples_28|sample,samples_28|sample_filetype,samples_29|sample,samples_29|sample_filetype,samples_2|sample,samples_2|sample_filetype,samples_30|sample,samples_30|sample_filetype,samples_31|sample,samples_31|sample_filetype,samples_32|sample,samples_32|sample_filetype,samples_33|sample,samples_33|sample_filetype,samples_34|sample,samples_34|sample_filetype,samples_35|sample,samples_35|sample_filetype,samples_36|sample,samples_36|sample_filetype,samples_37|sample,samples_37|sample_filetype,samples_38|sample,samples_38|sample_filetype,samples_39|sample,samples_39|sample_filetype,samples_3|sample,samples_3|sample_filetype,samples_40|sample,samples_40|sample_filetype,samples_41|sample,samples_41|sample_filetype,samples_42|sample,samples_42|sample_filetype,samples_43|sample,samples_43|sample_filetype,samples_44|sample,samples_44|sample_filetype,samples_45|sample,samples_45|sample_filetype,samples_46|sample,samples_46|sample_filetype,samples_4|sample,samples_4|sample_filetype,samples_5|sample,samples_5|sample_filetype,samples_6|sample,samples_6|sample_filetype,samples_7|sample,samples_7|sample_filetype,samples_8|sample,samples_8|sample_filetype,samples_9|sample,samples_9|sample_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-05-26 17:24:52.791001,slurm_normal,,122479548,gtf,main_w1_handler1,1561640,9537311,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3851540.roundup,slurm,,,,corral-repl,,,,0,,,No,0.0,,,,,No,0,Yes,0.0,hg19,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",11450469,,"""""","""True""","[{""sample"": 11461864, ""__index__"": 0}, {""sample"": 11461861, ""__index__"": 1}, {""sample"": 11453112, ""__index__"": 2}, {""sample"": 11453113, ""__index__"": 3}, {""sample"": 18141632, ""__index__"": 4}, {""sample"": 11453116, ""__index__"": 5}]",,,,2890417909,bam,,,,,,,,,,,,,,,,,,,,,4022976082.0,bam,,,,,,,,,,,,,,,,,,,,,2890523595.0,bam,,,,,,,,,,,,,,,,,,,,,3646724943.0,bam,,,,,,,,,,,,,,,2137524228.0,bam,2030799015.0,bam,,,,,,,,,23281208,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2015-05-26 19:02:13.239864,37650,5840.4488630000005
2015-09-09 15:08:56.244375,slurm_normal,,498093628,gtf,main_w2_handler0,2431683,10287262,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4572429.roundup,slurm,,495320133.0,gtf,corral-repl,,,,1,80,200,Yes,1.0,auto,21040132.0,500000,5000,Yes,0,Yes,0.0,rn5,cached,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",21055714,,"""""","""True""","[{""sample"": 21050383, ""__index__"": 0}]",,,,3885599556,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24745788,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2015-09-09 15:21:23.455451,56262,747.211076
2015-09-29 06:16:05.215093,slurm_normal,,542397650,gtf,main_w1_handler0,2454176,10456607,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4733759.roundup,slurm,,,,corral-repl,,,,0,,,No,0.0,,,,,No,0,Yes,0.0,hg19,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21318136,,"""""","""True""","[{""sample"": 21318229, ""__index__"": 0}, {""sample"": 21318231, ""__index__"": 1}]",,,,1560503408,bam,,,,,,,,,,,,,,,,,,,,,1569767126.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25198581,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2015-09-29 06:27:59.651883,57352,714.4367900000001
2015-09-11 01:15:29.769442,slurm_normal,,498093628,gtf,main_w1_handler2,2431683,10299203,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4584223.roundup,slurm,,499247034.0,gtf,corral-repl,,,,0,,,No,1.0,auto,21078812.0,500000,5000,Yes,0,Yes,0.0,rn5,cached,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",21055714,,"""""","""True""","[{""sample"": 21050384, ""__index__"": 0}]",,,,3544453408,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24905096,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2015-09-11 01:29:04.255490,56262,814.4860480000001
2015-11-18 12:31:53.903761,slurm_normal,,2024402,gtf,main_w2_handler0,2509304,10934734,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5189896.roundup,slurm,,,,corral-repl,,,,0,,,No,,,,,,,1,No,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22046115,,"""""","""True""","[{""sample"": 22046165, ""__index__"": 0}, {""sample"": 22046164, ""__index__"": 1}, {""sample"": 22046152, ""__index__"": 2}, {""sample"": 22046151, ""__index__"": 3}, {""sample"": 22046147, ""__index__"": 4}, {""sample"": 22046118, ""__index__"": 5}]",,,,1060412661,bam,,,,,,,,,,,,,,,,,,,,,971917334.0,bam,,,,,,,,,,,,,,,,,,,,,1199569556.0,bam,,,,,,,,,,,,,,,,,,,,,845806593.0,bam,,,,,,,,,,,,,,,1025858763.0,bam,907675465.0,bam,,,,,,,,,26330071,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2015-11-18 13:20:25.469308,73083,2911.565547
2015-10-16 06:30:58.131906,slurm_normal,,1580953,gtf,main_w1_handler0,2470379,10591374,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4862315.roundup,slurm,,,,corral-repl,,,,0,,,No,0.0,,,,,No,0,Yes,1.0,,history,21509230.0,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21548914,,"""""","""False""","[{""sample"": 21511308, ""__index__"": 0}]",5327487.0,fasta,,642428712,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25644554,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2015-10-16 06:36:13.043521,71026,314.91161500000004
2015-10-28 12:30:04.080638,slurm_normal,,462399357,gtf,main_w1_handler2,2461352,10752903,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5012400.roundup,slurm,,,,corral-repl,,,,0,,,No,0.0,,,,,No,0,Yes,1.0,,history,21735302.0,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21771748,,"""""","""False""","[{""sample"": 21605190, ""__index__"": 0}, {""sample"": 21654110, ""__index__"": 1}, {""sample"": 21666274, ""__index__"": 2}, {""sample"": 21719715, ""__index__"": 3}]",137017746.0,fasta,,4565023378,bam,,,,,,,,,,,,,,,,,,,,,4913853119.0,bam,,,,,,,,,,,,,,,,,,,,,5180239660.0,bam,,,,,,,,,,,,,,,,,,,,,4983003591.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,25591541,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2015-10-28 14:13:08.710812,58466,6184.630174000001
2015-08-27 15:29:10.316750,slurm_normal,,89985589,gtf,main_w1_handler0,2419388,10211153,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4481005.roundup,slurm,,,,corral-repl,,,,0,,,No,0.0,,,,,No,0,Yes,0.0,mm10,cached,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",20915851,,"""""","""True""","[{""sample"": 20907895, ""__index__"": 0}]",,,,5470977628,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24745788,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2015-08-27 16:44:13.239100,56262,4502.922350000001
2017-06-24 11:41:52.842735,slurm_multi,,421667068,gtf,main_w4_handler2,3148115,16174278,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10252991,slurm,,,,corral-repl,,0.0,no,0,,,No,0.0,,,,,No,1,No,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 30102061}]","""--no-effective-length-correction""","""true""","[{""sample"": {""values"": [{""src"": ""hda"", ""id"": 30001513}]}, ""__index__"": 0}, {""sample"": {""values"": [{""src"": ""hda"", ""id"": 30001511}]}, ""__index__"": 1}]",,,,3857449831,bam,,,,,,,,,,,,,,,,,,,,,10047570612.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38890935,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2017-06-25 08:46:01.388753,107452,75848.54601800001
2015-10-16 07:58:45.030501,slurm_normal,,1580953,gtf,main_w1_handler0,2470379,10591694,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4862685.roundup,slurm,,,,corral-repl,,,,0,,,No,0.0,,,,,No,1,No,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21548914,,"""""","""False""","[{""sample"": 21511308, ""__index__"": 0}]",,,,642428712,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25644554,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2015-10-16 08:03:23.332578,71026,278.302077
2015-08-21 15:28:56.797616,slurm_normal,,255739770,gtf,main_w1_handler1,2321180,10165444,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4434498.roundup,slurm,,,,corral-repl,,,,0,,,No,0.0,,,,,No,0,Yes,0.0,hg19,cached,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19853901,,"""""","""True""","[{""sample"": 19889051, ""__index__"": 0}]",,,,14422495265,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24776698,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2015-08-21 16:18:23.339746,37650,2966.5421300000003
2015-08-01 17:32:52.479149,slurm_normal,,202053280,gtf,main_w2_handler0,2018204,10047636,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4327724.roundup,slurm,,,,corral-repl,,,,0,,,No,0.0,,,,,No,1,No,,,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",20643638,,"""--no-length-correction""","""True""","[{""sample"": 20229353, ""__index__"": 0}, {""sample"": 20229386, ""__index__"": 1}, {""sample"": 20229392, ""__index__"": 2}, {""sample"": 20229403, ""__index__"": 3}, {""sample"": 20229408, ""__index__"": 4}, {""sample"": 20524623, ""__index__"": 5}, {""sample"": 20524629, ""__index__"": 6}, {""sample"": 20524641, ""__index__"": 7}, {""sample"": 20524671, ""__index__"": 8}, {""sample"": 20524682, ""__index__"": 9}, {""sample"": 20552454, ""__index__"": 10}, {""sample"": 20552466, ""__index__"": 11}, {""sample"": 20552474, ""__index__"": 12}, {""sample"": 20552480, ""__index__"": 13}, {""sample"": 20552487, ""__index__"": 14}, {""sample"": 20231516, ""__index__"": 15}, {""sample"": 20231521, ""__index__"": 16}, {""sample"": 20231526, ""__index__"": 17}, {""sample"": 20231532, ""__index__"": 18}, {""sample"": 20231537, ""__index__"": 19}]",,,,2727378529,bam,2882275818.0,bam,3469502270.0,bam,3735709265.0,bam,3637395135.0,bam,2677406211.0,bam,2726574082.0,bam,3281147685.0,bam,3530001427.0,bam,3438515191.0,bam,2519465134.0,bam,3282128645.0,bam,,,,,,,,,,,,,,,,,,,,,3537607585.0,bam,,,,,,,,,,,,,,,,,,,,,3440647346.0,bam,,,,,,,,,,,,,,,2520227881.0,bam,2788374125.0,bam,3373762944.0,bam,3614922968.0,bam,3517803825.0,bam,2576587921.0,bam,23253688,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2015-08-02 01:10:29.224474,36816,27456.745325000004
2015-08-27 12:30:49.523528,slurm_normal,,89985589,gtf,main_w2_handler0,2419388,10209941,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4479894.roundup,slurm,,,,corral-repl,,,,0,,,No,0.0,,,,,No,0,Yes,0.0,mm10,cached,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",20915851,,"""""","""True""","[{""sample"": 20907895, ""__index__"": 0}]",,,,5470977628,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24845514,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffquant/cuffquant/2.2.1.0,2.2.1.0,,2015-08-27 13:56:06.924552,56262,5117.401024000001
