create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageTypeBins,parameters.advancedOpt.binSize,parameters.advancedOpt.maxThreshold,parameters.advancedOpt.minThreshold,parameters.advancedOpt.missingDataAsZero,parameters.advancedOpt.scale,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.afterRegionStartLength,parameters.mode.beforeRegionStartLength,parameters.mode.mode_select,parameters.mode.nanAfterEnd,parameters.mode.referencePoint,parameters.mode.regionBodyLength,parameters.mode.regionStartLength.__current_case__,parameters.mode.regionStartLength.afterRegionStartLength,parameters.mode.regionStartLength.beforeRegionStartLength,parameters.mode.regionStartLength.regionStartLength_select,parameters.mode.regionStartLength.unscaled3prime,parameters.mode.regionStartLength.unscaled5prime,parameters.output.__current_case__,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.regionsFiles,parameters.scoreFileName,parameters.scoreFileName.values,regionsFiles_0|regionsFile,regionsFiles_0|regionsFile_filetype,runner_name,scoreFileName,scoreFileName1,scoreFileName10,scoreFileName10_filetype,scoreFileName11,scoreFileName11_filetype,scoreFileName1_filetype,scoreFileName2,scoreFileName2_filetype,scoreFileName3,scoreFileName3_filetype,scoreFileName4,scoreFileName4_filetype,scoreFileName5,scoreFileName5_filetype,scoreFileName6,scoreFileName6_filetype,scoreFileName7,scoreFileName7_filetype,scoreFileName8,scoreFileName8_filetype,scoreFileName9,scoreFileName9_filetype,scoreFileName_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-05-11 01:18:38.944174,slurm_normal,,main_w2_handler0,2701305,12850779,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7052869.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5e889de2b36c8a929""}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e06a7a2d185a1c9'}]",2549969704,bed,,311852733,311852733,,,,,bigwig,,,,,,,,,,,,,,,,,bigwig,28622206,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-05-11 06:16:42.048329,68038.0,17883.104155
2016-03-26 14:06:25.373070,slurm_normal,,main_w1_handler0,1739732,12257490,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6468212.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,scale-regions,,,40000,1.0,2000,2000,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": 24011203}]","""24016195,24016202""",,2454672,bed,,297317744,297317744,,,,,bigwig,280178240.0,bigwig,,,,,,,,,,,,,,,bigwig,28021890,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-03-27 01:22:12.186756,42951.0,40546.813686
2016-04-06 20:47:15.183146,slurm_normal,,main_w1_handler2,2659847,12356598,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6561171.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,5000,5000,reference-point,False,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": 24172534}]","""24169258,24169260,24169261,24169263,24169264,24169266,24169267,24169269,24169270,24169272,24169274""",,3621724,bed,,105961752,105961752,116257219.0,bigwig,105516822.0,bigwig,bigwig,696135917.0,bigwig,84864129.0,bigwig,767239902.0,bigwig,260057999.0,bigwig,1977065906.0,bigwig,125494349.0,bigwig,203405530.0,bigwig,153877056.0,bigwig,bigwig,29445088,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-04-07 18:59:48.660586,43829.0,79953.47744
2016-04-06 20:47:13.529188,slurm_normal,,main_w2_handler0,2659847,12356595,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6561172.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,5000,5000,reference-point,False,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": 24172531}]","""24169258,24169260,24169261,24169263,24169264,24169266,24169267,24169269,24169270,24169272,24169274""",,3178424,bed,,105961752,105961752,116257219.0,bigwig,105516822.0,bigwig,bigwig,696135917.0,bigwig,84864129.0,bigwig,767239902.0,bigwig,260057999.0,bigwig,1977065906.0,bigwig,125494349.0,bigwig,203405530.0,bigwig,153877056.0,bigwig,bigwig,29445088,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-04-07 19:04:23.752208,43829.0,80230.22302
2016-04-03 14:03:49.748455,slurm_normal,,main_w2_handler1,2640546,12325398,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6532109.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": 24120206}]","""24120216,24120217,24120218,24120219""",,10161233464,bed,,17427075,17427075,,,,,bigwig,0.0,bigwig,0.0,bigwig,14339648.0,bigwig,,,,,,,,,,,bigwig,29093227,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-04-03 14:05:53.611288,80993.0,123.86283300000001
2016-03-25 16:58:35.240633,slurm_normal,,main_w2_handler0,2641849,12253197,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6464549.roundup,slurm,,corral-repl,,,,1,mean,50,,,False,,yes,False,descend,mean,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,,,scale-regions,,,500,0.0,,,no,,,1,False,True,yes,"[{""__index__"": 0, ""regionsFile"": 24017843}]","""24017928""",,797518277,bed,,63966849,63966849,,,,,bigwig,,,,,,,,,,,,,,,,,bigwig,29028521,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-03-25 17:00:40.872150,69337.0,125.631517
2016-04-15 03:30:18.635349,slurm_normal,,main_w2_handler1,2643388,12461058,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6655863.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,20000,20000,reference-point,true,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5c346efd3d76559f2""}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56192c8d96ff3f758'}]",15717531,bed,,2563171,2563171,,,,,bigwig,,,,,,,,,,,,,,,,,bigwig,28479787,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-04-16 00:42:02.543868,40656.0,76303.908519
2016-03-29 15:08:24.204412,slurm_normal,,main_w1_handler1,1639242,12272786,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6481490.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,5000,5000,reference-point,False,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": 24035462}]","""24033710""",,190006595,bed,,5777277074,5777277074,,,,,bigwig,,,,,,,,,,,,,,,,,bigwig,28626146,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-03-29 15:14:12.686347,31997.0,348.481935
2016-03-25 13:51:53.689650,slurm_normal,,main_w1_handler1,2380224,12250847,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6462668.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": 24015292}]","""24004977,24005147,24005378""",,7853333364,bed,,1467853036,1467853036,,,,,bigwig,865948188.0,bigwig,1152491084.0,bigwig,,,,,,,,,,,,,bigwig,29178853,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-03-25 14:17:44.568923,66081.0,1550.879273
2016-03-29 16:00:38.222540,slurm_normal,,main_w1_handler2,1639242,12273888,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6482133.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,1000,1000,reference-point,False,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": 24035462}]","""24033710""",,190006595,bed,,5777277074,5777277074,,,,,bigwig,,,,,,,,,,,,,,,,,bigwig,28626146,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-03-29 16:09:57.455404,31997.0,559.2328640000001
2016-03-31 14:52:54.106801,slurm_normal,,main_w1_handler1,1639242,12300946,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6508409.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,5000,5000,reference-point,False,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": 24084926}]","""23928179,23979391""",,7879329,bed,,105961752,105961752,,,,,bigwig,125494349.0,bigwig,,,,,,,,,,,,,,,bigwig,28626146,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-04-01 01:52:33.054261,31997.0,39578.94746
2016-04-07 19:08:47.466896,slurm_normal,,main_w1_handler2,2659847,12373705,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6571617.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,5000,5000,reference-point,False,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": 24172531}]","""24169258,24169260,24169261,24169263,24169264,24169266,24169267,24169269,24169270,24169272,24169274""",,3178424,bed,,105961752,105961752,116257219.0,bigwig,105516822.0,bigwig,bigwig,696135917.0,bigwig,84864129.0,bigwig,767239902.0,bigwig,260057999.0,bigwig,1977065906.0,bigwig,125494349.0,bigwig,203405530.0,bigwig,153877056.0,bigwig,bigwig,29445088,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-04-08 17:38:58.054339,43829.0,81010.58744300001
2016-05-12 00:10:50.502322,slurm_normal,,main_w1_handler0,2703002,12862439,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7063218.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,,,scale-regions,,,500,1.0,1000,1000,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b598f3adf4824199cb""}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52ac8bade5adb0b5e'}]",268271360,bed,,81267300,81267300,,,,,bigwig,,,,,,,,,,,,,,,,,bigwig,30162044,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-05-12 00:17:18.892377,84242.0,388.390055
2016-03-29 16:37:59.378956,slurm_normal,,main_w1_handler0,1639242,12274500,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6482863.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,1000,1000,reference-point,False,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": 24035454}]","""24033710""",,190006595,bed,,5777277074,5777277074,,,,,bigwig,,,,,,,,,,,,,,,,,bigwig,28626146,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-03-29 16:40:32.538185,31997.0,153.159229
2016-04-11 15:32:15.179646,slurm_normal,,main_w1_handler2,2659847,12418830,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6619945.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,5000,5000,reference-point,False,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": 24172531}]","""24169258,24169260,24169261,24169263,24169264,24169266,24169267,24169269,24169270,24169272,24169274""",,3178424,bed,,105961752,105961752,116257219.0,bigwig,105516822.0,bigwig,bigwig,696135917.0,bigwig,84864129.0,bigwig,767239902.0,bigwig,260057999.0,bigwig,1977065906.0,bigwig,125494349.0,bigwig,203405530.0,bigwig,153877056.0,bigwig,bigwig,29445088,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-04-12 14:58:36.480399,43829.0,84381.300753
2016-05-06 22:16:13.154911,slurm_normal,,main_w1_handler1,2439699,12811126,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7013101.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,15000,15000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5ce28dedfa5a4d6ef""}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a22d7603da944545'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5dac8b81b3e00236d'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b3f359eaf412a9b1'}]",254794646,bed,,26684976,26684976,,,,,bigwig,25068164.0,bigwig,22801650.0,bigwig,,,,,,,,,,,,,bigwig,28479787,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-05-06 22:21:37.764739,40656.0,324.609828
2016-04-21 10:33:40.621789,slurm_normal,,main_w1_handler1,2677909,12547563,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6735767.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,1000,1000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5fd06171bd94cd29f""}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54b71551a450b5a4d'}]",1332807536,bed,,199766859,199766859,,,,,bigwig,,,,,,,,,,,,,,,,,bigwig,28776799,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-04-21 10:36:00.864030,67495.0,140.242241
2016-04-03 14:03:51.438028,slurm_normal,,main_w2_handler0,2640546,12325400,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6532117.roundup,slurm,,corral-repl,,,,0,,,,,,,no,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": 24120208}]","""24120216,24120217,24120218,24120219""",,3015788700,bed,,17427075,17427075,,,,,bigwig,0.0,bigwig,0.0,bigwig,14339648.0,bigwig,,,,,,,,,,,bigwig,29093227,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.2.2.0,2.2.2.0,,2016-04-03 14:07:49.892302,80993.0,238.45427400000003
