chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_1,input_1_filetype,input_2,input_2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,own_file,own_file_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.analysis_type.__current_case__,parameters.analysis_type.alignment_options.L,parameters.analysis_type.alignment_options.N,parameters.analysis_type.alignment_options.__current_case__,parameters.analysis_type.alignment_options.align_mode.__current_case__,parameters.analysis_type.alignment_options.align_mode.align_mode_selector,parameters.analysis_type.alignment_options.align_mode.score_min_ete,parameters.analysis_type.alignment_options.alignment_options_selector,parameters.analysis_type.alignment_options.dpad,parameters.analysis_type.alignment_options.gbar,parameters.analysis_type.alignment_options.i,parameters.analysis_type.alignment_options.ignore_quals,parameters.analysis_type.alignment_options.n_ceil,parameters.analysis_type.alignment_options.no_1mm_upfront,parameters.analysis_type.alignment_options.nofw,parameters.analysis_type.alignment_options.norc,parameters.analysis_type.analysis_type_selector,parameters.analysis_type.effort_options.D,parameters.analysis_type.effort_options.R,parameters.analysis_type.effort_options.__current_case__,parameters.analysis_type.effort_options.effort_options_selector,parameters.analysis_type.input_options.__current_case__,parameters.analysis_type.input_options.input_options_selector,parameters.analysis_type.input_options.int_quals,parameters.analysis_type.input_options.qupto,parameters.analysis_type.input_options.qv_encoding,parameters.analysis_type.input_options.skip,parameters.analysis_type.input_options.solexa_quals,parameters.analysis_type.input_options.trim3,parameters.analysis_type.input_options.trim5,parameters.analysis_type.other_options.__current_case__,parameters.analysis_type.other_options.non_deterministic,parameters.analysis_type.other_options.other_options_selector,parameters.analysis_type.other_options.reorder,parameters.analysis_type.other_options.seed,parameters.analysis_type.presets,parameters.analysis_type.reporting_options.__current_case__,parameters.analysis_type.reporting_options.reporting_options_selector,parameters.analysis_type.sam_opt,parameters.analysis_type.sam_options.__current_case__,parameters.analysis_type.sam_options.no_unal,parameters.analysis_type.sam_options.omit_sec_seq,parameters.analysis_type.sam_options.sam_options_selector,parameters.analysis_type.scoring_options.__current_case__,parameters.analysis_type.scoring_options.ma,parameters.analysis_type.scoring_options.mp,parameters.analysis_type.scoring_options.np,parameters.analysis_type.scoring_options.rdg_read_extend,parameters.analysis_type.scoring_options.rdg_read_open,parameters.analysis_type.scoring_options.rfg_ref_extend,parameters.analysis_type.scoring_options.rfg_ref_open,parameters.analysis_type.scoring_options.scoring_options_selector,parameters.chromInfo,parameters.dbkey,parameters.input_1|__identifier__,parameters.library.__current_case__,parameters.library.aligned_file,parameters.library.input_1.values,parameters.library.input_2.values,parameters.library.paired_options.I,parameters.library.paired_options.X,parameters.library.paired_options.__current_case__,parameters.library.paired_options.dovetail,parameters.library.paired_options.fr_rf_ff,parameters.library.paired_options.no_contain,parameters.library.paired_options.no_discordant,parameters.library.paired_options.no_mixed,parameters.library.paired_options.no_overlap,parameters.library.paired_options.paired_options_selector,parameters.library.type,parameters.library.unaligned_file,parameters.reference_genome.__current_case__,parameters.reference_genome.index,parameters.reference_genome.own_file.values,parameters.reference_genome.source,parameters.rg.__current_case__,parameters.rg.rg_selector,parameters.save_mapping_stats,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-07 15:01:55.126512,slurm_multi,,main_w3_handler2,3278567,17045861,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15572220580,fastqsanger,,,11103467.roundup,slurm,,corral-repl,7680762680.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 31592419}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 31592645}]",history,3,do_not_set,"""false""",,41116564,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-10-07 16:27:29.609196,112926,5134.4826840000005
,,2017-10-27 09:39:24.043951,slurm_multi,,main_w3_handler2,3143422,17237947,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",47728865,fasta,,,11298666,slurm,,corral-repl,61022532.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 31920526}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 31920515}]",history,3,do_not_set,"""true""",,40926605,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-10-27 09:42:06.053879,102381,162.009928
,,2018-01-04 09:53:28.962976,slurm_multi,,main_w3_handler2,3380968,17942413,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1795718762,fasta,,,12018510,slurm,,corral-repl,2803943.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""R1.clean.fa""",0,false,"[{'src': 'hda', 'id': 33159105}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 33166400}]",history,3,do_not_set,"""true""",,42962496,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-01-04 09:59:24.366348,119319,355.40337200000005
,,2017-11-01 18:45:11.053346,reserved_multi,,main_w3_handler2,3306281,17288519,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",482100017,fastqsanger.gz,,,11350293.roundup,slurm,,corral-repl,,,,0,no,,1,,,1.0,,,,no,,,,,,,,,full,,,1.0,no,1.0,no,,,,,,,,0.0,false,yes,false,0,,2.0,a,true,1.0,,,no,1.0,,,,,,,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,0,false,"[{'src': 'hda', 'id': 31994943}]",,,,,,,,,,,,single,false,0,hg_g1k_v37,,indexed,3,do_not_set,"""false""",,40570174,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-11-02 13:15:13.179969,5254,66602.126623
272.0,len,2018-03-07 12:24:02.466569,slurm_multi,,main_w3_handler2,3452509,18638552,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5432882673,fastqsanger,,,12734707,slurm,,corral-repl,49119820.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,--fast,,,,,,,,,,,,,,,,,"""/galaxy-repl/main/files/023/953/dataset_23953657.dat""","""?""",,3,false,"[{'src': 'hda', 'id': 34240780}]",,0,500,0.0,false,--fr,false,false,false,false,yes,paired_interleaved,false,1,,"[{'src': 'hda', 'id': 34240360}]",history,3,do_not_set,"""true""",,44369431,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-03-07 12:26:04.461648,123405,121.995079
,,2018-01-02 18:04:54.513145,slurm_multi,,main_w3_handler2,2572687,17931539,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",32089920,fasta,,,12007590,slurm,,corral-repl,,,,0,no,,1,,,1.0,,,,no,,,,,,,,,full,,,1.0,no,1.0,no,,,,,,,,1.0,,no,,,,0.0,no,true,1.0,,,no,1.0,,,,,,,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,true,"[{'src': 'hda', 'id': 33148122}]",,,,,,,,,,,,single,false,0,mm10,,indexed,3,do_not_set,"""false""",,41893080,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-01-02 18:05:37.967560,63934,43.454415000000004
,,2018-01-02 18:32:42.529783,slurm_multi,,main_w4_handler2,2572687,17931796,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",32089920,fasta,,,12007913,slurm,,corral-repl,,,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,true,"[{'src': 'hda', 'id': 33148122}]",,,,,,,,,,,,single,false,0,mm10,,indexed,3,do_not_set,"""false""",,41893080,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-01-02 18:34:15.326195,63934,92.796412
,,2017-11-02 18:46:04.093808,reserved_multi,,main_w4_handler2,3306281,17307165,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",482100017,fastqsanger.gz,,,11366372.roundup,slurm,,corral-repl,,,,0,no,,1,,,1.0,,,,no,,,,,,,,,full,,,1.0,no,1.0,no,,,,,,,,0.0,false,yes,false,0,,2.0,a,false,1.0,,,no,1.0,,,,,,,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,0,false,"[{'src': 'hda', 'id': 31994943}]",,,,,,,,,,,,single,false,0,hg38canon,,indexed,3,do_not_set,"""false""",,40570174,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-11-03 04:53:14.446140,5254,36430.352332
,,2017-11-01 18:44:53.884624,reserved_multi,,main_w4_handler2,3306281,17288516,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",482100017,fastqsanger.gz,,,11350285.roundup,slurm,,corral-repl,,,,0,no,,1,,,1.0,,,,no,,,,,,,,,full,,,1.0,no,1.0,no,,,,,,,,0.0,false,yes,false,0,,2.0,a,true,1.0,,,no,1.0,,,,,,,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,0,false,"[{'src': 'hda', 'id': 31994943}]",,,,,,,,,,,,single,false,0,hg19canon,,indexed,3,do_not_set,"""false""",,40570174,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-11-02 06:26:51.718695,5254,42117.834071000005
,,2017-11-01 18:30:04.835846,reserved_multi,,main_w4_handler2,3306281,17288376,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",482100017,fastqsanger.gz,,,11350133.roundup,slurm,,corral-repl,,,,0,no,,1,,,1.0,,,,no,,,,,,,,,full,,,1.0,no,1.0,no,,,,,,,,0.0,false,yes,false,0,,2.0,a,true,1.0,,,no,1.0,,,,,,,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,0,false,"[{'src': 'hda', 'id': 31994943}]",,,,,,,,,,,,single,false,0,hg38canon,,indexed,3,do_not_set,"""false""",,40570174,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-11-02 04:56:17.668000,5254,37572.832154
,,2018-01-02 17:09:05.453732,slurm_multi,,main_w3_handler2,2572687,17931194,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",32089920,fasta,,,12007210,slurm,,corral-repl,379377754.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 33148122}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 33148121}]",history,3,do_not_set,"""false""",,41893080,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-01-02 17:26:00.781802,63934,1015.32807
,,2017-10-31 22:15:20.797365,slurm_multi,,main_w3_handler2,3302728,17281444,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",482100017,fastqsanger.gz,,,11342420,slurm,,corral-repl,,,,0,no,,1,18,0,0.0,0.0,end-to-end,"L,-0.6,-0.6",yes,15,4,"S,1,1.15",false,"L,0,0.15",false,false,false,full,,,1.0,no,1.0,no,,,,,,,,1.0,,no,,,,2.0,a,false,1.0,,,no,1.0,,,,,,,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",,0,true,"[{'src': 'hda', 'id': 31935688}]",,,,,,,,,,,,single,true,0,hg19,,indexed,3,do_not_set,"""false""",,41594465,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2017-11-01 00:43:47.383976,114026,8906.586611
,,2018-02-10 22:50:36.429109,slurm_multi,,main_w4_handler2,3189796,18339462,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",271684699,fasta,,,12423805,slurm,,corral-repl,2115005406.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 33789050}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 31563540}]",history,3,do_not_set,"""true""",,43563271,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-02-10 23:28:53.829835,108865,2297.4007260000003
,,2018-02-19 20:52:08.238836,slurm_multi,,main_w4_handler2,3435106,18440365,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5303448399,fasta,,,12535264,slurm,,corral-repl,5303448399.0,fasta,,0,no,,0,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,,,,,,,no_presets,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,0,false,"[{'src': 'hda', 'id': 33946059}]",,,,,,,,,,,,single,false,1,,"[{'src': 'hda', 'id': 33946059}]",history,3,do_not_set,"""false""",,44013004,error,toolshed.g2.bx.psu.edu/repos/devteam/bowtie2/bowtie2/2.3.2.2,2.3.2.2,,2018-02-20 01:12:28.142802,122313,15619.903966000002
