bamInput,bamInput_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamInput.values,parameters.bamInput|__identifier__,parameters.binSize,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.region,parameters.scaling.__current_case__,parameters.scaling.effectiveGenomeSize.__current_case__,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize,parameters.scaling.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.scaling.type,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
7128542996,bam,2017-09-07 04:53:21.056018,slurm_multi,,main_w4_handler2,2944470,16757382,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10824116,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31069992}]",,"""50""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",0,,,,rpkm,,40108324.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-07 05:30:27.445866,97544,2226.3898480000003
15591049246,bam,2017-11-17 08:07:18.156702,slurm_multi,,main_w3_handler2,2946132,17489669,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11548424,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32349668}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,41976562.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-17 08:51:46.446674,21426,2668.289972
6488583791,bam,2017-09-27 17:31:30.528169,slurm_multi,,main_w3_handler2,3243114,16951241,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11018541.roundup,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 31431966}]",,"""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,40889037.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-27 17:37:36.004237,105583,365.476068
43266521241,bam,2017-10-01 18:54:14.162637,slurm_multi,,main_w3_handler2,3245977,16981096,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11048341.roundup,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31293626}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1x,,40916322.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-10-01 19:09:20.068051,108898,905.9054140000001
6547288064,bam,2017-12-07 14:15:31.482788,slurm_multi,,main_w4_handler2,3352737,17736070,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11802935,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32755960}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bedgraph""","""""",0,,,,rpkm,,42488722.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-12-07 14:56:37.423713,68175,2465.9409250000003
6495490814,bam,2017-12-09 00:11:42.307456,slurm_multi,,main_w4_handler2,3352737,17752628,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11820077,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32824078}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",0,,,,rpkm,,42450869.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-12-09 00:22:11.175102,68175,628.867646
6581306346,bam,2017-09-07 04:53:21.389743,slurm_multi,,main_w3_handler2,2944470,16757383,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10824079,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31069993}]",,"""50""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",0,,,,rpkm,,40108324.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-07 05:20:26.283529,97544,1624.893786
21538910153,bam,2017-08-28 04:04:19.532583,slurm_multi,,main_w3_handler2,3218099,16670883,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10743057,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31009308}]",,"""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1x,,39799926.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-08-28 04:45:03.932285,92578,2444.399702
16184745401,bam,2017-08-06 11:57:56.350753,slurm_multi,,main_w3_handler2,3213773,16514711,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10584475,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 30774386}]",,"""20""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""bigwig""","""""",2,2.0,,2451960000,1x,,39736188.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-08-06 13:29:54.786634,99302,5518.435881
4194545981,bam,2017-08-31 23:06:53.269555,slurm_multi,,main_w3_handler2,3239220,16707705,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10781041,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31066086}]",,"""25""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1x,,40188746.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-01 01:17:32.167281,89823,7838.897726
6547288064,bam,2017-12-07 05:00:22.631169,slurm_multi,,main_w4_handler2,3352737,17728956,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11796223,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32755960}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bedgraph""","""""",0,,,,rpkm,,42488722.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-12-07 07:42:35.629217,68175,9732.998048000001
5861887545,bam,2017-09-27 17:30:53.443594,slurm_multi,,main_w4_handler2,3243114,16951225,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11018507.roundup,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 31431944}]",,"""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,40889037.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-27 17:35:07.154936,105583,253.711342
6313950516,bam,2017-12-07 01:33:59.055093,slurm_multi,,main_w4_handler2,3352737,17727252,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11794647,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32743310}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bedgraph""","""""",0,,,,rpkm,,42450869.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-12-07 03:48:01.830206,68175,8042.775113000001
12858214403,bam,2017-09-01 15:23:48.570690,slurm_multi,,main_w3_handler2,2296347,16711756,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10784238,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 31070328}]",,"""25""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1x,,40198510.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-01 15:42:30.218742,63223,1121.648052
6547289226,bam,2017-12-07 02:19:08.136262,slurm_multi,,main_w4_handler2,3352737,17727699,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11796179,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32782271}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bigwig""","""""",0,,,,rpkm,,42450869.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-12-07 07:28:28.239413,68175,18560.103151
18749016684,bam,2017-12-03 18:33:48.322093,slurm_multi,,main_w4_handler2,3350955,17683433,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11747308,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32701920}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1x,,42362007.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-12-03 18:56:49.020729,117650,1380.698636
8093236527,bam,2017-09-14 09:01:35.283947,slurm_multi,,main_w3_handler2,2890467,16815698,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10885705,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31183783}]",,"""100""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",2,0.0,120000000,specific,1x,,40496196.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-14 09:54:06.280380,50053,3150.9964330000003
16370647970,bam,2017-11-16 11:08:09.701545,slurm_multi,,main_w4_handler2,2946132,17480036,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11543133,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32349651}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,41976562.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-16 18:56:24.425283,21426,28094.723738
139853938,bam,2017-11-01 11:20:08.515314,slurm_multi,,main_w3_handler2,3303847,17284455,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11345796,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31973587}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""chr5:107716657:107726036""",0,,,,rpkm,,41459965.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-01 11:23:48.699636,114191,220.184322
6547291545,bam,2017-12-08 17:53:08.098556,slurm_multi,,main_w4_handler2,3352737,17749287,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11816185,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32817281}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bedgraph""","""""",0,,,,rpkm,,42450869.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-12-08 18:55:04.169313,68175,3716.0707570000004
7409590057,bam,2017-12-07 14:15:01.377202,slurm_multi,,main_w4_handler2,3352737,17736062,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11802707,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32743311}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bedgraph""","""""",0,,,,rpkm,,42488722.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-12-07 14:36:29.529233,68175,1288.152031
15305865621,bam,2017-11-16 11:08:10.459836,slurm_multi,,main_w4_handler2,2946132,17480038,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11543287,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32349653}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,41976562.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-16 19:06:30.101373,21426,28699.641537000003
8093236527,bam,2017-09-18 09:18:30.344086,slurm_multi,,main_w3_handler2,2890467,16852585,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10919873,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 31183783}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""bigwig""","""""",1,,,,no,,40588492.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-09-18 10:31:07.248261,50053,4356.904175000001
7409590057,bam,2017-12-07 01:33:59.767084,slurm_multi,,main_w3_handler2,3352737,17727253,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11795843,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32743311}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""bedgraph""","""""",0,,,,rpkm,,42450869.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-12-07 06:24:07.701228,68175,17407.934144000003
4575259229,bam,2018-03-08 23:09:31.075923,slurm_multi,,main_w3_handler2,3452649,18665234,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12761384,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 34308981}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1x,,42637045.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2018-03-08 23:44:16.425412,48306,2085.349489
13524688882,bam,2017-05-09 14:07:08.624881,slurm_multi,,main_w4_handler2,3102295,15794147,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9900036,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 29535461}]",,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,37830080.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-05-09 14:21:42.231078,74984,873.6061970000001
43266521241,bam,2017-08-17 21:23:07.886554,slurm_multi,,main_w4_handler2,3190598,16605042,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10676936,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 30899580}]",,"""50""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""bigwig""","""""",2,2.0,,2451960000,1x,,39885852.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-08-17 21:38:39.767684,108898,931.8811300000001
6704299546,bam,2018-03-08 09:08:58.422111,slurm_multi,,main_w3_handler2,3455344,18653841,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12749736,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 34280267}]",,"""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",1,,,,no,,44461031.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2018-03-08 09:53:05.390419,100624,2646.968308
13524688882,bam,2017-05-09 14:07:38.705811,slurm_multi,,main_w4_handler2,3102295,15794152,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9900210,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 29535461}]",,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,37830080.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-05-09 14:40:21.273429,74984,1962.567618
19248766361,bam,2017-11-16 11:08:07.891063,slurm_multi,,main_w4_handler2,2946132,17480031,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11542828,slurm,,corral-repl,,0,no,,,0.0,no,"[{'src': 'hda', 'id': 32349645}]",,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,41976562.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-11-16 18:29:22.564552,21426,26474.673489
14536897442,bam,2018-02-23 13:01:44.033350,slurm_multi,,main_w4_handler2,3348491,18496045,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12592391,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 34029272}]","""67cpos_.fastq""","""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,44063999.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2018-02-23 14:11:46.892424,117374,4202.859074
13524688882,bam,2017-05-09 15:25:26.597848,slurm_multi,,main_w3_handler2,3102295,15794996,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9901021,slurm,,corral-repl,,0,no,,,,,"[{'src': 'hda', 'id': 29535461}]",,"""10""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""bigwig""","""""",0,,,,rpkm,,37830080.0,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_bam_coverage/deeptools_bam_coverage/2.5.0.0,2.5.0.0,,2017-05-09 15:43:56.181912,74984,1109.5840640000001
