create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputA,parameters.inputB,parameters.split,parameters.strand,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-07-23 08:43:40.287944,slurm_normal,,main_w1_handler2,2385288,9951194,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1066126768,bed,1066126768,bed,4236228.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20493643,20493643,"""False""","""""",,24168868,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2015-07-23 08:44:51.041668,66282.0,70.753724
2015-10-18 17:19:27.162682,slurm_normal,,main_w2_handler0,1873255,10624089,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",750238,bed,4112817010,bed,4891282.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",20928410,21592046,"""False""","""""",,24558339,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2015-10-18 17:20:47.810736,47842.0,80.648054
2015-09-16 19:42:38.547265,slurm_normal,,main_w1_handler1,2441281,10338188,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",822177489,bed,1552905230,bed,4621603.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",21138947,21138948,"""False""","""""",,25210155,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2015-09-16 19:44:07.224890,65670.0,88.677625
2015-06-23 23:01:30.757799,slurm_normal,,main_w1_handler2,2280624,9720528,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2419,bed,627220674,bed,4027072,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20101962,20088089,"""False""","""""",,23539264,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2015-06-23 23:03:15.878436,32945.0,105.120637
2015-09-16 19:18:55.160882,slurm_normal,,main_w1_handler0,2441281,10337916,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",822177489,bed,1552905230,bed,4621525.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",21138947,21138948,"""False""","""""",,25210155,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2015-09-16 19:37:27.328253,65670.0,1112.167371
2015-04-27 02:35:34.985535,slurm_normal,,main_w1_handler1,2279455,9334515,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1048688336,bed,1153773190,bed,3675835.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19462313,19472034,"""False""","""""",,22664202,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2015-04-27 17:58:00.452935,62700.0,55345.4674
2015-07-14 11:45:45.451685,slurm_normal,,main_w1_handler1,2072219,9860392,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",595602571,bam,1434989454,bed,4154024.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",20311028,20348136,"""False""","""""",,24135964,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2015-07-14 11:48:20.235997,43904.0,154.784312
2015-09-22 19:41:15.167971,slurm_normal,,main_w1_handler0,2447506,10384893,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4033959,bed,4219339164,bed,4665842.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21212234,21212104,"""False""","""""",,24677151,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2015-09-22 19:42:59.651755,64938.0,104.483784
2015-04-21 10:38:58.429715,slurm_normal,,main_w1_handler1,2275895,9287859,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",237800,bed,982811276,bed,3597047.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19Patch2.len""","""hg19Patch2""",19399050,19385465,"""False""","""""",,22596744,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2015-04-21 10:41:56.517250,,178.087535
2015-03-21 19:45:11.576897,rodeo_normal,,main_w2_handler1,2232863,9003681,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11255803,bed,6184262410,bed,3270450.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18811268,18944225,"""False""","""""",,21691228,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2015-03-21 19:46:28.416465,53985.0,76.839568
2015-12-01 02:25:13.620975,slurm_normal,,main_w2_handler1,2517665,11049147,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",95554,bed,2167987124,bed,5304264.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22228566,22228524,"""False""","""""",,26506537,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2015-12-01 02:27:11.792138,74111.0,118.171163
2015-09-16 19:44:28.801692,slurm_normal,,main_w2_handler0,2441281,10338205,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1552905230,bed,822177489,bed,4621616.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",21138948,21138947,"""False""","""""",,25210155,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2015-09-16 19:45:52.422140,65670.0,83.62044800000001
2015-12-01 02:25:25.794619,slurm_normal,,main_w2_handler1,2517665,11049149,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",95554,bed,2428954950,bed,5304263.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22228566,22228528,"""False""","""""",,26506537,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2015-12-01 02:27:11.400075,74111.0,105.605456
2014-12-04 12:41:44.746941,rodeo_normal,,main_w2_handler1,1372753,8317740,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1062086404,bed,1549051057,bed,2195329.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",17762356,17759472,"""False""","""""",,19895686,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2014-12-04 12:42:33.708915,32837.0,48.961974000000005
2015-10-18 23:59:40.324636,slurm_normal,,main_w1_handler0,1873255,10634378,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",750238,bed,4112817010,bed,4895767.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",20928410,21592046,"""False""","""""",,24558339,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2015-10-19 00:00:54.668216,47842.0,74.34358
2015-07-27 13:53:42.165308,slurm_normal,,main_w1_handler1,2388832,10006744,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",195217,bed,3992175507,bed,4288766.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20579228,20579115,"""False""","""""",,24304034,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2015-07-27 13:55:25.510934,66844.0,103.34562600000001
2014-11-23 00:57:29.138600,rodeo_normal,,main_w2_handler1,2067377,8230434,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",103766,bed,819871676,bed,2091703.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17041289,17651164,"""False""","""""",,17220585,error,toolshed.g2.bx.psu.edu/repos/aaronquinlan/bedtools/bedtools_coveragebed_counts/0.1.0,0.1.0,,2014-11-23 00:58:47.210585,41160.0,78.071985
