create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_target_bed,input_target_bed_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.options_type.__current_case__,parameters.options_type.min_coverage,parameters.options_type.options_type_selector,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.target_limit_type.__current_case__,parameters.target_limit_type.input_target_bed.values,parameters.target_limit_type.region_chromosome,parameters.target_limit_type.region_end,parameters.target_limit_type.region_start,parameters.target_limit_type.target_limit_type_selector,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,reference_source|input_bams_10|input_bam,reference_source|input_bams_10|input_bam_filetype,reference_source|input_bams_11|input_bam,reference_source|input_bams_11|input_bam_filetype,reference_source|input_bams_12|input_bam,reference_source|input_bams_12|input_bam_filetype,reference_source|input_bams_13|input_bam,reference_source|input_bams_13|input_bam_filetype,reference_source|input_bams_14|input_bam,reference_source|input_bams_14|input_bam_filetype,reference_source|input_bams_15|input_bam,reference_source|input_bams_15|input_bam_filetype,reference_source|input_bams_16|input_bam,reference_source|input_bams_16|input_bam_filetype,reference_source|input_bams_17|input_bam,reference_source|input_bams_17|input_bam_filetype,reference_source|input_bams_18|input_bam,reference_source|input_bams_18|input_bam_filetype,reference_source|input_bams_19|input_bam,reference_source|input_bams_19|input_bam_filetype,reference_source|input_bams_1|input_bam,reference_source|input_bams_1|input_bam_filetype,reference_source|input_bams_2|input_bam,reference_source|input_bams_2|input_bam_filetype,reference_source|input_bams_3|input_bam,reference_source|input_bams_3|input_bam_filetype,reference_source|input_bams_4|input_bam,reference_source|input_bams_4|input_bam_filetype,reference_source|input_bams_5|input_bam,reference_source|input_bams_5|input_bam_filetype,reference_source|input_bams_6|input_bam,reference_source|input_bams_6|input_bam_filetype,reference_source|input_bams_7|input_bam,reference_source|input_bams_7|input_bam_filetype,reference_source|input_bams_8|input_bam,reference_source|input_bams_8|input_bam_filetype,reference_source|input_bams_9|input_bam,reference_source|input_bams_9|input_bam_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-12-12 07:05:58.734693,slurm_normal,,main_w3_handler0,2922666,14546254,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,8728469.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",3,,naive,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 27580965}]}}]",,"[{'src': 'hda', 'id': 27533153}]",history,0,,,,,do_not_limit,631450572.0,fasta,8524648677.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34711402.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-12-12 23:28:05.643543,96538,58926.90885000001
2016-07-01 07:55:27.552691,slurm_normal,,main_w2_handler1,2754180,13303341,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,7505130.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",4,0,naive_w_filters,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5947db618bde1e8cd'}]}}]",hg38,,cached,0,,,,,do_not_limit,,,47450383.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31200388.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-07-01 08:00:40.678756,75824,313.12606500000004
2016-07-02 03:16:53.309290,slurm_normal,,main_w2_handler1,2755603,13311408,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,7513567.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",3,,naive,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b55982d6485c1b82eb'}]}}]",hg38,,cached,0,,,,,do_not_limit,,,5285327.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31200388.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-07-02 03:23:10.629671,75824,377.320381
2017-03-13 18:01:29.671330,slurm_normal,,main_w3_handler1,2994202,15284092,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,237769378.0,bed,9428165.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",3,,naive,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 28355756}]}}]",hg38,,cached,1,"[{'src': 'hda', 'id': 28740437}]",,,,limit_by_target_file,,,5284763529.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35898807.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-03-14 06:28:12.925737,68413,44803.254407
2016-04-12 10:37:39.632233,slurm_normal,,main_w1_handler1,2666676,12428999,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10718638.0,bam,,,6629266.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",3,,naive,0,"[{'__index__': 0, 'input_bam': 24269626}]",hg38,,cached,0,,,,,do_not_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29491852.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-04-12 11:25:43.487273,82142,2883.8550400000004
2017-05-17 08:23:54.974070,slurm_normal,,main_w3_handler1,3111290,15865353,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,9965572.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,0,naive_w_filters,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29628050}]}}]",,"[{'src': 'hda', 'id': 29601498}]",history,0,,,,,do_not_limit,9965.0,fasta,73381713.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37976173.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-05-17 08:31:55.689539,105842,480.71546900000004
2016-01-08 20:22:09.447820,slurm_normal,,main_w1_handler1,2551729,11425500,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3170508471.0,bam,,,5687970.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",3,,naive,0,"[{'__index__': 0, 'input_bam': 22800608}]",hg19,,cached,0,,,,,do_not_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26873728.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-01-08 21:03:11.871121,52987,2462.4233010000003
2016-12-26 13:51:33.125715,slurm_normal,,main_w4_handler1,2939684,14647610,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,8823845.roundup,slurm,,corral-repl,,"""66be2ef4cb7211e6a5f3005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",3,,naive,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 27745187}]}}]",,"[{'src': 'hda', 'id': 27745092}]",history,0,,,,,do_not_limit,13420.0,fasta,260941680.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-12-27 06:57:31.337508,50564,61558.211793
2016-04-12 09:48:25.752421,slurm_normal,,main_w2_handler0,2666676,12428185,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10718638.0,bam,,,6628739.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",3,,naive,0,"[{'__index__': 0, 'input_bam': 24269626}]",hg38,,cached,0,,,,,do_not_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29491852.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-04-12 10:35:33.897029,82142,2828.144608
2017-05-15 13:20:00.580965,slurm_normal,,main_w4_handler1,3111290,15838409,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,9939378.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,0,naive_w_filters,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 29601800}]}}]",,"[{'src': 'hda', 'id': 29601498}]",history,0,,,,,do_not_limit,9965.0,fasta,805660994.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37976173.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-05-15 13:28:54.178876,105842,533.5979110000001
2016-06-27 13:45:12.204554,slurm_normal,,main_w2_handler1,2747348,13267050,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,7455379.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/90.len""","""90""",4,5,naive_w_filters,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5e756ca47d13203df'}]}}, {'__index__': 1, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b500e612918b2262ab'}]}}, {'__index__': 2, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b59faf55a6fed4b91f'}]}}, {'__index__': 3, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5b22156261790d43c'}]}}, {'__index__': 4, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5e921637fb19152d2'}]}}, {'__index__': 5, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5ff72f5fab63d86d9'}]}}, {'__index__': 6, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5e7a15794f046aade'}]}}, {'__index__': 7, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b56c51fdcc0fb5d79e'}]}}, {'__index__': 8, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b57b55e7af4540b0e9'}]}}, {'__index__': 9, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b58a2c55253fc6fc14'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b590846753927bdd81'}]",history,0,,,,,do_not_limit,3314901.0,fasta,584415729.0,bam,,,,,,,,,,,,,,,,,,,,,889016627.0,bam,792611790.0,bam,1518484.0,bam,1162561998.0,bam,2273130547.0,bam,414803954.0,bam,684865285.0,bam,270911.0,bam,789505598.0,bam,,30920537.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-06-27 14:18:18.840379,57573,1986.635825
2016-07-28 19:41:38.066543,slurm_normal,,main_w2_handler0,2776599,13518499,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,7733928.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,simple,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5b5228e6fc44c5545'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b597a4575e05b14fb0'}]",history,0,,,,,do_not_limit,256886062.0,fasta,2485387454.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31676879.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-07-28 19:53:35.423993,63215,717.3574500000001
