conditions_0|samples,conditions_0|samples1,conditions_0|samples1_filetype,conditions_0|samples2,conditions_0|samples2_filetype,conditions_0|samples3,conditions_0|samples3_filetype,conditions_0|samples4,conditions_0|samples4_filetype,conditions_0|samples5,conditions_0|samples5_filetype,conditions_0|samples_filetype,conditions_10|samples,conditions_10|samples1,conditions_10|samples1_filetype,conditions_10|samples_filetype,conditions_11|samples,conditions_11|samples1,conditions_11|samples1_filetype,conditions_11|samples_filetype,conditions_1|samples,conditions_1|samples1,conditions_1|samples1_filetype,conditions_1|samples2,conditions_1|samples2_filetype,conditions_1|samples3,conditions_1|samples3_filetype,conditions_1|samples4,conditions_1|samples4_filetype,conditions_1|samples5,conditions_1|samples5_filetype,conditions_1|samples_filetype,conditions_2|samples,conditions_2|samples1,conditions_2|samples1_filetype,conditions_2|samples2,conditions_2|samples2_filetype,conditions_2|samples3,conditions_2|samples3_filetype,conditions_2|samples4,conditions_2|samples4_filetype,conditions_2|samples5,conditions_2|samples5_filetype,conditions_2|samples_filetype,conditions_3|samples,conditions_3|samples1,conditions_3|samples1_filetype,conditions_3|samples2,conditions_3|samples2_filetype,conditions_3|samples3,conditions_3|samples3_filetype,conditions_3|samples_filetype,conditions_4|samples,conditions_4|samples1,conditions_4|samples1_filetype,conditions_4|samples2,conditions_4|samples2_filetype,conditions_4|samples3,conditions_4|samples3_filetype,conditions_4|samples4,conditions_4|samples4_filetype,conditions_4|samples5,conditions_4|samples5_filetype,conditions_4|samples_filetype,conditions_5|samples,conditions_5|samples1,conditions_5|samples1_filetype,conditions_5|samples2,conditions_5|samples2_filetype,conditions_5|samples3,conditions_5|samples3_filetype,conditions_5|samples_filetype,conditions_6|samples,conditions_6|samples1,conditions_6|samples1_filetype,conditions_6|samples2,conditions_6|samples2_filetype,conditions_6|samples3,conditions_6|samples3_filetype,conditions_6|samples_filetype,conditions_7|samples,conditions_7|samples1,conditions_7|samples1_filetype,conditions_7|samples2,conditions_7|samples2_filetype,conditions_7|samples3,conditions_7|samples3_filetype,conditions_7|samples_filetype,conditions_8|samples,conditions_8|samples1,conditions_8|samples1_filetype,conditions_8|samples2,conditions_8|samples2_filetype,conditions_8|samples_filetype,conditions_9|samples,conditions_9|samples1,conditions_9|samples1_filetype,conditions_9|samples2,conditions_9|samples2_filetype,conditions_9|samples_filetype,create_time,destination_id,exit_code,gtf_input,gtf_input_filetype,handler,history_id,id,imported,in_type|conditions_0|samples,in_type|conditions_0|samples1,in_type|conditions_0|samples1_filetype,in_type|conditions_0|samples2,in_type|conditions_0|samples2_filetype,in_type|conditions_0|samples3,in_type|conditions_0|samples3_filetype,in_type|conditions_0|samples_filetype,in_type|conditions_10|samples,in_type|conditions_10|samples1,in_type|conditions_10|samples1_filetype,in_type|conditions_10|samples_filetype,in_type|conditions_11|samples,in_type|conditions_11|samples1,in_type|conditions_11|samples1_filetype,in_type|conditions_11|samples_filetype,in_type|conditions_12|samples,in_type|conditions_12|samples1,in_type|conditions_12|samples1_filetype,in_type|conditions_12|samples_filetype,in_type|conditions_13|samples,in_type|conditions_13|samples1,in_type|conditions_13|samples1_filetype,in_type|conditions_13|samples_filetype,in_type|conditions_14|samples,in_type|conditions_14|samples1,in_type|conditions_14|samples1_filetype,in_type|conditions_14|samples_filetype,in_type|conditions_15|samples,in_type|conditions_15|samples1,in_type|conditions_15|samples1_filetype,in_type|conditions_15|samples_filetype,in_type|conditions_16|samples,in_type|conditions_16|samples1,in_type|conditions_16|samples1_filetype,in_type|conditions_16|samples_filetype,in_type|conditions_17|samples,in_type|conditions_17|samples1,in_type|conditions_17|samples1_filetype,in_type|conditions_17|samples_filetype,in_type|conditions_18|samples,in_type|conditions_18|samples1,in_type|conditions_18|samples1_filetype,in_type|conditions_18|samples_filetype,in_type|conditions_19|samples,in_type|conditions_19|samples1,in_type|conditions_19|samples1_filetype,in_type|conditions_19|samples_filetype,in_type|conditions_1|samples,in_type|conditions_1|samples1,in_type|conditions_1|samples1_filetype,in_type|conditions_1|samples2,in_type|conditions_1|samples2_filetype,in_type|conditions_1|samples3,in_type|conditions_1|samples3_filetype,in_type|conditions_1|samples_filetype,in_type|conditions_20|samples,in_type|conditions_20|samples1,in_type|conditions_20|samples1_filetype,in_type|conditions_20|samples_filetype,in_type|conditions_21|samples,in_type|conditions_21|samples1,in_type|conditions_21|samples1_filetype,in_type|conditions_21|samples_filetype,in_type|conditions_22|samples,in_type|conditions_22|samples1,in_type|conditions_22|samples1_filetype,in_type|conditions_22|samples_filetype,in_type|conditions_23|samples,in_type|conditions_23|samples1,in_type|conditions_23|samples1_filetype,in_type|conditions_23|samples_filetype,in_type|conditions_24|samples,in_type|conditions_24|samples1,in_type|conditions_24|samples1_filetype,in_type|conditions_24|samples_filetype,in_type|conditions_25|samples,in_type|conditions_25|samples1,in_type|conditions_25|samples1_filetype,in_type|conditions_25|samples_filetype,in_type|conditions_26|samples,in_type|conditions_26|samples1,in_type|conditions_26|samples1_filetype,in_type|conditions_26|samples_filetype,in_type|conditions_27|samples,in_type|conditions_27|samples1,in_type|conditions_27|samples1_filetype,in_type|conditions_27|samples_filetype,in_type|conditions_2|samples,in_type|conditions_2|samples1,in_type|conditions_2|samples1_filetype,in_type|conditions_2|samples_filetype,in_type|conditions_3|samples,in_type|conditions_3|samples1,in_type|conditions_3|samples1_filetype,in_type|conditions_3|samples_filetype,in_type|conditions_4|samples,in_type|conditions_4|samples1,in_type|conditions_4|samples1_filetype,in_type|conditions_4|samples_filetype,in_type|conditions_5|samples,in_type|conditions_5|samples1,in_type|conditions_5|samples1_filetype,in_type|conditions_5|samples_filetype,in_type|conditions_6|samples,in_type|conditions_6|samples1,in_type|conditions_6|samples1_filetype,in_type|conditions_6|samples_filetype,in_type|conditions_7|samples,in_type|conditions_7|samples1,in_type|conditions_7|samples1_filetype,in_type|conditions_7|samples_filetype,in_type|conditions_8|samples,in_type|conditions_8|samples1,in_type|conditions_8|samples1_filetype,in_type|conditions_8|samples_filetype,in_type|conditions_9|samples,in_type|conditions_9|samples1,in_type|conditions_9|samples1_filetype,in_type|conditions_9|samples_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,mask_file,mask_file_filetype,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.additional.__current_case__,parameters.additional.frag_len_std_dev,parameters.additional.frag_mean_len,parameters.additional.sAdditional,parameters.advanced_settings.__current_case__,parameters.advanced_settings.hits_norm,parameters.advanced_settings.library_type,parameters.advanced_settings.mask_file,parameters.advanced_settings.max_bundle_frags,parameters.advanced_settings.max_mle_iterations,parameters.advanced_settings.min_reps_for_js_test,parameters.advanced_settings.num_frag_assign_draws,parameters.advanced_settings.num_frag_count_draws,parameters.advanced_settings.sAdvanced,parameters.advanced_settings.time_series,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.chromInfo,parameters.conditions_2|samples,parameters.conditions_3|samples,parameters.conditions_4|samples,parameters.conditions_5|samples,parameters.conditions_6|samples,parameters.conditions_7|samples,parameters.dbkey,parameters.dispersion_method,parameters.fdr,parameters.generate_sqlite,parameters.gtf_input,parameters.gtf_input.values,parameters.in_type.__current_case__,parameters.in_type.conditions,parameters.in_type.set_in_type,parameters.include_count_files,parameters.include_read_group_files,parameters.length_correction,parameters.library_norm_method,parameters.min_alignment_count,parameters.multiread_correct,parameters.omit_tabular_output,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
595892842.0,595892842.0,bam,737080177.0,bam,,,,,,,bam,,,,,,,,,717029307.0,717029307.0,bam,775729276.0,bam,,,,,,,bam,600136931.0,600136931.0,bam,1025463335.0,bam,,,,,,,bam,526397993.0,526397993.0,bam,265485603.0,bam,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-29 16:04:22.440477,slurm_multi_dynamic_walltime,,62308069,gtf,main_w2_handler2,1272682,10026879,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4308335,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/galaxy-repl/localdata/chrom/ce10.len""",,,,,,,"""ce10""","""pooled""","""0.05""","""False""",20613036,,0,"[{'__index__': 0, 'name': 'wt', 'samples': '20597258,20597538'}, {'__index__': 1, 'name': 'eri6', 'samples': '20598200,20598378'}, {'__index__': 2, 'name': 'adr1adr2', 'samples': '20599120,20602035'}, {'__index__': 3, 'name': 'adr1adr2eri6', 'samples': '20598473,20601838'}]",BAM,"""Yes""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,24071783,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-29 17:35:34.214060,30250,5471.773583
699279160.0,699279160.0,bam,765696823.0,bam,,,,,,,bam,,,,,,,,,446000837.0,446000837.0,bam,435950771.0,bam,,,,,,,bam,602781302.0,602781302.0,bam,557114256.0,bam,,,,,,,bam,430879705.0,430879705.0,bam,452252842.0,bam,,,bam,542228399.0,542228399.0,bam,568974090.0,bam,,,,,,,bam,489587951.0,489587951.0,bam,473773782.0,bam,,,bam,907978637.0,907978637.0,bam,582513453.0,bam,,,bam,434705205.0,434705205.0,bam,529879747.0,bam,,,bam,800962037.0,800962037.0,bam,924348063.0,bam,bam,447186786.0,447186786.0,bam,460412029.0,bam,bam,2015-08-07 15:12:22.724475,slurm_multi_dynamic_walltime,,63128901,gtf,main_w2_handler2,2403406,10078401,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4355862,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,0,Yes,0.0,ce10,cached,,"""/galaxy-repl/localdata/chrom/ce10.len""",,,,,,,"""ce10""","""per-condition""","""0.05""","""False""",20711989,,0,"[{'__index__': 0, 'name': 'WT fp', 'samples': '20711985,20711986'}, {'__index__': 1, 'name': 'WT tot', 'samples': '20712002,20712004'}, {'__index__': 2, 'name': 'qd213 fp', 'samples': '20711987,20711988'}, {'__index__': 3, 'name': 'qd213 tot', 'samples': '20712007,20712008'}, {'__index__': 4, 'name': 'gk126 fp', 'samples': '20711990,20711991'}, {'__index__': 5, 'name': 'gk126 tot', 'samples': '20712009,20712010'}, {'__index__': 6, 'name': 'daf16 fp', 'samples': '20712012,20712014'}, {'__index__': 7, 'name': 'daf16 tot', 'samples': '20711992,20711993'}, {'__index__': 8, 'name': 'daf16gk126 fp', 'samples': '20712015,20712016'}, {'__index__': 9, 'name': 'daf16gk126 tot', 'samples': '20711995,20711996'}]",BAM,"""No""","""No""","""""","""geometric""","""128""","""True""","""False""",,,,24397950,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-07 17:28:59.272979,32358,8196.548504
1482115499.0,1482115499.0,bam,,,,,,,,,bam,,,,,,,,,3147733527.0,3147733527.0,bam,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-09 20:59:25.012528,slurm_multi_dynamic_walltime,,1206203668,gtf,main_w2_handler2,2403953,10087646,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4363844,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,,,,,,"""hg38""","""pooled""","""0.05""","""False""",20726788,,0,"[{'__index__': 0, 'name': '1', 'samples': '20723677'}, {'__index__': 1, 'name': '2', 'samples': '20722045'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,24583007,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-09 21:54:41.511590,67547,3316.4990620000003
3589606410.0,3589606410.0,bam,,,,,,,,,bam,,,,,,,,,3955013540.0,3955013540.0,bam,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-24 20:27:13.371115,slurm_multi_dynamic_walltime,,1156061044,gtf,main_w2_handler2,2388832,10191674,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4460594,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,,,"""hg19""","""pooled""","""0.05""","""False""",20892610,,0,"[{'__index__': 0, 'name': 'NT', 'samples': '20577106'}, {'__index__': 1, 'name': 'CSA', 'samples': '20577151'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,24306347,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-24 22:25:02.107999,66844,7068.736884000001
995113689.0,995113689.0,bam,,,,,,,,,bam,1043316023.0,1043316023.0,bam,bam,1021111324.0,1021111324.0,bam,bam,875188812.0,875188812.0,bam,,,,,,,,,bam,898301864.0,898301864.0,bam,,,,,,,,,bam,972318991.0,972318991.0,bam,,,,,bam,988786311.0,988786311.0,bam,,,,,,,,,bam,1333504919.0,1333504919.0,bam,,,,,bam,883984087.0,883984087.0,bam,,,,,bam,1056503110.0,1056503110.0,bam,,,,,bam,1000356856.0,1000356856.0,bam,,,bam,937973887.0,937973887.0,bam,,,bam,2015-06-25 02:01:21.768647,slurm_multi_dynamic_walltime,,117820638,gtf,main_w2_handler2,2351271,9728527,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4035139,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,,,,,,"""mm9""","""pooled""","""0.05""","""False""",20125065,,0,"[{'__index__': 0, 'name': 'k4day0', 'samples': '20101196'}, {'__index__': 1, 'name': 'k4day2', 'samples': '20101201'}, {'__index__': 2, 'name': 'k4day7', 'samples': '20101207'}, {'__index__': 3, 'name': 'k6day0', 'samples': '20101213'}, {'__index__': 4, 'name': 'k6day2', 'samples': '20101220'}, {'__index__': 5, 'name': 'k6day7', 'samples': '20101228'}, {'__index__': 6, 'name': 'w1day0', 'samples': '20101235'}, {'__index__': 7, 'name': 'w1day2', 'samples': '20101241'}, {'__index__': 8, 'name': 'w1day7', 'samples': '20101246'}, {'__index__': 9, 'name': 'w2day0', 'samples': '20101251'}, {'__index__': 10, 'name': 'w2day2', 'samples': '20101257'}, {'__index__': 11, 'name': 'w2day7', 'samples': '20101280'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,23747711,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-25 02:29:00.033508,65111,1658.264861
3111054151.0,3111054151.0,bam,3866417462.0,bam,4252336933.0,bam,4307856477.0,bam,,,bam,,,,,,,,,4565023378.0,4565023378.0,bam,4913853119.0,bam,5180239660.0,bam,4983003591.0,bam,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-10-26 22:03:19.977154,slurm_multi_dynamic_walltime,,410006806,gtf,main_w2_handler2,2461352,10739957,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5000724,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,,,"""hg19""","""blind""","""0.05""","""False""",21759624,,0,"[{'__index__': 0, 'name': 'Normal', 'samples': '21572409,21572416,21735342,21735358'}, {'__index__': 1, 'name': 'LOAD', 'samples': '21605190,21654110,21666274,21719715'}]",BAM,"""Yes""","""Yes""","""""","""classic-fpkm""","""10""","""False""","""False""",,,,25591541,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-10-27 06:12:14.537580,58466,29334.560426000004
506194246.0,506194246.0,bam,532516044.0,bam,495138867.0,bam,,,,,bam,,,,,,,,,505153284.0,505153284.0,bam,506797107.0,bam,542012977.0,bam,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-10 20:54:47.266666,slurm_multi_dynamic_walltime,,35946424,gtf,main_w2_handler2,2371847,9835088,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4132580,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/galaxy-repl/localdata/chrom/ce10.len""",,,,,,,"""ce10""","""pooled""","""0.05""","""False""",20300895,,0,"[{'__index__': 0, 'name': 'EV+C', 'samples': '20299356,20299446,20299878'}, {'__index__': 1, 'name': 'EV+J', 'samples': '20299560,20299566,20299571'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,24005967,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-10 21:48:54.612288,65468,3247.3456220000003
506194246.0,506194246.0,bam,532516044.0,bam,495138867.0,bam,,,,,bam,,,,,,,,,505153284.0,505153284.0,bam,506797107.0,bam,542012977.0,bam,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-11 17:10:39.514719,slurm_multi_dynamic_walltime,,58274938,gtf,main_w2_handler2,2371847,9840089,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4136593,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/galaxy-repl/localdata/chrom/ce10.len""",,,,,,,"""ce10""","""pooled""","""0.05""","""False""",20299415,,0,"[{'__index__': 0, 'name': 'EV + C', 'samples': '20299356,20299446,20299878'}, {'__index__': 1, 'name': 'EV + J', 'samples': '20299560,20299566,20299571'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,24005967,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-11 17:29:40.744481,65468,1141.2297620000002
3830407220.0,3830407220.0,bam,2921393495.0,bam,4273126025.0,bam,,,,,bam,,,,,,,,,3983273523.0,3983273523.0,bam,3548298148.0,bam,3364194549.0,bam,,,,,bam,2253833963.0,2253833963.0,bam,3020969307.0,bam,4092137223.0,bam,,,,,bam,2528600199.0,2528600199.0,bam,2330446938.0,bam,3912561368.0,bam,bam,1930239284.0,1930239284.0,bam,3160475891.0,bam,2489997956.0,bam,2326692492.0,bam,2356085114.0,bam,bam,2496227050.0,2496227050.0,bam,3152817983.0,bam,3013591489.0,bam,bam,2981190790.0,2981190790.0,bam,2986520676.0,bam,811472842.0,bam,bam,2094863100.0,2094863100.0,bam,3544785192.0,bam,4196066035.0,bam,bam,,,,,,,,,,,,,2015-07-03 22:14:48.732499,slurm_multi_dynamic_walltime,,84219195,gtf,main_w2_handler2,2357007,9789198,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4090954,slurm,,,,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,,,,,,"""mm10""","""pooled""","""0.05""","""False""",20225836,,0,"[{'__index__': 0, 'name': 'Nonpeptidergic Nociceptors', 'samples': '20178380,20178385,20178390'}, {'__index__': 1, 'name': 'Peptidergic Nociceptors', 'samples': '20185604,20185609,20185614'}, {'__index__': 2, 'name': 'C-LTMR', 'samples': '20189581,20189586,20189592'}, {'__index__': 3, 'name': 'Adelta-LTMR', 'samples': '20191611,20191616,20191622'}, {'__index__': 4, 'name': 'Abeta-RA-LTMR', 'samples': '20191637,20191642,20191648,20191654,20191659'}, {'__index__': 5, 'name': 'Abeta-SAI', 'samples': '20191670,20191677,20191682'}, {'__index__': 6, 'name': 'Abeta-FR', 'samples': '20206758,20206772,20206780'}, {'__index__': 7, 'name': 'Proprioceptors', 'samples': '20220698,20220735,20220745'}]",BAM,"""No""","""Yes""","""""","""geometric""","""10""","""False""","""False""",,,,23974170,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-04 00:00:54.295096,65384,6365.562597
2027614616.0,2027614616.0,bam,1536628393.0,bam,1867519155.0,bam,,,,,bam,,,,,,,,,1506260551.0,1506260551.0,bam,1328555360.0,bam,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-23 10:14:31.549807,slurm_multi_dynamic_walltime,,84207474,gtf,main_w2_handler2,2365003,9951993,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4236960,slurm,,,,corral-repl,,0,no,,,0,,,No,,,,,,,,,,,,0,Yes,0.0,mm9,cached,,"""/galaxy-repl/localdata/chrom/mm9.len""",,,,,,,"""mm9""","""pooled""","""0.05""","""False""",20331740,,0,"[{'__index__': 0, 'name': 'control_B', 'samples': '20444752,20444757,20444763'}, {'__index__': 1, 'name': 'cont_kras_B', 'samples': '20444768,20444774'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",,,,24118349,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-23 11:17:10.373725,49002,3758.823918
505153284.0,505153284.0,bam,506797107.0,bam,542012977.0,bam,,,,,bam,,,,,,,,,521283121.0,521283121.0,bam,596546656.0,bam,598185052.0,bam,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-11 13:46:15.094012,slurm_multi_dynamic_walltime,,36012383,gtf,main_w2_handler2,2371847,9839469,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4135976,slurm,,,,corral-repl,,1,yes,slurm_multi,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,"""/galaxy-repl/localdata/chrom/ce10.len""",,,,,,,"""ce10""","""pooled""","""0.05""","""False""",20301354,,0,"[{'__index__': 0, 'name': 'EV + J', 'samples': '20299560,20299566,20299571'}, {'__index__': 1, 'name': 'DAF-16+J', 'samples': '20297923,20298949,20299346'}]",BAM,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",,,,24005967,error,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-11 14:41:56.876916,65468,3341.782904
