create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_10|input_bam,input_bams_10|input_bam_filetype,input_bams_11|input_bam,input_bams_11|input_bam_filetype,input_bams_12|input_bam,input_bams_12|input_bam_filetype,input_bams_13|input_bam,input_bams_13|input_bam_filetype,input_bams_14|input_bam,input_bams_14|input_bam_filetype,input_bams_15|input_bam,input_bams_15|input_bam_filetype,input_bams_16|input_bam,input_bams_16|input_bam_filetype,input_bams_17|input_bam,input_bams_17|input_bam_filetype,input_bams_18|input_bam,input_bams_18|input_bam_filetype,input_bams_19|input_bam,input_bams_19|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_20|input_bam,input_bams_20|input_bam_filetype,input_bams_21|input_bam,input_bams_21|input_bam_filetype,input_bams_22|input_bam,input_bams_22|input_bam_filetype,input_bams_23|input_bam,input_bams_23|input_bam_filetype,input_bams_24|input_bam,input_bams_24|input_bam_filetype,input_bams_25|input_bam,input_bams_25|input_bam_filetype,input_bams_26|input_bam,input_bams_26|input_bam_filetype,input_bams_27|input_bam,input_bams_27|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,input_bams_3|input_bam,input_bams_3|input_bam_filetype,input_bams_4|input_bam,input_bams_4|input_bam_filetype,input_bams_5|input_bam,input_bams_5|input_bam_filetype,input_bams_6|input_bam,input_bams_6|input_bam_filetype,input_bams_7|input_bam,input_bams_7|input_bam_filetype,input_bams_8|input_bam,input_bams_8|input_bam_filetype,input_bams_9|input_bam,input_bams_9|input_bam_filetype,input_target_bed,input_target_bed_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.options_type.O,parameters.options_type.__current_case__,parameters.options_type.algorithmic_features.__current_case__,parameters.options_type.algorithmic_features.algorithmic_features_selector,parameters.options_type.allele_scope.I,parameters.options_type.allele_scope.X,parameters.options_type.allele_scope.__current_case__,parameters.options_type.allele_scope.allele_scope_selector,parameters.options_type.allele_scope.haplotype_length,parameters.options_type.allele_scope.i,parameters.options_type.allele_scope.min_repeat_entropy,parameters.options_type.allele_scope.min_repeat_length,parameters.options_type.allele_scope.n,parameters.options_type.allele_scope.no_partial_observations,parameters.options_type.allele_scope.u,parameters.options_type.genotype_likelihoods.__current_case__,parameters.options_type.genotype_likelihoods.genotype_likelihoods_selector,parameters.options_type.input_filters.C,parameters.options_type.input_filters.F,parameters.options_type.input_filters.G,parameters.options_type.input_filters.R,parameters.options_type.input_filters.Y,parameters.options_type.input_filters.__current_case__,parameters.options_type.input_filters.e,parameters.options_type.input_filters.input_filters_selector,parameters.options_type.input_filters.m,parameters.options_type.input_filters.min_alternate_qsum,parameters.options_type.input_filters.min_coverage,parameters.options_type.input_filters.mismatch_filters.__current_case__,parameters.options_type.input_filters.mismatch_filters.mismatch_filters_selector,parameters.options_type.input_filters.q,parameters.options_type.input_filters.standard_filters,parameters.options_type.input_filters.use_duplicate_reads,parameters.options_type.min_coverage,parameters.options_type.optional_inputs.__current_case__,parameters.options_type.optional_inputs.optional_inputs_selector,parameters.options_type.options_type_selector,parameters.options_type.population_mappability_priors.__current_case__,parameters.options_type.population_mappability_priors.population_mappability_priors_selector,parameters.options_type.population_model.J,parameters.options_type.population_model.K,parameters.options_type.population_model.P,parameters.options_type.population_model.T,parameters.options_type.population_model.__current_case__,parameters.options_type.population_model.population_model_selector,parameters.options_type.reference_allele.__current_case__,parameters.options_type.reference_allele.reference_allele_selector,parameters.options_type.reporting.__current_case__,parameters.options_type.reporting.reporting_selector,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.target_limit_type.__current_case__,parameters.target_limit_type.input_target_bed,parameters.target_limit_type.target_limit_type_selector,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-06-19 18:54:23.601842,slurm_normal,,main_w2_handler1,2346796,9694782,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",465444419,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4003524.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naive,,,,,,,,,,,,,1,"[{'__index__': 0, 'input_bam': 20072767}]",20045101,history,0,,do_not_limit,5290.0,fasta,,23684832,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4,0.4,,2015-06-19 19:59:44.586314,65011.0,3920.984472
2015-11-16 08:12:05.224029,slurm_normal,,main_w2_handler1,2480626,10911908,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1330322093,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5165342.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"[{'__index__': 0, 'input_bam': 21988892}]",21674236,history,0,,do_not_limit,4708053.0,fasta,,25768884,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4,0.4,,2015-11-16 08:35:38.221175,42165.0,1412.9971460000002
2015-09-22 02:01:46.080519,slurm_normal,,main_w1_handler0,2433315,10378738,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2348702185,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4659832.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,naive_w_filters,,,,,,,,,,,,,1,"[{'__index__': 0, 'input_bam': 21167907}]",21167766,history,0,,do_not_limit,2789884177.0,fasta,,25233801,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4,0.4,,2015-09-22 03:39:18.833333,67748.0,5852.752814
2015-03-20 11:42:58.610110,rodeo_normal,,main_w1_handler0,2220229,8995681,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",462877735,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3255031.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,0,"[{'__index__': 0, 'input_bam': 18909915}]",hg38,cached,0,,do_not_limit,,,,21919698,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4,0.4,,2015-03-20 12:35:17.492524,60229.0,3138.882414
2015-09-07 20:25:00.947004,slurm_normal,,main_w1_handler2,2430741,10273720,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14992978,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4493036040.0,bed,4559880.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,0,"[{'__index__': 0, 'input_bam': 21032023}]",hg_g1k_v37,cached,1,21033624.0,limit_by_target_file,,,,25040054,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4,0.4,,2015-09-07 20:28:45.947988,68519.0,225.00098400000002
2015-08-28 19:33:37.532467,slurm_normal,,main_w1_handler1,2391699,10218933,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1220141685,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4488916.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,naive,,,,,,,,,,,,,0,"[{'__index__': 0, 'input_bam': 20903764}]",hg38,cached,0,,do_not_limit,,,,24350942,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4,0.4,,2015-08-29 05:26:21.635482,66992.0,35564.103015
2015-09-11 16:03:15.960811,slurm_normal,,main_w2_handler1,2433315,10303643,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4296717053,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4588355.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,naive_w_filters,,,,,,,,,,,,,1,"[{'__index__': 0, 'input_bam': 21078369}]",21065623,history,0,,do_not_limit,2789853949.0,fasta,,24676739,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4,0.4,,2015-09-11 17:25:10.716139,67748.0,4914.755328
2015-11-17 00:28:07.754329,slurm_normal,,main_w2_handler0,2508805,10919282,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",37376951,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5173151.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,naive_w_filters,,,,,,,,,,,,,1,"[{'__index__': 0, 'input_bam': 22027445}]",22025446,history,0,,do_not_limit,4694.0,fasta,,26305831,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4,0.4,,2015-11-17 03:15:31.290020,64695.0,10043.535691000001
2015-11-13 10:51:43.282132,slurm_normal,,main_w2_handler0,2504246,10892549,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3399923,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5145679.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",False,0.0,1.0,False,False,True,0.0,True,3,False,0,5,0,False,True,1.0,False,2,0.05,1,0,0,0.0,1000,True,1,0,30,1.0,False,0,False,False,,1.0,False,full,1.0,False,False,True,200,0.001,0.0,True,1.0,False,1.0,False,1,"[{'__index__': 0, 'input_bam': 21977990}]",21977723,history,0,,do_not_limit,232646.0,fasta,,26243118,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4,0.4,,2015-11-13 10:55:52.222618,73354.0,248.94048600000002
2015-09-11 16:03:16.568574,slurm_normal,,main_w1_handler0,2433315,10303644,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4256945782,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4588359.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,naive_w_filters,,,,,,,,,,,,,1,"[{'__index__': 0, 'input_bam': 21078370}]",21065625,history,0,,do_not_limit,13376.0,fasta,,24676739,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4,0.4,,2015-09-11 16:11:44.732751,67748.0,508.16417700000005
2015-04-03 19:29:23.835701,slurm_normal,,main_w2_handler0,2252572,9136310,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12214522440,bam,,,,,,,,,,,,,,,,,,,,,11727230121.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3419330.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,,,,,1,"[{'__index__': 0, 'input_bam': 19126448}, {'__index__': 1, 'input_bam': 19126445}]",19045697,history,0,,do_not_limit,72911062.0,fasta,,22090955,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4,0.4,,2015-04-03 19:47:49.844149,61618.0,1106.008448
