blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageTypeBins,parameters.advancedOpt.binSize,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.exonID,parameters.advancedOpt.maxThreshold,parameters.advancedOpt.metagene,parameters.advancedOpt.minThreshold,parameters.advancedOpt.missingDataAsZero,parameters.advancedOpt.scale,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.transcriptID,parameters.advancedOpt.transcript_id_designator,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.afterRegionStartLength,parameters.mode.beforeRegionStartLength,parameters.mode.mode_select,parameters.mode.nanAfterEnd,parameters.mode.referencePoint,parameters.mode.regionBodyLength,parameters.mode.regionStartLength.__current_case__,parameters.mode.regionStartLength.afterRegionStartLength,parameters.mode.regionStartLength.beforeRegionStartLength,parameters.mode.regionStartLength.regionStartLength_select,parameters.mode.regionStartLength.unscaled3prime,parameters.mode.regionStartLength.unscaled5prime,parameters.output.__current_case__,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.regionsFiles,parameters.scoreFileName.values,regionsFiles_0|regionsFile,regionsFiles_0|regionsFile_filetype,regionsFiles_1|regionsFile,regionsFiles_1|regionsFile_filetype,regionsFiles_2|regionsFile,regionsFiles_2|regionsFile_filetype,regionsFiles_3|regionsFile,regionsFiles_3|regionsFile_filetype,regionsFiles_4|regionsFile,regionsFiles_4|regionsFile_filetype,runner_name,scoreFileName,scoreFileName1,scoreFileName10,scoreFileName10_filetype,scoreFileName11,scoreFileName11_filetype,scoreFileName12,scoreFileName12_filetype,scoreFileName13,scoreFileName13_filetype,scoreFileName14,scoreFileName14_filetype,scoreFileName15,scoreFileName15_filetype,scoreFileName16,scoreFileName16_filetype,scoreFileName17,scoreFileName17_filetype,scoreFileName18,scoreFileName18_filetype,scoreFileName19,scoreFileName19_filetype,scoreFileName1_filetype,scoreFileName2,scoreFileName20,scoreFileName20_filetype,scoreFileName21,scoreFileName21_filetype,scoreFileName22,scoreFileName22_filetype,scoreFileName2_filetype,scoreFileName3,scoreFileName3_filetype,scoreFileName4,scoreFileName4_filetype,scoreFileName5,scoreFileName5_filetype,scoreFileName6,scoreFileName6_filetype,scoreFileName7,scoreFileName7_filetype,scoreFileName8,scoreFileName8_filetype,scoreFileName9,scoreFileName9_filetype,scoreFileName_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2017-03-21 03:02:06.339547,slurm_multi,,main_w3_handler2,3031565,15349303,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9495956,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,5000,1.0,5000,5000,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28851032}]}}]","[{'src': 'hda', 'id': 28827957}, {'src': 'hda', 'id': 28827964}, {'src': 'hda', 'id': 28827984}, {'src': 'hda', 'id': 28828004}, {'src': 'hda', 'id': 28828022}, {'src': 'hda', 'id': 28828039}, {'src': 'hda', 'id': 28828053}, {'src': 'hda', 'id': 28831795}]",24910497,bed,,,,,,,,,,229721858,229721858,,,,,,,,,,,,,,,,,,,,,bigwig,160217713.0,,,,,,,bigwig,232964184.0,bigwig,200603554.0,bigwig,186248392.0,bigwig,220788217.0,bigwig,181153062.0,bigwig,250692156.0,bigwig,,,bigwig,36625641,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-22 03:36:37.079629,102046,88470.740082
,,,,2016-12-21 15:29:27.268652,slurm_multi,,main_w4_handler2,2936523,14625669,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8802404,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27710022}]}}]","[{'src': 'hda', 'id': 27709919}]",1408744161,bed,,,,,,,,,,30076944,30076944,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,35000816,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-12-21 15:59:53.965247,66683,1826.6965950000001
,,,,2017-03-06 15:50:34.828742,slurm_multi,,main_w4_handler2,3020191,15220916,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9369793,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28639957}]}}]","[{'src': 'hda', 'id': 28639321}, {'src': 'hda', 'id': 28639322}, {'src': 'hda', 'id': 28639323}]",222357684,bed,,,,,,,,,,10856270,10856270,,,,,,,,,,,,,,,,,,,,,bigwig,65241243.0,,,,,,,bigwig,50546244.0,bigwig,,,,,,,,,,,,,bigwig,36456152,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-06 15:58:52.026269,90519,497.19752700000004
,,,,2017-03-10 16:44:23.286293,slurm_multi,,main_w3_handler2,2945003,15264582,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9412360,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28709656}]}}]","[{'src': 'hda', 'id': 28706184}]",2338219976,bed,,,,,,,,,,103646491,103646491,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,35165758,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-10 20:25:56.599562,97589,13293.313269
,,,,2016-12-13 17:47:12.819459,slurm_multi,,main_w3_handler2,2927562,14567095,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8746322,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,10000,10000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27618895}]}}]","[{'src': 'hda', 'id': 27618781}]",2024829905,bed,,,,,,,,,,299580858,299580858,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,34287625,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-12-13 18:27:31.108124,95101,2418.288665
,,,,2016-12-13 21:28:23.397227,reserved_multi,,main_w4_handler2,2929107,14568861,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8747931.roundup,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,,,scale-regions,,,3000,1.0,1000,1000,yes,0,0,1,true,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27621456}]}}]","[{'src': 'hda', 'id': 27621425}, {'src': 'hda', 'id': 27621426}, {'src': 'hda', 'id': 27621427}, {'src': 'hda', 'id': 27621428}, {'src': 'hda', 'id': 27621429}, {'src': 'hda', 'id': 27621430}, {'src': 'hda', 'id': 27621431}, {'src': 'hda', 'id': 27621433}, {'src': 'hda', 'id': 27621434}]",33598042,bed,,,,,,,,,,25077810,25077810,,,,,,,,,,,,,,,,,,,,,bigwig,21755806.0,,,,,,,bigwig,23191850.0,bigwig,26624331.0,bigwig,25901445.0,bigwig,28904135.0,bigwig,14508395.0,bigwig,17811147.0,bigwig,19000823.0,bigwig,bigwig,34652796,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-12-14 14:10:00.604843,5254,60097.20761600001
,,,,2016-12-13 18:02:22.772510,slurm_multi,,main_w3_handler2,2927562,14567260,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8746521,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,scale-regions,,,500,1.0,1000,10000,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27618895}]}}]","[{'src': 'hda', 'id': 27618781}]",2024829905,bed,,,,,,,,,,299580858,299580858,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,34287625,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-12-13 18:44:51.585906,95101,2548.813396
,,,,2017-09-18 15:01:19.549060,slurm_multi,,main_w3_handler2,2761047,16855946,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10923100,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,,scale-regions,,,4000,1.0,500,500,yes,0,0,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31291972}]}}]","[{'src': 'hda', 'id': 31196191}]",1065114108,bed,,,,,,,,,,141715812,141715812,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,38840856,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-09-18 16:00:06.208188,87138,3526.6591280000002
,,,,2017-03-11 00:47:06.023556,slurm_multi,,main_w3_handler2,2945003,15268037,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9413906,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28709377}]}}]","[{'src': 'hda', 'id': 28708636}]",3392942881,bed,,,,,,,,,,83582834,83582834,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,36545116,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-11 01:09:11.378611,97589,1325.355055
,,,,2017-03-06 16:34:53.468932,slurm_multi,,main_w4_handler2,3020191,15221455,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9370201,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28639957}]}}]","[{'src': 'hda', 'id': 28639321}, {'src': 'hda', 'id': 28639322}, {'src': 'hda', 'id': 28639323}]",222357684,bed,,,,,,,,,,10856270,10856270,,,,,,,,,,,,,,,,,,,,,bigwig,65241243.0,,,,,,,bigwig,50546244.0,bigwig,,,,,,,,,,,,,bigwig,36456152,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-06 16:39:53.927546,90519,300.458614
,,,,2017-01-19 14:10:28.164392,slurm_multi,,main_w3_handler2,1796147,14818807,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8980731,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27356293}]}}]","[{'src': 'hda', 'id': 28000142}, {'src': 'hda', 'id': 28000143}, {'src': 'hda', 'id': 28000145}, {'src': 'hda', 'id': 28000151}, {'src': 'hda', 'id': 28000153}, {'src': 'hda', 'id': 28000155}, {'src': 'hda', 'id': 28000157}, {'src': 'hda', 'id': 28000159}]",4041987061,bed,,,,,,,,,,21533215,21533215,,,,,,,,,,,,,,,,,,,,,bigwig,6085331.0,,,,,,,bigwig,16636246.0,bigwig,14873915.0,bigwig,10976916.0,bigwig,2400083.0,bigwig,3411828.0,bigwig,4680379.0,bigwig,,,bigwig,34309547,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-01-19 14:29:55.154703,35884,1166.990311
,,,,2016-11-18 21:07:21.548459,slurm_multi,,main_w4_handler2,2248935,14380954,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8586806,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,1000,1.0,1000,1000,yes,0,0,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5e551469ebffe63f6""}]}}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b598fe568283f285a9'}]",1691197465,bed,,,,,,,,,,158004950,158004950,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,33061579,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-11-18 22:35:33.299260,61447,5291.750801
,,,,2016-11-06 10:03:22.843594,slurm_multi,,main_w4_handler2,2763737,14263301,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8472786,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,5000,5000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5322358585ac37eec""}]}}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b51c537ba4d52d4f93'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5157d4a93f9d83331'}]",30420380,bed,,,,,,,,,,272105659,272105659,,,,,,,,,,,,,,,,,,,,,bigwig,274312741.0,,,,,,,bigwig,,,,,,,,,,,,,,,bigwig,33993975,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-11-06 22:23:27.283035,42951,44404.439441
,,,,2017-03-10 16:46:17.689830,slurm_multi,,main_w4_handler2,2945003,15264600,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9412885,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28709377}]}}]","[{'src': 'hda', 'id': 28708636}]",3392942881,bed,,,,,,,,,,83582834,83582834,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,35165758,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-10 21:57:11.592198,97589,18653.902368000003
,,,,2016-12-20 10:51:01.456494,slurm_multi,,main_w3_handler2,2931452,14614377,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8791052,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/rn4.len""","""rn4""",0,,,scale-regions,,,500,1.0,2000,2000,yes,0,0,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27693304}]}}]","[{'src': 'hda', 'id': 27693163}]",2286478711,bed,,,,,,,,,,255074434,255074434,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,34873677,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-12-20 11:31:33.866608,96957,2432.4101140000002
,,,,2017-03-10 06:49:40.006850,slurm_multi,,main_w4_handler2,2945003,15260393,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9407521,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28703998}]}}]","[{'src': 'hda', 'id': 28704195}]",664211548,bed,,,,,,,,,,4512149,4512149,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,35165758,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-10 10:18:19.265262,97589,12519.258412000001
,,,,2016-12-20 12:03:17.272895,slurm_multi,,main_w3_handler2,2931452,14614955,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8791445,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/rn4.len""","""rn4""",0,,,scale-regions,,,500,1.0,2000,2000,yes,0,0,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27693304}]}}]","[{'src': 'hda', 'id': 27693163}]",2286478711,bed,,,,,,,,,,255074434,255074434,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,34960211,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-12-20 12:21:12.606156,96957,1075.333261
