blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageTypeBins,parameters.advancedOpt.binSize,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.exonID,parameters.advancedOpt.maxThreshold,parameters.advancedOpt.metagene,parameters.advancedOpt.minThreshold,parameters.advancedOpt.missingDataAsZero,parameters.advancedOpt.scale,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.transcriptID,parameters.advancedOpt.transcript_id_designator,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.afterRegionStartLength,parameters.mode.beforeRegionStartLength,parameters.mode.mode_select,parameters.mode.nanAfterEnd,parameters.mode.referencePoint,parameters.mode.regionBodyLength,parameters.mode.regionStartLength.__current_case__,parameters.mode.regionStartLength.afterRegionStartLength,parameters.mode.regionStartLength.beforeRegionStartLength,parameters.mode.regionStartLength.regionStartLength_select,parameters.mode.regionStartLength.unscaled3prime,parameters.mode.regionStartLength.unscaled5prime,parameters.output.__current_case__,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.regionsFiles,parameters.scoreFileName.values,regionsFiles_0|regionsFile,regionsFiles_0|regionsFile_filetype,regionsFiles_1|regionsFile,regionsFiles_1|regionsFile_filetype,regionsFiles_2|regionsFile,regionsFiles_2|regionsFile_filetype,regionsFiles_3|regionsFile,regionsFiles_3|regionsFile_filetype,regionsFiles_4|regionsFile,regionsFiles_4|regionsFile_filetype,runner_name,scoreFileName,scoreFileName1,scoreFileName10,scoreFileName10_filetype,scoreFileName11,scoreFileName11_filetype,scoreFileName12,scoreFileName12_filetype,scoreFileName13,scoreFileName13_filetype,scoreFileName14,scoreFileName14_filetype,scoreFileName15,scoreFileName15_filetype,scoreFileName16,scoreFileName16_filetype,scoreFileName17,scoreFileName17_filetype,scoreFileName18,scoreFileName18_filetype,scoreFileName19,scoreFileName19_filetype,scoreFileName1_filetype,scoreFileName2,scoreFileName20,scoreFileName20_filetype,scoreFileName21,scoreFileName21_filetype,scoreFileName22,scoreFileName22_filetype,scoreFileName2_filetype,scoreFileName3,scoreFileName3_filetype,scoreFileName4,scoreFileName4_filetype,scoreFileName5,scoreFileName5_filetype,scoreFileName6,scoreFileName6_filetype,scoreFileName7,scoreFileName7_filetype,scoreFileName8,scoreFileName8_filetype,scoreFileName9,scoreFileName9_filetype,scoreFileName_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2016-12-13 19:26:29.157049,slurm_multi,,main_w4_handler2,2927562,14568039,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8747130,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,10000,10000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27618895}]}}]","[{'src': 'hda', 'id': 27618781}]",2024829905,bed,,,,,,,,,,299580858,299580858,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,34287625,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-12-13 19:51:53.398848,95101,1524.2417990000001
,,,,2017-01-04 10:35:55.001612,slurm_multi,,main_w4_handler2,2932103,14687743,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8857835,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,1000,1000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27808657}]}}]","[{'src': 'hda', 'id': 27683611}, {'src': 'hda', 'id': 27683612}, {'src': 'hda', 'id': 27683613}, {'src': 'hda', 'id': 27683614}, {'src': 'hda', 'id': 27683615}, {'src': 'hda', 'id': 27683616}]",119692170,bed,,,,,,,,,,65164528,65164528,,,,,,,,,,,,,,,,,,,,,bigwig,65729565.0,,,,,,,bigwig,63415333.0,bigwig,75881934.0,bigwig,75529979.0,bigwig,70803831.0,bigwig,,,,,,,bigwig,35188332,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-01-04 10:50:48.686327,96983,893.6847150000001
,,,,2017-03-10 06:49:39.426589,slurm_multi,,main_w4_handler2,2945003,15260392,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9407238,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28703997}]}}]","[{'src': 'hda', 'id': 28704195}]",928830577,bed,,,,,,,,,,4512149,4512149,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,35165758,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-10 09:42:08.546047,97589,10349.119458000001
,,,,2017-03-10 06:49:41.343422,slurm_multi,,main_w4_handler2,2945003,15260396,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9407901,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28704001}]}}]","[{'src': 'hda', 'id': 28704195}]",1176656088,bed,,,,,,,,,,4512149,4512149,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,35165758,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-10 11:15:56.296458,97589,15974.953036
,,,,2016-12-20 19:48:14.396727,slurm_multi,,main_w3_handler2,2920653,14618091,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8794813,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,10000,10000,reference-point,false,TSS,,,,,,,,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27519263}]}}]","[{'src': 'hda', 'id': 27698726}]",2716164753,bed,,,,,,,,,,232958460,232958460,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,34980642,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-12-20 20:06:46.726706,64824,1112.329979
,,,,2017-03-10 06:49:40.915820,slurm_multi,,main_w3_handler2,2945003,15260395,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9407580,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28704000}]}}]","[{'src': 'hda', 'id': 28704195}]",3293991706,bed,,,,,,,,,,4512149,4512149,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,35165758,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-10 10:36:33.199863,97589,13612.284043000001
,,,,2017-09-13 15:14:32.274343,slurm_multi,,main_w4_handler2,2761047,16807074,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10878898,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""",0,,,scale-regions,,,4000,1.0,500,500,yes,0,0,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31215844}]}}]","[{'src': 'hda', 'id': 31196191}, {'src': 'hda', 'id': 31196192}]",220984374,bed,,,,,,,,,,141715812,141715812,,,,,,,,,,,,,,,,,,,,,bigwig,170335320.0,,,,,,,bigwig,,,,,,,,,,,,,,,bigwig,38840856,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-09-13 20:08:20.841913,87138,17628.567570000003
,,,,2016-12-20 20:17:39.053362,slurm_multi,,main_w4_handler2,2920653,14618251,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8794951,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,5000,2000,reference-point,false,TSS,,,,,,,,1,true,true,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27519263}]}}]","[{'src': 'hda', 'id': 27698726}]",2716164753,bed,,,,,,,,,,232958460,232958460,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,34980642,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-12-20 20:38:20.438289,64824,1241.384927
,,,,2017-03-07 10:42:06.627284,slurm_multi,,main_w3_handler2,3001704,15228275,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9376618,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28651496}]}}]","[{'src': 'hda', 'id': 28651497}]",1193354209,bed,,,,,,,,,,149891977,149891977,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,36257808,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-07 11:10:51.329139,100455,1724.701855
,,,,2017-01-19 14:10:33.279002,slurm_multi,,main_w3_handler2,1796147,14818810,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8981464,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27356296}]}}]","[{'src': 'hda', 'id': 28000142}, {'src': 'hda', 'id': 28000143}, {'src': 'hda', 'id': 28000145}, {'src': 'hda', 'id': 28000151}, {'src': 'hda', 'id': 28000153}, {'src': 'hda', 'id': 28000155}, {'src': 'hda', 'id': 28000157}, {'src': 'hda', 'id': 28000159}]",2345699468,bed,,,,,,,,,,21533215,21533215,,,,,,,,,,,,,,,,,,,,,bigwig,6085331.0,,,,,,,bigwig,16636246.0,bigwig,14873915.0,bigwig,10976916.0,bigwig,2400083.0,bigwig,3411828.0,bigwig,4680379.0,bigwig,,,bigwig,34309547,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-01-19 15:01:43.690551,35884,3070.4115490000004
,,,,2017-03-10 16:24:29.200692,slurm_multi,,main_w4_handler2,2945003,15264429,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9411891,slurm,,corral-repl,,0,no,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 28709376}]}}]","[{'src': 'hda', 'id': 28708634}]",3296580507,bed,,,,,,,,,,94861390,94861390,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,35165758,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2017-03-10 19:14:14.621438,97589,10185.420746
,,,,2016-12-20 23:20:43.049443,slurm_multi,,main_w3_handler2,2920653,14619292,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8795975,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,3000,1000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 27519263}]}}]","[{'src': 'hda', 'id': 27698726}]",2716164753,bed,,,,,,,,,,232958460,232958460,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,bigwig,34985032,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.3.6.0,2.3.6.0,,2016-12-20 23:38:39.804714,64824,1076.755271
