chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.clipping_action,parameters.clipping_attribute,parameters.dbkey,parameters.include_non_pf_reads,parameters.include_non_primary_alignments,parameters.inputFile,parameters.interleave,parameters.output_per_rg,parameters.re_reverse,parameters.read1_max_bases_to_write,parameters.read1_trim,parameters.read2_max_bases_to_write,parameters.read2_trim,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-09-14 21:46:12.341606,slurm_normal_16gb,,main_w2_handler1,2210340,10318613,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",35482769548,bam,4603060.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""False""","""False""",20969153,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,25177833,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-09-14 23:35:00.092397,59804,6527.750791
,,2015-08-27 10:20:32.181378,slurm_normal_16gb,,main_w2_handler0,1936529,10209416,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2272690762,bam,4479283.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""False""","""False""",20919101,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,24388233,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-08-27 10:23:54.155615,49933,201.97423700000002
,,2015-12-27 17:35:55.860446,slurm_normal_16gb,,main_w1_handler1,2546084,11337326,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2362454583,bam,5613292.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""False""","""False""",22633085,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,26921387,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-12-27 17:42:10.050336,59445,374.18989000000005
,,2015-05-07 15:26:39.165899,slurm_normal_16gb,,main_w2_handler1,2296191,9423384,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2362650670,bam,3752378.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""False""","""False""",19614792,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,22911776,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-05-07 15:32:27.330455,63170,348.164556
2323288.0,len,2015-08-27 06:47:01.185373,slurm_normal_16gb,,main_w2_handler1,2413497,10208666,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2699051352,bam,4478512.roundup,slurm,,corral-repl,,"""/galaxy-repl/main/files/012/221/dataset_12221620.dat""","""null""","""null""","""?""","""False""","""False""",20908773,"""False""","""True""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,24389626,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-08-27 06:56:10.537729,67002,549.352356
,,2016-02-04 13:39:14.867453,slurm_normal_16gb,,main_w1_handler1,2588781,11710233,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15014434613,sam,5968158.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""False""","""False""",23185646,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,27469957,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2016-02-04 13:43:21.592556,38914,246.72510300000002
,,2015-12-30 10:09:20.078262,slurm_normal_16gb,,main_w1_handler1,2546084,11348431,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2362454583,bam,5621990.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""False""","""False""",22633085,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,26921387,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-12-30 10:14:22.070237,59445,301.991975
,,2015-06-10 15:12:56.606700,slurm_normal_16gb,,main_w1_handler2,2298791,9627550,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5781862888,bam,3938520.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""null""","""null""","""mm9""","""False""","""False""",19751933,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,23564055,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-06-10 15:50:45.959991,63298,2269.3532910000004
,,2015-09-03 02:49:33.751448,slurm_normal_16gb,,main_w1_handler0,2419453,10248833,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2001050864,sam,4535604.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""null""","""null""","""mm10""","""False""","""False""",20987537,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,24994049,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-09-03 02:58:09.892418,68199,516.14097
,,2015-09-03 02:53:23.583482,slurm_normal_16gb,,main_w1_handler0,2419453,10248837,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1922964032,sam,4535668.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""null""","""null""","""mm10""","""False""","""False""",20987487,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,24994049,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-09-03 03:06:18.312231,68199,774.728749
,,2015-12-27 17:38:48.650700,slurm_normal_16gb,,main_w2_handler1,2546084,11337336,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2362454583,bam,5613335.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""null""","""null""","""hg19""","""False""","""False""",22633085,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""SILENT""",,26921387,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2015-12-27 17:48:53.484143,59445,604.833443
,,2016-01-09 02:22:02.083514,slurm_normal_16gb,,main_w2_handler0,2467849,11429268,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2649353301,bam,5692930.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""False""","""False""",22786991,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,26714159,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2016-01-09 02:33:26.444458,69496,684.360944
,,2016-01-09 02:19:45.566049,slurm_normal_16gb,,main_w2_handler0,2467849,11429264,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3025151028,bam,5692895.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""null""","""null""","""?""","""False""","""False""",22755807,"""False""","""False""","""True""","""-1""","""0""","""-1""","""0""","""LENIENT""",,26714159,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.126.0,1.126.0,,2016-01-09 02:25:58.424978,69496,372.85892900000005
