bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles21,bamfiles21_filetype,bamfiles22,bamfiles22_filetype,bamfiles23,bamfiles23_filetype,bamfiles24,bamfiles24_filetype,bamfiles25,bamfiles25_filetype,bamfiles26,bamfiles26_filetype,bamfiles27,bamfiles27_filetype,bamfiles28,bamfiles28_filetype,bamfiles29,bamfiles29_filetype,bamfiles2_filetype,bamfiles3,bamfiles30,bamfiles30_filetype,bamfiles31,bamfiles31_filetype,bamfiles32,bamfiles32_filetype,bamfiles33,bamfiles33_filetype,bamfiles34,bamfiles34_filetype,bamfiles35,bamfiles35_filetype,bamfiles36,bamfiles36_filetype,bamfiles37,bamfiles37_filetype,bamfiles38,bamfiles38_filetype,bamfiles39,bamfiles39_filetype,bamfiles3_filetype,bamfiles4,bamfiles40,bamfiles40_filetype,bamfiles41,bamfiles41_filetype,bamfiles42,bamfiles42_filetype,bamfiles43,bamfiles43_filetype,bamfiles44,bamfiles44_filetype,bamfiles45,bamfiles45_filetype,bamfiles46,bamfiles46_filetype,bamfiles47,bamfiles47_filetype,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,multibam_conditional|multibam_repeats_0|bamfiles,multibam_conditional|multibam_repeats_0|bamfiles_filetype,multibam_conditional|multibam_repeats_1|bamfiles,multibam_conditional|multibam_repeats_1|bamfiles_filetype,multibam_conditional|multibam_repeats_2|bamfiles,multibam_conditional|multibam_repeats_2|bamfiles_filetype,multibam_conditional|multibam_repeats_3|bamfiles,multibam_conditional|multibam_repeats_3|bamfiles_filetype,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.binSize,parameters.mode.distanceBetweenBins,parameters.mode.modeOpt,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.values,parameters.multibam_conditional.multibam_repeats,parameters.multibam_conditional.orderMatters,parameters.outRawCounts,parameters.region,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
161765635.0,161765635.0,,,,,,,,,,,,,,,,,,,,,bam,6592096961.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2018-01-24 03:25:53.379720,slurm_multi,,main_w4_handler2,2568633,18140163,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12220125,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 33139941}, {'src': 'hda', 'id': 33473391}]",,No,"""false""","""""",,42600773,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2018-01-24 03:29:33.584230,76958,220.20451000000003
1972065149.0,1972065149.0,,,,,,,,,,,,,,,,,,,,,bam,2203590695.0,,,,,,,,,,,,,,,,,,,,,bam,1794820597.0,,,,,,,,,,,,,,,,,,,,,bam,1807911646.0,,,,,,,,,,,,,,,,,bam,2375573205.0,bam,2647017221.0,bam,2568415146.0,bam,2531902302.0,bam,,,bam,2017-09-30 16:02:54.574366,slurm_multi,,main_w4_handler2,3007919,16977821,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11045329.roundup,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 31481458}, {'src': 'hda', 'id': 31481459}, {'src': 'hda', 'id': 31481460}, {'src': 'hda', 'id': 31481461}, {'src': 'hda', 'id': 31481463}, {'src': 'hda', 'id': 31481464}, {'src': 'hda', 'id': 31481465}, {'src': 'hda', 'id': 31481466}]",,No,"""false""","""""",,40965740,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-09-30 16:37:01.106251,100786,2046.531885
1885921935.0,1885921935.0,,,,,,,,,,,,,,,,,,,,,bam,1948776791.0,,,,,,,,,,,,,,,,,,,,,bam,1797235198.0,,,,,,,,,,,,,,,,,,,,,bam,7509920419.0,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,bam,2018-03-08 10:55:01.296184,slurm_multi,,main_w4_handler2,2083417,18655578,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12752096,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 33725787}, {'src': 'hda', 'id': 33726353}, {'src': 'hda', 'id': 33726662}, {'src': 'hda', 'id': 34237606}]",,No,"""false""","""""",,43751526,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2018-03-08 12:09:54.910189,54189,4493.614005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-05-03 18:34:08.666719,slurm_multi,,main_w3_handler2,2339672,15738831,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9848390,slurm,,2687862807.0,bam,3655635414.0,bam,3342264144.0,bam,2192327719.0,bam,corral-repl,,0,no,,0,no,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,10000,0,bins,1,,"[{'__index__': 0, 'bamfiles': {'values': [{'src': 'hda', 'id': 29443503}]}}, {'__index__': 1, 'bamfiles': {'values': [{'src': 'hda', 'id': 29443096}]}}, {'__index__': 2, 'bamfiles': {'values': [{'src': 'hda', 'id': 29453461}]}}, {'__index__': 3, 'bamfiles': {'values': [{'src': 'hda', 'id': 29452414}]}}]",Yes,"""false""","""""",,37716563,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-05-03 18:39:50.612499,2621,341.94578
4250138943.0,4250138943.0,,,,,,,,,,,,,,,,,,,,,bam,4791420579.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2018-01-11 21:53:59.385095,slurm_multi,,main_w3_handler2,3352737,18007760,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12084989,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 32836836}, {'src': 'hda', 'id': 32839565}]",,No,"""true""","""""",,42450869,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2018-01-11 22:55:09.844173,68175,3670.4590780000003
4250138943.0,4250138943.0,,,,,,,,,,,,,,,,,,,,,bam,4791420579.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2018-01-12 00:49:51.374987,slurm_multi,,main_w3_handler2,3352737,18008877,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12086168,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 32836836}, {'src': 'hda', 'id': 32839565}]",,No,"""true""","""""",,42530277,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2018-01-12 01:39:48.478001,68175,2997.1030140000003
2570040097.0,2570040097.0,,,,,,,,,,,,,,,,,,,,,bam,1287617975.0,,,,,,,,,,,,,,,,,,,,,bam,1748715475.0,,,,,,,,,,,,,,,,,,,,,bam,1597771157.0,,,,,,,,,,,,,,,,,bam,1872085947.0,bam,,,,,,,,,bam,2017-06-15 03:46:01.914344,slurm_multi,,main_w4_handler2,2937813,16104969,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10188743,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 29934691}, {'src': 'hda', 'id': 29934692}, {'src': 'hda', 'id': 29934695}, {'src': 'hda', 'id': 29934698}, {'src': 'hda', 'id': 30027516}]",,No,"""false""","""""",,37747001,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-06-15 04:06:42.468253,96837,1240.553909
2570040097.0,2570040097.0,,,,,,,,,,,,,,,,,,,,,bam,1287617975.0,,,,,,,,,,,,,,,,,,,,,bam,1748715475.0,,,,,,,,,,,,,,,,,,,,,bam,1597771157.0,,,,,,,,,,,,,,,,,bam,1872085947.0,bam,2977177376.0,bam,,,,,,,bam,2017-06-15 02:49:48.009041,slurm_multi,,main_w3_handler2,2937813,16104607,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10188458,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 29934691}, {'src': 'hda', 'id': 29934692}, {'src': 'hda', 'id': 29934695}, {'src': 'hda', 'id': 29934698}, {'src': 'hda', 'id': 30027516}, {'src': 'hda', 'id': 30032431}]",,No,"""false""","""""",,37747001,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-06-15 03:11:06.706451,96837,1278.69741
4541405631.0,4541405631.0,,,,,,,,,,,,,,,,,,,,,bam,1052176186.0,,,,,,,,,,,,,,,,,,,,,bam,2484295427.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2018-02-25 19:50:03.795162,slurm_multi,,main_w3_handler2,2937813,18514192,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12610519,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 33942125}, {'src': 'hda', 'id': 33942796}, {'src': 'hda', 'id': 34041853}]",,No,"""false""","""""",,44154702,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2018-02-25 19:54:16.759509,96837,252.964347
8616269039.0,8616269039.0,,,,,,,,,,,,,,,,,,,,,bam,355656441.0,,,,,,,,,,,,,,,,,,,,,bam,7095433975.0,,,,,,,,,,,,,,,,,,,,,bam,6528772320.0,,,,,,,,,,,,,,,,,bam,406131201.0,bam,7270124038.0,bam,,,,,,,bam,2017-09-08 23:01:37.233142,slurm_multi,,main_w4_handler2,2944470,16776603,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10846216,slurm,,,,,,,,,,corral-repl,,0,no,,0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,10000,0,bins,0,"[{'src': 'hda', 'id': 31140134}, {'src': 'hda', 'id': 31140135}, {'src': 'hda', 'id': 31140136}, {'src': 'hda', 'id': 31140137}, {'src': 'hda', 'id': 31140138}, {'src': 'hda', 'id': 31140139}]",,No,"""false""","""""",,40108324,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.5.0.0,2.5.0.0,,2017-09-09 09:09:02.950739,97544,36445.717597
