create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_fastq1,input_fastq1_filetype,input_fastq2,input_fastq2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input_fastq1,parameters.input_fastq2,parameters.param_type.__current_case__,parameters.param_type.description,parameters.param_type.library_name,parameters.param_type.max_q,parameters.param_type.min_q,parameters.param_type.param_type_selector,parameters.param_type.platform,parameters.param_type.platform_unit,parameters.param_type.predicted_insert_size,parameters.param_type.run_date,parameters.param_type.sequencing_center,parameters.param_type.sort_order,parameters.read_group_name,parameters.sample_name,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-02-03 09:29:46.225795,rodeo_normal,,main_w1_handler0,2190293,8655205,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",53234108440,fastqsanger,,,2637081.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18393939,,1,,,93,0,advanced,,,,,,coordinate,"""A""","""unknown sample""",,20952159,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-03 22:54:58.057059,37892.0,48311.831264
2015-02-24 09:51:46.743082,rodeo_normal,,main_w1_handler1,2185516,8801320,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4052016656,fastqsanger,4052016656.0,fastqsanger,2894357.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18607337,18607337,0,,,,,basic,,,,,,,"""A""","""SRR868867""",,21273859,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-24 09:54:42.454155,59675.0,175.711073
2015-01-22 16:08:18.754781,rodeo_normal,,main_w2_handler0,2169286,8587572,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5729313609,fastqsanger,,,2535379.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18269729,,0,,,,,basic,,,,,,,"""A""","""K27ac""",,20017538,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-01-22 16:12:31.412308,56227.0,252.65752700000002
2015-06-15 22:33:57.242134,slurm_normal,,main_w2_handler0,2343328,9658314,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4077804706,fastqsanger,,,3968943.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20013568,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,23647866,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-06-15 22:36:55.436968,64864.0,178.19483400000001
2015-03-13 16:02:05.927008,rodeo_normal,,main_w2_handler1,2236630,8943771,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2339881848,fastqsanger,,,3158600.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18850187,,0,,,,,basic,,,,,,,"""A""","""wt""",,21778356,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-03-13 16:07:24.190534,48792.0,318.263526
2015-02-04 11:25:46.684730,rodeo_normal,,main_w2_handler0,2190293,8662428,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",53234108440,fastqsanger,,,2641567.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18393939,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,20996215,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-04 11:29:42.154465,37892.0,235.46973500000001
2015-11-19 18:14:39.390197,slurm_normal,,main_w1_handler0,2510104,10951515,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9193411544,fastqsanger,,,5210561.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22063059,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,26322854,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-11-19 18:17:18.300399,73648.0,158.910202
2015-02-24 11:46:02.363559,rodeo_normal,,main_w2_handler0,2185516,8802012,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3160738134,fastqsanger,3160738134.0,fastqsanger,2895716.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18607336,18607336,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,21273859,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-24 11:47:42.398750,59675.0,100.03519100000001
2015-02-03 03:56:42.298162,rodeo_normal,,main_w1_handler0,2168116,8654428,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6572405959,fastqsanger,7942371199.0,fastqsanger,2626332.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18188427,18170472,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,20399901,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-03 03:59:00.784364,54595.0,138.48620200000002
2015-02-07 04:54:11.260905,rodeo_normal,,main_w1_handler0,2194982,8679959,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3022104968,fastqsanger,,,2673643.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18437597,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,21074229,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-07 04:58:28.432854,59181.0,257.17194900000004
2015-09-06 12:56:52.028122,slurm_normal,,main_w1_handler1,2429620,10267050,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2626072414,fastqsanger,,,4553964.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21021885,,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,25039300,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-09-06 14:06:17.592188,52374.0,4165.564066
2015-02-03 14:58:34.108494,rodeo_normal,,main_w1_handler0,2168116,8656774,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6572405959,fastqsanger,7942371199.0,fastqsanger,2630855.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18188427,18170472,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,20399901,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-03 15:03:02.994272,54595.0,268.885778
2015-06-30 16:39:37.243847,slurm_normal,,main_w1_handler2,2208197,9769251,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2971983101,fastqsanger,,,4071612.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",20192469,,0,,,,,basic,,,,,,,"""c-input""","""c-ha""",,23358447,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-06-30 16:44:18.115898,51766.0,280.872051
2015-01-22 16:53:38.285586,rodeo_normal,,main_w1_handler0,2173536,8588048,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5754503102,fastqsanger,5754503102.0,fastqsanger,2536137.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18216751,18216752,1,,,93,0,advanced,,,,,,coordinate,"""A""","""unknown sample""",,20394139,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-01-22 16:58:41.975727,56853.0,303.69014100000004
2015-01-21 23:57:37.996075,rodeo_normal,,main_w2_handler1,2096625,8582734,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2024632953,fastqcssanger,1889150169.0,fastqcssanger,2527863.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18260823,18260869,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,20593518,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-01-22 00:00:08.279134,54898.0,150.283059
2015-06-22 12:04:32.384126,slurm_normal,,main_w1_handler2,2347795,9705426,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10059166276,fastqsanger,,,4013529.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20088620,,1,,,93,0,advanced,,,,,,coordinate,"""A""","""unknown sample""",,23701843,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-06-22 12:08:42.722532,61107.0,250.33840600000002
2015-08-20 00:13:21.469504,slurm_normal,,main_w1_handler2,2411908,10153560,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3187472294,fastqcssanger,,,4423577.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20826634,,0,,,,,basic,,,,,,,"""A""","""S1-S15""",,24736279,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-08-20 00:17:39.231202,67914.0,257.761698
2015-01-05 15:14:18.681570,rodeo_normal,,main_w1_handler1,2160999,8499595,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2659162161,fastqsanger,,,2416448.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",18131185,,0,,,,,basic,,,,,,,"""A""","""TTK199""",,20274085,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-01-05 15:16:33.661115,57793.0,134.979545
2015-11-19 03:05:41.423954,slurm_normal,,main_w2_handler1,2510104,10942577,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14547301092,fastqsanger,,,5199203.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22058270,,0,,,,,basic,,,,,,,"""A""","""Bichon_HG""",,26322854,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-11-19 03:08:57.729884,73648.0,196.30593000000002
2015-09-23 20:18:36.330617,slurm_normal,,main_w1_handler1,2447850,10399804,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4494303238,fastqsanger,4494303238.0,fastqsanger,4679111.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21213478,21213479,0,,,,,basic,,,,,,,"""A""","""20150709R1""",,25329095,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-09-23 20:24:19.240631,58677.0,342.91001400000005
2015-05-21 21:30:49.663156,slurm_normal,,main_w1_handler1,2304940,9514642,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11080780744,fastqsanger,11080780744.0,fastqsanger,3834827.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19757086,19758410,0,,,,,basic,,,,,,,"""B""","""Control""",,23229750,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-05-21 21:50:00.641540,63470.0,1150.978384
2015-02-05 16:42:08.463062,rodeo_normal,,main_w1_handler1,2195599,8670286,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6915968313,fastqsanger,6915968313.0,fastqsanger,2655513.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18415561,18415562,0,,,,,basic,,,,,,,"""A""","""707""",,21021942,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-05 16:46:36.745596,59220.0,268.282534
2015-02-23 15:04:46.234212,rodeo_normal,,main_w2_handler0,1788763,8792967,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4307585210,fastqsanger,,,2880652.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18611743,,0,,,,,basic,,,,,,,"""A""","""BARCODE 4""",,20292633,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-23 15:43:43.574387,37737.0,2337.3401750000003
2015-02-24 11:47:16.388324,rodeo_normal,,main_w1_handler1,2185516,8802019,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4052016656,fastqsanger,4052016656.0,fastqsanger,2895730.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18607337,18607337,0,,,,,basic,,,,,,,"""A""","""unknown sample""",,21273859,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.56.0,1.56.0,,2015-02-24 11:49:13.289836,59675.0,116.90151200000001
