create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.breaks,parameters.chromInfo,parameters.dbkey,parameters.density,parameters.frequency,parameters.input,parameters.input.values,parameters.numerical_column,parameters.numerical_column.__class__,parameters.numerical_column.value,parameters.title,parameters.xlab,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-27 11:51:49.690679,slurm_normal,,main_w3_handler1,2210340,17903111,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9414286384,bedgraph,11977659,slurm,,corral-repl,,"""0""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""true""","""false""",,"[{'src': 'hda', 'id': 33083328}]","""4""",,,"""""","""""",,42786511,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2017-12-27 11:59:10.672297,59804,440.981618
2015-03-20 13:28:11.146032,rodeo_normal,,main_w1_handler0,2243480,8996086,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1825367720,bedgraph,3255828.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",18932551,,"""2""",,,"""Histogram""","""V1""",,21921901,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2015-03-20 13:43:56.624972,61201,945.4789400000001
2018-02-12 14:36:57.733839,slurm_normal,,main_w3_handler0,3406563,18350680,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",219688043,tabular,12435425,slurm,,corral-repl,,"""50""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","""false""",,"[{'src': 'hda', 'id': 33808194}]","""1""",,,"""MAPQ Histogram""","""V1""",,43857027,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2018-02-12 14:47:50.736455,107284,653.002616
2017-06-29 11:53:02.174495,slurm_normal,,main_w3_handler0,3171397,16222113,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1435493494,bedgraph,10298234.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""true""","""false""",,"[{'src': 'hda', 'id': 30228320}]","""2""",,,"""Histogram""","""Chromosomes""",,38852192,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2017-06-29 12:14:47.674766,107044,1305.500271
2016-04-06 02:32:19.743022,slurm_normal,,main_w2_handler0,2548766,12350064,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1959802084,bedgraph,6554808.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""True""","""False""",22692971,,"""2""",,,"""Histogram""","""V1""",,27395168,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2016-04-06 02:40:46.194683,75839,506.45166100000006
2017-10-20 00:56:01.390138,slurm_normal,,main_w3_handler0,3293237,17150682,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8262048631,tabular,11208743,slurm,,corral-repl,,"""0""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","""false""",,"[{'src': 'hda', 'id': 31768373}]","""2""",,,"""Histogram""","""V1""",,41406712,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2017-10-20 01:05:48.039347,112668,586.649209
2015-01-08 21:40:59.522774,rodeo_normal,,main_w1_handler0,1854828,8518180,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1228012407,tabular,2438655.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""True""","""True""",18162601,,,UnvalidatedValue,2,"""Histogram""","""scaffold length""",,20344691,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2015-01-08 22:00:58.741817,35312,1199.219043
2016-01-21 00:16:54.212594,slurm_normal,,main_w2_handler0,2569063,11566698,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2493805882,tabular,5832624.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""","""False""","""False""",22947263,,"""2""",,,"""Histogram""","""V1""",,27519316,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2016-01-21 00:35:41.565872,9209,1127.353278
2016-04-26 14:43:26.714976,slurm_normal,,main_w1_handler2,2683977,12623793,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5382819895,bedgraph,6827193.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586abe0eb53b6cc27'}]","""4""",,,"""Histogram""","""V1""",,29691069,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2016-04-26 14:57:00.352037,75069,813.637061
2016-07-06 08:00:50.779011,slurm_normal,,main_w1_handler1,2757679,13341773,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",24791774346,sam,7550368.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""true""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56e341caff22fd462'}]","""9""",,,"""Histogram""","""V1""",,31197171,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2016-07-06 08:13:24.211381,81721,753.43237
2015-01-22 09:30:07.276349,rodeo_normal,,main_w1_handler1,1872171,8584937,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2241253716,wig,2530915.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",17850282,,"""1""",,,"""Histogram""","""V1""",,19882713,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2015-01-22 09:36:07.862642,42226,360.586293
2018-02-12 14:15:38.598133,slurm_normal,,main_w3_handler1,3406563,18350353,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",219688043,tabular,12435046,slurm,,corral-repl,,"""40""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","""false""",,"[{'src': 'hda', 'id': 33808194}]","""1""",,,"""Histogram""","""V1""",,43857027,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2018-02-12 14:26:51.356592,107284,672.758459
2017-10-19 16:04:03.861844,slurm_normal,,main_w4_handler0,3291806,17146615,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5911490825,tabular,11204303,slurm,,corral-repl,,"""0""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","""false""",,"[{'src': 'hda', 'id': 31760814}]","""2""",,,"""Histogram""","""V1""",,41009097,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2017-10-19 16:13:10.044021,112630,546.182177
2017-02-27 21:37:40.795237,slurm_normal,,main_w3_handler1,3005372,15159568,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3766925325,bed,9311176.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""","""false""",,"[{'src': 'hda', 'id': 28464020}]","""6""",,,"""Histogram""","""V1""",,36153901,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2017-02-27 21:52:01.528211,43474,860.732974
2017-06-29 11:53:01.853909,slurm_normal,,main_w4_handler1,3171397,16222112,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1190514499,bedgraph,10298233.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""true""","""false""",,"[{'src': 'hda', 'id': 30228319}]","""2""",,,"""Histogram""","""Chromosomes""",,38852192,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2017-06-29 12:10:29.825534,107044,1047.9716250000001
2017-09-10 22:07:29.651807,slurm_normal,,main_w3_handler0,3245901,16783351,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",713046765,tabular,10851697.roundup,slurm,,corral-repl,,"""0""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""true""",,"[{'src': 'hda', 'id': 31172048}]","""2""",,,"""parma small RNA read length distribution""","""read length""",,40373465,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2017-09-10 22:14:14.937502,47006,405.28569500000003
2017-06-29 20:30:48.786977,slurm_normal,,main_w3_handler1,3171397,16226070,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1435493494,bedgraph,10302056.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""true""","""false""",,"[{'src': 'hda', 'id': 30228320}]","""2""",,,"""Histogram""","""V1""",,38852192,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2017-06-29 21:07:21.786606,107044,2192.999629
2017-10-20 00:29:34.328181,slurm_normal,,main_w3_handler0,3293237,17150592,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8262048631,tabular,11208611,slurm,,corral-repl,,"""0""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","""false""",,"[{'src': 'hda', 'id': 31768374}]","""2""",,,"""Histogram""","""V1""",,41406712,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2017-10-20 00:39:10.115465,112668,575.787284
2016-07-28 10:58:54.570447,slurm_normal,,main_w1_handler1,2778239,13514401,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10460605191,tabular,7729749.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b3aa2f499a8680d1'}]","""5""",,,"""Histogram""","""V1""",,31361323,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2016-07-28 11:09:25.867242,32945,631.2967950000001
2016-04-26 14:43:27.774127,slurm_normal,,main_w1_handler1,2683977,12623794,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1700990657,bedgraph,6827192.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b56b60c5951d857b'}]","""4""",,,"""Histogram""","""V1""",,29691069,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2016-04-26 14:59:26.314429,75069,958.5403020000001
2015-10-03 05:15:06.991793,slurm_normal,,main_w2_handler1,2459273,10494149,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",44504807025,tabular,4770041.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""True""","""False""",21380494,,"""2""",,,"""Histogram""","""V1""",,25361855,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2015-10-03 05:24:29.561784,70029,562.5699910000001
2016-07-06 06:49:42.167878,slurm_normal,,main_w1_handler1,2728952,13341441,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",20433955839,sam,7549992.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""true""","""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5468ee575ea5cb23a'}]","""9""",,,"""Histogram""","""V1""",,31197171,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2016-07-06 07:05:38.118121,81721,955.9502430000001
2016-12-21 17:21:46.548266,slurm_normal,,main_w4_handler1,2908491,14626676,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5326022422,bedgraph,8803242.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""true""","""false""",,"[{'src': 'hda', 'id': 27580804}]","""4""",,,"""Histogram""","""V1""",,34472099,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2016-12-21 17:31:36.178154,93923,589.629888
2016-01-25 22:22:29.124529,slurm_normal,,main_w1_handler1,2569063,11601154,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8452834150,tabular,5865914.roundup,slurm,,corral-repl,,"""0""","""/galaxy-repl/localdata/chrom/hg19Patch10.len""","""hg19Patch10""","""False""","""False""",23029764,,"""7""",,,"""Histogram""","""V1""",,27393077,error,toolshed.g2.bx.psu.edu/repos/devteam/histogram/histogram_rpy/1.0.3,1.0.3,,2016-01-25 22:35:17.783885,9209,768.659356
