create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.max_diff_rate,parameters.max_group_ratio,parameters.min_identical_bases,parameters.min_mean_quality,parameters.optical_duplicate_pixel_distance,parameters.read_name_regex,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-01-11 14:47:34.994290,slurm_normal_16gb,,main_w1_handler0,2501672,11460378,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9143689435,bam,5724677.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22804096,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,26141755,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2016-01-11 15:09:24.772471,52107,1309.7781810000001
2016-01-14 11:20:42.258481,slurm_normal_16gb,,main_w1_handler1,2559949,11501165,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",22340126999,bam,5769235.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22877884,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,27298838,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2016-01-14 11:28:51.022024,46373,488.763543
2015-04-11 14:18:32.695300,slurm_normal_16gb,,main_w1_handler0,2156545,9201582,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4492530883,bam,3484076.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",18049273,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,21473342,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-04-11 14:26:30.135973,15202,477.440673
2016-01-07 22:43:53.520418,slurm_normal_16gb,,main_w2_handler1,2501672,11411442,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6455294701,bam,5677091.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22783352,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,26141755,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2016-01-07 23:43:14.427068,52107,3560.9066500000004
2015-03-03 01:36:12.740832,rodeo_normal,,main_w2_handler0,427993,8846169,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2342322750,bam,2978559.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18702099,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,21540956,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-03-03 01:38:52.675128,6725,159.93429600000002
2015-06-30 13:02:57.725363,slurm_normal_16gb,,main_w2_handler0,2348784,9766761,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4898931823,bam,4069541.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20067977,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,23904601,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-06-30 13:12:51.001351,64800,593.275988
2015-09-04 04:37:16.202220,slurm_normal_16gb,,main_w1_handler0,2428060,10256207,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5704458160,bam,4543461.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",21003101,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,25009554,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-09-04 04:42:33.379604,47873,317.177384
2016-01-11 21:08:27.054656,slurm_normal_16gb,,main_w1_handler2,2501672,11465054,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4165024852,bam,5730621.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22849399,"""0.03""","""500""","""20""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,26141755,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2016-01-11 21:30:57.362545,52107,1350.3078890000002
2015-09-30 19:57:44.126858,slurm_normal_16gb,,main_w2_handler1,2366376,10473547,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8414514073,bam,4749862.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",20338966,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,24031873,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-09-30 20:06:25.925842,39842,521.798984
2016-01-11 21:32:16.880624,slurm_normal_16gb,,main_w1_handler2,2501672,11465169,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4165024852,bam,5730668.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22849399,"""0.03""","""500""","""40""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,26141755,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2016-01-11 21:37:13.198872,52107,296.31824800000004
2015-04-09 21:02:45.062061,slurm_normal_16gb,,main_w1_handler0,2255891,9185953,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9222318022,bam,3467196.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19162841,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,22230755,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-04-09 21:19:49.065037,61782,1024.002976
2016-01-13 04:11:23.820837,slurm_normal_16gb,,main_w1_handler2,2559949,11487323,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21587903681,bam,5750405.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22864667,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,27298838,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2016-01-13 04:18:41.418257,46373,437.59742
2015-04-09 21:02:44.171369,slurm_normal_16gb,,main_w2_handler0,2255891,9185952,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11878695739,bam,3467127.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19162830,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,22230755,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-04-09 21:15:20.242354,61782,756.0709850000001
2016-01-13 19:41:57.585941,slurm_normal_16gb,,main_w2_handler1,2501672,11494395,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6482772868,bam,5760805.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22804102,"""0.03""","""500""","""50""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,26141755,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2016-01-13 19:58:58.850736,52107,1021.264795
2015-09-30 19:00:55.205312,slurm_normal_16gb,,main_w2_handler1,2366376,10473144,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9021374147,bam,4749536.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",20335601,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,24031873,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-09-30 19:14:39.683814,39842,824.478502
2016-01-14 15:56:50.988093,slurm_normal_16gb,,main_w1_handler0,2557343,11505718,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8030812934,bam,5771957.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22784020,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,27245570,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2016-01-14 16:05:17.124821,76262,506.136728
2016-01-12 16:09:35.644002,slurm_normal_16gb,,main_w1_handler1,2501672,11479007,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4986259261,bam,5741930.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22866395,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,26141755,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2016-01-12 16:23:01.125700,52107,805.481698
2015-09-30 19:00:57.837007,slurm_normal_16gb,,main_w1_handler2,2366376,10473146,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5034753397,bam,4749460.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",20338968,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,24031873,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-09-30 19:07:12.088225,39842,374.25121800000005
2015-05-22 14:59:21.838018,slurm_normal_16gb,,main_w1_handler1,2310424,9519894,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11971093433,bam,3840265.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",19740995,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,23223219,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-22 15:18:05.506677,58875,1123.6686590000002
2016-01-13 04:49:04.546186,slurm_normal_16gb,,main_w2_handler1,2559949,11487437,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21587903681,bam,5751139.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22864667,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,27298838,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2016-01-13 04:58:13.051647,46373,548.5054610000001
2015-09-15 12:15:39.991357,slurm_normal_16gb,,main_w2_handler0,1952756,10322953,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8367866475,bam,4606919.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21092280,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,24404712,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-09-15 12:20:31.447015,50258,291.455658
2015-09-30 19:00:56.515344,slurm_normal_16gb,,main_w2_handler0,2366376,10473145,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8414514073,bam,4749459.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",20338966,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",,24031873,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-09-30 19:08:55.768412,39842,479.25306800000004
