create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.begin_col,parameters.chromInfo,parameters.dbkey,parameters.end_col,parameters.ignore_empty_end_cols,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-12-01 18:09:22.547236,slurm_normal,,main_w1_handler2,2523497,11055607,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",701693202,bedgraph,1599859351,bedgraph,5309785.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""False""",22238525,,22238586,,,26517489,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-12-01 18:11:10.842812,74445,108.29557600000001
2015-01-04 08:02:14.895073,rodeo_normal,,main_w1_handler1,2161426,8496062,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5559970560,fastqsanger,12176586302,sam,2411999.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",,"""False""",18125135,,18125216,,,20271581,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-01-04 08:04:01.747852,51343,106.85277900000001
2015-12-01 18:40:05.018759,slurm_normal,,main_w2_handler0,2523497,11056130,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",701693202,bedgraph,1599859351,bedgraph,5310327.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""False""",22238525,,22238586,,,26517489,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-12-01 18:42:32.341172,74445,147.322413
2016-06-08 22:12:50.718419,slurm_normal,,main_w1_handler1,2619761,13114664,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4686210928,sam,4488611943,sam,7299418.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"""false""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b591888315efbd31c3'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f5a081b11f635602'}]",,30612275,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2016-06-08 22:16:17.026289,79746,206.30787
2015-01-24 05:04:30.968583,rodeo_normal,,main_w1_handler0,2165299,8597648,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1261692667,tabular,1456404096,tabular,2551237.roundup,slurm,,corral-repl,,,"""None""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""None""","""False""",18284539,,18284501,,,20271581,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-01-24 05:05:50.987962,51343,80.019379
2015-04-24 07:24:31.328254,slurm_normal,,main_w1_handler0,2279727,9318659,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",185124740296,vcf,4286119936,vcf,3651405.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",19434742,,19446249,,,22639624,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-04-24 07:27:05.423509,61465,154.095255
2015-06-15 03:00:30.429351,slurm_normal,,main_w2_handler1,2328080,9652175,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12056022273,sam,19680499924,sam,3963136.roundup,slurm,,corral-repl,,,"""None""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""None""","""False""",20005465,,20005194,,,23524406,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-06-15 03:01:53.833705,64383,83.40435400000001
2015-10-25 03:36:27.959505,slurm_normal,,main_w1_handler1,2482995,10720392,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29556705378,fastqsanger,8913206456,fastqsanger,4982492.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",21710703,,21708369,,,25867872,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-10-25 04:00:08.470327,70516,1420.5108220000002
2015-03-17 06:11:48.604604,rodeo_normal,,main_w2_handler1,2179652,8963793,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5485719763,sam,5568880,bai,3195582.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"""False""",18813238,,18879008,,,20581033,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-03-17 06:13:21.084576,58541,92.479972
2015-07-16 21:41:33.540000,slurm_normal,,main_w1_handler2,2372236,9887980,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9326134826,fastq,8773998298,fastq,4176863.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",20339237,,20339706,,,24154705,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-07-16 21:49:29.699027,65975,476.15902700000004
2017-11-09 08:33:34.929840,slurm_normal,,main_w4_handler1,3292703,17392977,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5351702394,fastqsanger,5235577644,fastqsanger,11454779,slurm,,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""false""",,"[{'src': 'hda', 'id': 32152238}]",,"[{'src': 'hda', 'id': 32152359}]",,41395779,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2017-11-09 08:36:25.454119,75576,170.524279
2014-12-05 19:30:49.054929,rodeo_normal,,main_w1_handler0,2139780,8337926,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1643209213,sam,1247460613,sam,2219612.roundup,slurm,,corral-repl,,"""35a969ea7cb511e4a61d005056a52a46""",,"""/galaxy-repl/localdata/chrom/ce6.len""","""ce6""",,"""True""",17818231,,17818628,,,17728483,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2014-12-05 19:48:44.611850,44863,1075.556921
2016-03-26 00:01:26.267736,slurm_normal,,main_w2_handler0,2642857,12255942,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7830439583,tabular,263988,tabular,6467035.roundup,slurm,,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""False""",24022047,,24022251,,,27174502,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2016-03-26 00:04:34.816191,52613,188.54845500000002
2015-05-27 12:39:02.823023,slurm_normal,,main_w2_handler1,2248947,9544206,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7107267240,bed,5732463434,bed,3858145.roundup,slurm,,corral-repl,,,"""None""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""None""","""False""",19827953,,19827952,,,23275466,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-05-27 12:52:54.899087,57381,832.0760640000001
2015-05-04 09:32:06.129465,slurm_normal,,main_w1_handler1,2292605,9386421,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8418912459,tabular,25713222,tabular,3720165.roundup,slurm,,corral-repl,,"""69b7e936f24011e4a57d005056a52a46""",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""False""",19556909,,19556910,,,22804683,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-05-04 10:15:32.573874,61465,2606.444409
2016-03-29 21:40:30.617248,slurm_normal,,main_w1_handler0,2650025,12278324,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5219974516,tabular,98802,tabular,6486437.roundup,slurm,,corral-repl,,,"""1""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""12""","""False""",24046273,,24052044,,,27174502,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2016-03-29 21:51:19.668971,52613,649.051723
2015-01-24 04:25:54.423399,rodeo_normal,,main_w2_handler0,2165299,8597601,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2313383828,fasta,1471642867,fasta,2551145.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""False""",18137423,,18278078,,,20271581,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-01-24 04:27:27.813908,51343,93.39050900000001
2017-01-30 22:24:46.144477,slurm_normal,,main_w4_handler1,2974870,14909596,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3696494482,fastqsanger,2871682583,fastqsanger,9065722.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""false""",,"[{'src': 'hda', 'id': 28143959}]",,"[{'src': 'hda', 'id': 28145089}]",,35692916,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2017-01-30 22:37:47.528573,33225,781.384096
2017-11-20 05:57:45.487243,slurm_normal,,main_w3_handler1,2949679,17513239,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",24228258254,pileup,274464834,pileup,11573089,slurm,,corral-repl,,,"""1""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""4""","""false""",,"[{'src': 'hda', 'id': 32392608}]",,"[{'src': 'hda', 'id': 32392609}]",,42060945,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2017-11-20 06:02:51.289138,97753,305.801895
2017-11-08 15:09:55.422369,slurm_normal,,main_w4_handler0,3292703,17381480,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5351702394,fastqsanger,5235577644,fastqsanger,11443267,slurm,,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"""false""",,"[{'src': 'hda', 'id': 32152238}]",,"[{'src': 'hda', 'id': 32152359}]",,41395779,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2017-11-08 15:13:13.067120,75576,197.644751
2015-01-23 10:36:31.704675,rodeo_normal,,main_w2_handler1,2165299,8593085,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2313383828,fasta,1244395071,fasta,2543953.roundup,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""False""",18137423,,18277917,,,20271581,error,toolshed.g2.bx.psu.edu/repos/devteam/subtract_query/subtract_query1/0.1,0.1,,2015-01-23 10:38:28.919378,51343,117.21470300000001
