create_time,destination_id,exit_code,fastq,fastq2,fastq2_filetype,fastq_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allow_and_ignore_empty_lines,parameters.chromInfo,parameters.comment,parameters.dbkey,parameters.description,parameters.input_type.__current_case__,parameters.input_type.fastq,parameters.input_type.fastq2,parameters.input_type.input_type_selector,parameters.library_name,parameters.max_q,parameters.min_q,parameters.platform,parameters.platform_unit,parameters.predicted_insert_size,parameters.quality_format,parameters.read_group_name,parameters.run_date,parameters.sample_name,parameters.sequencing_center,parameters.strip_unpairied_mate_number,parameters.validation_stringency,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-11-18 04:18:52.516305,slurm_normal,,14492147591,,,fastqsanger,main_w1_handler0,2510104,10930530,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5185611.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22041980,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,26322854,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-18 04:24:09.756630,73648.0,317.24032500000004
2015-06-15 22:23:27.105212,slurm_normal,,4077804706,,,fastqsanger,main_w1_handler1,2343328,9658291,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3968922.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20013568,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,23647866,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-06-15 22:25:58.348159,64864.0,151.24294700000002
2015-05-07 15:40:33.234720,slurm_normal,,8485544796,,,fastq,main_w1_handler1,2296191,9423488,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3752473.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,19614846,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,22911776,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-05-07 15:44:58.058755,63170.0,264.82403500000004
2016-01-23 19:56:32.691291,slurm_normal,,5078236028,,,fastq,main_w2_handler0,2575580,11586927,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5852429.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,23017490,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,27683586,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2016-01-23 20:00:31.225085,77335.0,238.53379400000003
2015-12-08 20:21:25.691427,slurm_normal,,11325641087,11325641087.0,fastq,fastq,main_w2_handler0,2526435,11121484,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5387359.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,22282371,22282371.0,pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,26542635,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-12-08 20:31:22.907038,74614.0,597.2156110000001
2015-11-19 04:35:12.112654,slurm_normal,,14547301092,,,fastqsanger,main_w2_handler1,2510104,10942805,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5199665.roundup,slurm,,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22058270,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""Bichon""","""""","""True""","""SILENT""",,26322854,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-19 04:37:43.648807,73648.0,151.536153
2015-11-17 23:25:49.112219,slurm_normal,,3768253812,,,fastq,main_w1_handler1,2509847,10928976,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5183573.roundup,slurm,,corral-repl,,"""8885a7948d8211e590c3005056a51846""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22041881,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,26320602,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-17 23:29:30.216206,72620.0,221.10398700000002
2015-02-25 18:39:27.474642,rodeo_normal,,9620897556,,,fastq,main_w2_handler0,2208197,8815055,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2919092.roundup,slurm,,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,18647891,,se,"""""","""93""","""0""","""illumina""","""""","""""","""Standard""","""h3k4me3""","""""","""sample-a""","""""","""True""","""LENIENT""",,21380979,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-02-25 18:43:23.601530,51766.0,236.126888
2015-09-30 21:47:58.657397,slurm_normal,,5350146214,,,fastq,main_w2_handler1,2456973,10475324,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4751204.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,21350594,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,25453522,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-09-30 21:56:49.900953,,531.243556
2015-11-17 21:58:27.246456,slurm_normal,,3639201896,,,fastq,main_w1_handler1,2510104,10928088,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5182660.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22040067,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""Bichon_hg""","""""","""False""","""SILENT""",,26322854,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-17 22:08:35.809346,73648.0,608.56289
2015-07-02 17:31:31.229720,slurm_normal,,6339878545,6457962371.0,fastqsanger,fastqsanger,main_w1_handler2,2353635,9783258,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4085793.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,20216963,20216964.0,pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,23830869,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-02 19:24:25.842562,65215.0,6774.6128420000005
2015-05-18 15:00:46.382814,slurm_normal,,6445685342,,,fastqsanger,main_w1_handler0,2178298,9488493,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3810855.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/mm9.len""","""""","""mm9""","""""",0,19731086,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""NoReelin""","""""","""NoReelin-a""","""""","""False""","""LENIENT""",,23086810,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-05-18 15:23:04.965369,58466.0,1338.5825550000002
2015-12-15 15:35:36.841262,slurm_normal,,5321477425,,,fastqsanger,main_w2_handler1,2519831,11186779,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5455058.roundup,slurm,,corral-repl,,,"""True""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,22172436,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""True""","""LENIENT""",,26489179,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-12-15 15:40:38.956730,60465.0,302.115468
2015-04-08 15:58:47.496410,slurm_normal,,5967760540,,,fastqsanger,main_w2_handler0,1999953,9172612,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3452391.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""""",0,19192275,,se,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,20931169,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-04-08 16:09:06.474563,48464.0,618.978153
2015-12-30 18:05:31.055095,slurm_normal,,1947780417,3105892353.0,fastq,fastq,main_w1_handler2,2550195,11350519,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5623606.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,22691669,22691634.0,pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""3t3_293t""","""""","""False""","""LENIENT""",,27080239,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-12-30 18:10:14.475192,75885.0,283.420097
2015-03-12 10:43:34.429092,rodeo_normal,,3616001190,,,fastqsanger,main_w2_handler0,1957158,8925871,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3126077.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,18814696,,se,"""""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,20931169,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-03-12 10:47:34.666016,48464.0,240.23692400000002
2015-10-26 15:30:33.196045,slurm_normal,,23672542716,,,fastqsanger,main_w2_handler1,2078317,10736889,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4996947.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/hg19.len""","""""","""hg19""","""""",0,17260526,,se,"""CLA_para_GATK""","""93""","""0""","""""","""""","""0""","""Standard""","""A""","""2015-10-26""","""CLA""","""""","""False""","""LENIENT""",,25895553,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-10-26 15:34:32.631911,53963.0,239.435866
2015-09-23 20:42:20.391124,slurm_normal,,5204518787,5204985189.0,fastqsanger,fastqsanger,main_w1_handler0,2446524,10400356,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4679284.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,21230962,21230963.0,pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""LB1""","""""","""False""","""LENIENT""",,25342991,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-09-23 20:50:55.284901,69779.0,514.893777
2015-07-02 19:50:41.141194,slurm_normal,,4612234310,,,fastqsanger,main_w1_handler2,2360684,9783918,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4085917.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20217818,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,23918635,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-07-02 19:53:57.434629,65483.0,196.29343500000002
2015-06-15 20:38:58.114677,slurm_normal,,4077804706,,,fastq,main_w2_handler1,2343328,9657669,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3968059.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,20012289,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,23647866,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-06-15 20:44:49.074470,64864.0,350.95979300000005
2015-11-10 08:19:37.412924,slurm_normal,,6639791840,,,fastq,main_w2_handler0,2489777,10860879,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5114647.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,21914542,,se,"""""","""93""","""0""","""""","""""","""13""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,25983354,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-10 08:23:38.566356,72343.0,241.153432
2015-09-22 18:43:59.476163,slurm_normal,,1735479934,1722528470.0,fastqsanger,fastqsanger,main_w2_handler1,2447569,10384473,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4665409.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",1,21211407,21211408.0,pe,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,25323355,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-09-22 18:48:58.771002,67874.0,299.294839
2015-11-24 18:08:10.713078,slurm_normal,,9259401672,,,fastq,main_w1_handler1,2305063,10997682,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5256939.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""""","""hg_g1k_v37""","""""",0,22106199,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,25313298,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-11-24 18:11:43.621747,45367.0,212.908669
2015-10-25 09:42:52.509195,slurm_normal,,13247669706,,,fastq,main_w1_handler1,2425869,10722850,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4984702.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""""",0,21722973,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""A""","""""","""sample-a""","""""","""False""","""LENIENT""",,24981047,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-10-25 09:45:46.326807,68448.0,173.817612
2015-08-05 17:16:41.598499,slurm_normal,,3492513873,,,fastqsanger,main_w1_handler0,2306509,10068479,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4346860.roundup,slurm,,corral-repl,,,"""False""","""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""""","""Homo_sapiens_nuHg19_mtrCRS""","""""",0,20689967,,se,"""""","""93""","""0""","""""","""""","""""","""Standard""","""Setdb1 IN""","""""","""Setdb1 in""","""""","""False""","""SILENT""",,24466183,error,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_FastqToSam/1.126.0,1.126.0,,2015-08-05 17:22:06.287358,63530.0,324.68885900000004
