create_time,destination_id,exit_code,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB10,inputB10_filetype,inputB1_filetype,inputB2,inputB2_filetype,inputB3,inputB3_filetype,inputB4,inputB4_filetype,inputB5,inputB5_filetype,inputB6,inputB6_filetype,inputB7,inputB7_filetype,inputB8,inputB8_filetype,inputB9,inputB9_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.count,parameters.dbkey,parameters.fraction,parameters.header,parameters.inputA.values,parameters.inputB.values,parameters.invert,parameters.once,parameters.overlap_mode,parameters.reciprocal,parameters.split,parameters.strand,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-15 20:52:24.072723,slurm_normal,,main_w3_handler1,3112075,15842228,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1496367,bed,506205892,506205892,,,bam,,,,,,,,,,,,,,,,,bam,9943161.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""1""","""true""","[{'src': 'hda', 'id': 29608504}]","[{'src': 'hda', 'id': 29608460}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,37780938.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-15 20:53:17.947183,45757.0,53.874460000000006
2018-02-19 00:31:07.330624,slurm_normal,,main_w4_handler1,3430875,18429850,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1098142,bed,2607600983,2607600983,2729429241.0,bed,bed,3060441201.0,bed,3024647049.0,bed,2386661448.0,bed,3579010657.0,bed,2397098093.0,bed,2995669122.0,bed,2802058299.0,bed,2852941364.0,bed,bed,12524035,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""true""","""mm10""",""".50""","""false""","[{'src': 'hda', 'id': 33929923}]","[{'src': 'hda', 'id': 33929955}, {'src': 'hda', 'id': 33929956}, {'src': 'hda', 'id': 33929957}, {'src': 'hda', 'id': 33929958}, {'src': 'hda', 'id': 33929959}, {'src': 'hda', 'id': 33929960}, {'src': 'hda', 'id': 33929961}, {'src': 'hda', 'id': 33929962}, {'src': 'hda', 'id': 33929963}, {'src': 'hda', 'id': 33929964}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,43945109.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2018-02-19 00:31:48.433969,115477.0,41.103345000000004
2017-05-31 09:13:09.547934,slurm_normal,,main_w4_handler1,2366114,15976363,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6995,gtf,8323605041,8323605041,,,bam,,,,,,,,,,,,,,,,,bam,10072330.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""0.25""","""false""","[{'src': 'hda', 'id': 29829324}]","[{'src': 'hda', 'id': 29816996}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,38333743.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-31 09:14:15.995389,54181.0,66.447455
2017-09-26 19:56:24.458423,slurm_normal,,main_w4_handler1,2996992,16939697,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",274548,bed,3167403322,3167403322,,,bed,,,,,,,,,,,,,,,,,bed,11009208.roundup,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal4.len""","""false""","""galGal4""","""""","""false""","[{'src': 'hda', 'id': 30360966}]","[{'src': 'hda', 'id': 31426457}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,40818609.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-09-26 19:58:21.293611,75600.0,116.835188
2017-07-06 14:57:07.696469,slurm_normal,,main_w4_handler0,3183955,16273622,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",173,bed,1402854095,1402854095,,,bed,,,,,,,,,,,,,,,,,bed,10344245.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""""","""false""","[{'src': 'hda', 'id': 30334005}]","[{'src': 'hda', 'id': 30334451}]","""false""","""false""","[""-wao""]","""false""","""false""","""""",,39136322.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-07-06 14:59:36.822298,,149.125829
2017-05-25 05:08:13.869313,slurm_normal,,main_w4_handler1,3079797,15933766,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11911,bed,29206859712,29206859712,,,vcf,,,,,,,,,,,,,,,,,vcf,10032198.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""""","""true""","[{'src': 'hda', 'id': 29763535}]","[{'src': 'hda', 'id': 29762865}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,37470652.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-25 05:09:01.050859,104400.0,47.181546000000004
2017-08-06 11:02:12.729732,slurm_normal,,main_w3_handler0,3204110,16514530,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",729174638,bam,1403881320,1403881320,,,bam,,,,,,,,,,,,,,,,,bam,10584116.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 30747486}]","[{'src': 'hda', 'id': 30747489}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,39734407.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-08-06 11:03:13.250725,109437.0,60.520993000000004
2017-07-20 15:10:38.243695,slurm_normal,,main_w4_handler1,3116449,16376134,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",360728930,bed,5235231425,5235231425,,,bed,,,,,,,,,,,,,,,,,bed,10441141.roundup,slurm,,corral-repl,,"""856ea5806d5d11e7932f005056ba2773""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 29749569}]","[{'src': 'hda', 'id': 30540360}]","""false""","""false""","[""-wo""]","""false""","""false""","""""",,,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-07-20 15:13:16.262783,104750.0,158.019088
2017-11-13 14:14:30.548484,slurm_normal,,main_w3_handler1,3280110,17437829,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4542682223,bam,732848332,732848332,,,bam,,,,,,,,,,,,,,,,,bam,11496501,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 32217354}]","[{'src': 'hda', 'id': 32047718}]","""true""","""false""","[""-wa""]","""false""","""false""","""""",,41725453.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-11-13 14:15:21.838690,113125.0,51.290206000000005
2017-11-14 12:04:00.161405,slurm_normal,,main_w3_handler0,3280110,17451877,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4722650119,bam,732578448,732578448,,,bam,,,,,,,,,,,,,,,,,bam,11509498,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 32282482}]","[{'src': 'hda', 'id': 32282480}]","""true""","""false""","[""-wa""]","""false""","""false""","""""",,41725453.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-11-14 12:04:57.939599,113125.0,57.778194000000006
2017-05-15 21:16:31.802702,slurm_normal,,main_w4_handler0,3112075,15842383,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1496367,bed,506205892,506205892,,,bam,,,,,,,,,,,,,,,,,bam,9943343.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""true""","""?""","""0.01""","""true""","[{'src': 'hda', 'id': 29608504}]","[{'src': 'hda', 'id': 29609033}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,37780938.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-05-15 21:17:25.884819,45757.0,54.082117000000004
2018-02-08 05:33:42.862317,slurm_normal,,main_w3_handler0,2625628,18307003,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1844513384,bam,1652221569,1652221569,,,bam,,,,,,,,,,,,,,,,,bam,12390750,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 23737915}]","[{'src': 'hda', 'id': 23737918}]","""false""","""false""","[""-wb""]","""false""","""false""","""""",,43675721.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2018-02-08 05:34:40.351417,67501.0,57.4891
2017-07-06 15:51:03.264067,slurm_normal,,main_w4_handler1,3183955,16274253,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",173,bed,1402854095,1402854095,,,bed,,,,,,,,,,,,,,,,,bed,10344686.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""0.0000000001""","""false""","[{'src': 'hda', 'id': 30334005}]","[{'src': 'hda', 'id': 30334451}]","""false""","""false""","[""-wao""]","""false""","""false""","""""",,39137234.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-07-06 15:52:40.675141,85009.0,97.411074
2018-02-03 00:03:07.351957,slurm_normal,,main_w3_handler1,3414867,18244196,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",93112360,bed,1752495537,1752495537,,,bam,,,,,,,,,,,,,,,,,bam,12324075,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""true""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 33644253}]","[{'src': 'hda', 'id': 33649968}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,43145386.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2018-02-03 00:04:03.262891,119750.0,55.910934000000005
2017-11-27 11:46:33.366769,slurm_normal,,main_w4_handler0,3280110,17602431,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",732848332,bam,1449817656,1449817656,,,bam,,,,,,,,,,,,,,,,,bam,11661959,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 32047718}]","[{'src': 'hda', 'id': 32047703}]","""true""","""false""","[""-wa""]","""false""","""false""","""""",,41725453.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-11-27 11:47:25.381576,113125.0,52.014807000000005
2018-02-03 00:03:49.390959,slurm_normal,,main_w4_handler1,3414867,18244216,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",93112360,bed,1707645718,1707645718,,,bam,,,,,,,,,,,,,,,,,bam,12324084,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""true""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 33644253}]","[{'src': 'hda', 'id': 33649970}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,43145386.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2018-02-03 00:04:47.707614,119750.0,58.316655000000004
2017-11-14 12:10:22.105852,slurm_normal,,main_w4_handler0,3280110,17451919,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",732848332,bam,732848332,732848332,,,bam,,,,,,,,,,,,,,,,,bam,11509546,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 32047718}]","[{'src': 'hda', 'id': 32047718}]","""true""","""false""","[""-wa""]","""false""","""false""","""""",,41725453.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-11-14 12:11:25.833421,113125.0,63.727569
2017-07-26 06:27:50.950861,slurm_normal,,main_w4_handler0,3169615,16420345,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1368515248,bam,1351654357,1351654357,,,bam,,,,,,,,,,,,,,,,,bam,10485944.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""false""","""?""","""""","""false""","[{'src': 'hda', 'id': 30389504}]","[{'src': 'hda', 'id': 30389506}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,39376100.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-07-26 06:28:47.229593,107574.0,56.278732000000005
2017-07-20 15:10:26.168931,slurm_normal,,main_w4_handler0,3116449,16376127,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",360728930,bed,1106143066,1106143066,,,bed,,,,,,,,,,,,,,,,,bed,10441125.roundup,slurm,,corral-repl,,"""852c53106d5d11e7932f005056ba2773""","""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 29749569}]","[{'src': 'hda', 'id': 30540357}]","""false""","""false""","[""-wo""]","""false""","""false""","""""",,,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-07-20 15:12:40.133823,104750.0,133.96489200000002
2017-08-30 12:59:41.036745,slurm_normal,,main_w3_handler1,3172658,16693267,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",757919,bed,587318644,587318644,,,bam,,,,,,,,,,,,,,,,,bam,10765285.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""true""","""mm9""","""""","""false""","[{'src': 'hda', 'id': 31040358}]","[{'src': 'hda', 'id': 30984690}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,38978439.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-08-30 13:00:36.707005,108204.0,55.670260000000006
2018-02-02 20:15:11.986495,slurm_normal,,main_w3_handler0,3414867,18241160,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",93112360,bed,1752495537,1752495537,,,bam,1661771259.0,bam,1707645718.0,bam,1609033927.0,bam,1699387370.0,bam,1633256976.0,bam,1554552378.0,bam,1505094911.0,bam,,,bam,12322888,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""true""","""hg19""","""""","""false""","[{'src': 'hda', 'id': 33644253}]","[{'src': 'hdca', 'id': 102627}]","""false""","""false""","[""-wa""]","""false""","""false""","""""",,43137840.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2018-02-02 22:42:45.428498,119750.0,8853.442003
2017-08-06 10:58:08.041862,slurm_normal,,main_w3_handler0,3204110,16514521,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",729174638,bam,1403881320,1403881320,,,bam,,,,,,,,,,,,,,,,,bam,10584106.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""false""","""hg19""","""0.70""","""false""","[{'src': 'hda', 'id': 30747486}]","[{'src': 'hda', 'id': 30747489}]","""false""","""false""","[""-wa"", ""-wb""]","""false""","""false""","""""",,39734407.0,error,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_intersectbed/2.26.0.0,2.26.0.0,,2017-08-06 10:59:03.170522,109437.0,55.12866
