guide_gff,guide_gff_filetype,input_bam,input_bam_filetype,parameters.guide.input_estimation,parameters.guide.special_outputs.clustering,parameters.guide.special_outputs.read_length,parameters.guide.special_outputs.special_outputs_select,parameters.option_set.abundance_estimation,runtime
,,1154892007,bam,,,,,,124.0
,,1248767244,bam,,,,,,135.0
,,659689722,bam,,,,,,51.0
,,192061678,bam,,,,,False,35.0
,,191827351,bam,,,,,False,31.0
,,46510401,bam,,,,,,10.0
,,78137308,bam,,,,,,9.0
,,76173026,bam,,,,,,9.0
,,3147515054,bam,,,,,,228.0
,,86511378,bam,,,,,,10.0
,,5118548530,bam,,,,,,358.0
661196300.0,gtf,3991884312,bam,True,False,101.0,deseq2,True,438.0
661196300.0,gtf,2238971721,bam,True,False,101.0,deseq2,True,271.0
,,4006457405,bam,,,,,,289.0
,,5431821629,bam,,,,,,378.0
,,3670207715,bam,,,,,,260.0
,,3148850563,bam,,,,,,233.0
,,3940800659,bam,,,,,,283.0
,,4714773432,bam,,,,,,337.0
,,3764069214,bam,,,,,,272.0
,,4504921958,bam,,,,,,318.0
,,3406714770,bam,,,,,,240.0
,,3865428988,bam,,,,,,271.0
,,4523026910,bam,,,,,,312.0
,,4447321395,bam,,,,,,312.0
1644470.0,gff3,491328511,bam,False,,,no,False,58.0
1644470.0,gff3,483576868,bam,False,,,no,False,64.0
1644470.0,gff3,887300466,bam,False,,,no,False,111.0
661196300.0,gtf,3576290459,bam,True,False,101.0,deseq2,True,387.0
661196300.0,gtf,2309555980,bam,True,False,101.0,deseq2,True,276.0
,,15639144,bam,,,,,False,9.0
,,12479772304,bam,,,,,False,466.0
661196300.0,gtf,2346820548,bam,True,False,101.0,deseq2,True,285.0
661196300.0,gtf,3246107647,bam,True,False,101.0,deseq2,True,351.0
1199970581.0,gtf,2885774634,bam,True,False,75.0,deseq2,True,371.0
1199970581.0,gtf,1427876475,bam,True,False,75.0,deseq2,True,209.0
1199970581.0,gtf,1382758259,bam,True,False,75.0,deseq2,True,207.0
1199970581.0,gtf,1789767908,bam,True,False,75.0,deseq2,True,244.0
1199970581.0,gtf,3238000466,bam,True,False,75.0,deseq2,True,380.0
1199970581.0,gtf,2574315438,bam,True,False,75.0,deseq2,True,327.0
1199970581.0,gtf,1646013093,bam,True,False,75.0,deseq2,True,237.0
1199970581.0,gtf,1446143379,bam,True,False,75.0,deseq2,True,214.0
1199970581.0,gtf,1080136280,bam,True,False,75.0,deseq2,True,188.0
1199970581.0,gtf,3202686652,bam,True,False,75.0,deseq2,True,387.0
,,76172600,bam,,,,,,9.0
,,78135326,bam,,,,,,7.0
,,46511809,bam,,,,,,8.0
,,86509037,bam,,,,,,9.0
661196300.0,gtf,3510769580,bam,True,False,101.0,deseq2,True,380.0
661196300.0,gtf,5171321612,bam,True,False,101.0,deseq2,True,529.0
1644470.0,gff3,431345217,bam,False,,,no,False,52.0
,,634342543,bam,,,,,,51.0
,,782289522,bam,,,,,,63.0
,,597640475,bam,,,,,,53.0
92382491.0,gtf,597640475,bam,False,,,ballgown,,71.0
,,1884148785,bam,,,,,,129.0
,,1579912197,bam,,,,,,123.0
,,78138488,bam,,,,,,7.0
,,46509798,bam,,,,,,6.0
,,86511513,bam,,,,,,7.0
,,76174175,bam,,,,,,7.0
,,86509072,bam,,,,,,7.0
,,1376,bam,,,,,,16.0
,,1375,bam,,,,,,7.0
1365440576.0,gtf,1538546739,bam,True,,,ballgown,,229.0
1365440576.0,gtf,1884811158,bam,True,,,ballgown,,267.0
,,78134962,bam,,,,,,10.0
,,76171211,bam,,,,,,6.0
1365440576.0,gtf,1590184316,bam,True,,,ballgown,,263.0
1365440576.0,gtf,1749100526,bam,True,,,ballgown,,265.0
,,46511998,bam,,,,,,6.0
1365440576.0,gtf,2989285879,bam,True,,,ballgown,,370.0
1644470.0,gff3,676181242,bam,False,,,no,False,81.0
1365440576.0,gtf,1631053757,bam,True,,,ballgown,,243.0
250294695.0,gtf,1631053757,bam,True,,,ballgown,,231.0
250294695.0,gtf,1590184316,bam,True,,,ballgown,,225.0
250294695.0,gtf,2989285879,bam,True,,,ballgown,,370.0
250294695.0,gtf,1884811158,bam,True,,,ballgown,,248.0
250294695.0,gtf,1749100526,bam,True,,,ballgown,,237.0
,,142689949,bam,,,,,False,19.0
1994569.0,gtf,597640475,bam,False,False,75.0,deseq2,,60.0
,,156019599,bam,,,,,False,24.0
,,3252416133,bam,,,,,,308.0
,,3551852719,bam,,,,,,337.0
,,3443989349,bam,,,,,,335.0
,,2676224559,bam,,,,,,264.0
,,2742912489,bam,,,,,,267.0
,,2921360919,bam,,,,,,111.0
,,3057451627,bam,,,,,,292.0
45430120.0,gtf,230686720,bam,False,False,75.0,deseq2,,68.0
1644470.0,gff3,638455808,bam,False,,,no,False,78.0
,,3529057998,bam,,,,,,328.0
39830238.0,gtf,597640475,bam,False,False,75.0,deseq2,,76.0
,,1286048437,bam,,,,,,133.0
,,1790248342,bam,,,,,,179.0
,,21282106,bam,,,,,False,9.0
,,559717999,bam,,,,,False,52.0
,,464760985,bam,,,,,False,47.0
,,335127671,bam,,,,,False,33.0
39830238.0,gtf,597640475,bam,False,False,75.0,deseq2,,73.0
847928511.0,gtf,4866106209,bam,False,False,100.0,deseq2,,463.0
,,1125862986,bam,,,,,,117.0
,,1536954473,bam,,,,,,149.0
,,1953205424,bam,,,,,,201.0
,,1309386089,bam,,,,,,133.0
,,1731438625,bam,,,,,,172.0
,,1290448284,bam,,,,,,132.0
,,1902008558,bam,,,,,,195.0
,,1812788918,bam,,,,,,181.0
,,1140269313,bam,,,,,,122.0
,,1280200600,bam,,,,,,132.0
,,1118439609,bam,,,,,,114.0
,,1165553859,bam,,,,,,118.0
,,1481813358,bam,,,,,,147.0
,,1912183659,bam,,,,,,198.0
,,559862767,bam,,,,,False,54.0
,,464848709,bam,,,,,False,44.0
,,335209725,bam,,,,,False,32.0
,,21285295,bam,,,,,False,10.0
,,3735546239,bam,,,,,False,311.0
,,1349980801,bam,,,,,,151.0
,,1136606656,bam,,,,,,125.0
,,1248767495,bam,,,,,,133.0
,,1154891173,bam,,,,,,123.0
,,3571356229,bam,,,,,False,285.0
,,3343499792,bam,,,,,False,309.0
,,3588664505,bam,,,,,False,290.0
135909791.0,gtf,100397447,bam,False,,,no,,32.0
,,718873893,bam,,,,,,63.0
,,29318621,bam,,,,,,9.0
,,443748782,bam,,,,,,41.0
,,597659787,bam,,,,,,52.0
196329372.0,gtf,51945,bam,True,False,75.0,deseq2,,25.0
214332764.0,gtf,51945,bam,True,False,75.0,deseq2,,25.0
,,505066654,bam,,,,,True,47.0
,,346743219,bam,,,,,True,31.0
249593014.0,gtf,1503803860,bam,True,,,ballgown,,214.0
196329372.0,gtf,443576671,bam,True,False,75.0,deseq2,,72.0
,,443576671,bam,,,,,,47.0
249593014.0,gtf,1708937235,bam,True,,,ballgown,,222.0
249593014.0,gtf,2918713443,bam,True,,,ballgown,,333.0
249593014.0,gtf,1552562847,bam,True,,,ballgown,,224.0
249593014.0,gtf,1841077983,bam,True,,,ballgown,,282.0
249593014.0,gtf,1593374111,bam,True,,,ballgown,,209.0
,,7116177556,bam,,,,,,470.0
,,120904227,bam,,,,,False,23.0
,,181017492,sam,,,,,,8.0
116963244.0,gtf,1354987879,bam,False,,,no,,127.0
,,164517236,bam,,,,,,15.0
116963244.0,gtf,1387247789,bam,False,,,no,,127.0
116963244.0,gtf,1308358285,bam,False,,,no,,122.0
116963244.0,gtf,1478297298,bam,False,,,no,,154.0
116963244.0,gtf,1362749067,bam,False,,,no,,128.0
116963244.0,gtf,1222350583,bam,False,,,no,,110.0
116963244.0,gtf,1471556858,bam,False,,,no,,125.0
116963244.0,gtf,1371172641,bam,False,,,no,,126.0
249593014.0,gtf,1841077983,bam,True,True,75.0,deseq2,,3206.0
249593014.0,gtf,2918713443,bam,True,True,75.0,deseq2,,3455.0
249593014.0,gtf,1503803860,bam,True,True,75.0,deseq2,,3049.0
249593014.0,gtf,1593374111,bam,True,True,75.0,deseq2,,2534.0
249593014.0,gtf,1552562847,bam,True,True,75.0,deseq2,,2486.0
249593014.0,gtf,1708937235,bam,True,True,75.0,deseq2,,2493.0
39830238.0,gtf,433096237,bam,False,False,75.0,deseq2,,59.0
39830238.0,gtf,390797690,bam,False,False,75.0,deseq2,,50.0
,,2331200040,bam,,,,,False,392.0
,,2269688927,bam,,,,,False,400.0
,,1784770766,bam,,,,,,188.0
,,1857697004,bam,,,,,,194.0
,,2975418170,bam,,,,,,307.0
,,2024120375,bam,,,,,,206.0
,,2718012377,bam,,,,,,271.0
,,2042379343,bam,,,,,,225.0
,,1815950553,bam,,,,,,185.0
,,2464654841,bam,,,,,,248.0
,,3005434020,bam,,,,,,312.0
,,1887824083,bam,,,,,,197.0
,,2068109500,bam,,,,,,219.0
,,2313919826,bam,,,,,,236.0
,,2721445976,bam,,,,,,279.0
,,2026405487,bam,,,,,,212.0
,,2698391667,bam,,,,,,287.0
,,3098505512,bam,,,,,,327.0
,,2984464538,bam,,,,,,312.0
,,7045831825,bam,,,,,,436.0
,,8988093657,bam,,,,,,550.0
,,2598831464,bam,,,,,False,415.0
,,2233345911,bam,,,,,False,410.0
,,2446014739,bam,,,,,False,443.0
,,2387955678,bam,,,,,False,433.0
,,2995784,bam,,,,,,5.0
,,3004665,bam,,,,,,11.0
,,2970880,bam,,,,,,6.0
,,1165045544,bam,,,,,,163.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,328.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,324.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,326.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,332.0
1255571849.0,gtf,3626488724,bam,True,,,no,True,373.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,345.0
1255571849.0,gtf,4036289864,bam,True,False,75.0,deseq2,True,350.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,327.0
1255571849.0,gtf,3646305740,bam,True,False,75.0,deseq2,True,336.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,318.0
1255571849.0,gtf,3821381581,bam,True,False,75.0,deseq2,False,338.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,319.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,327.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,377.0
1255571849.0,gtf,4055309732,bam,True,False,75.0,deseq2,True,299.0
1255571849.0,gtf,3821381581,bam,True,False,75.0,deseq2,True,392.0
1255571849.0,gtf,4036289864,bam,True,False,75.0,deseq2,True,363.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,360.0
1255571849.0,gtf,3626488724,bam,True,,,ballgown,True,311.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,326.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,327.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,338.0
1255571849.0,gtf,4036289864,bam,True,False,75.0,deseq2,True,346.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,316.0
1255571849.0,gtf,4168137229,bam,True,False,75.0,deseq2,False,359.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,317.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,322.0
1255571849.0,gtf,3821381581,bam,True,False,75.0,deseq2,True,334.0
1255571849.0,gtf,4168137229,bam,True,False,75.0,deseq2,True,366.0
1255571849.0,gtf,3821381581,bam,True,False,75.0,deseq2,True,331.0
1255571849.0,gtf,4168137229,bam,True,False,75.0,deseq2,True,354.0
1255571849.0,gtf,4168137229,bam,True,False,75.0,deseq2,True,368.0
1255571849.0,gtf,3626488724,bam,True,False,75.0,deseq2,True,322.0
1255571849.0,gtf,4342611960,bam,True,False,75.0,deseq2,True,382.0
1255571849.0,gtf,3646305740,bam,True,False,75.0,deseq2,False,373.0
1255571849.0,gtf,4342611960,bam,True,False,75.0,deseq2,True,386.0
1255571849.0,gtf,4036289864,bam,True,False,75.0,deseq2,False,351.0
1255571849.0,gtf,4168137229,bam,True,False,75.0,deseq2,True,357.0
1255571849.0,gtf,4013989130,bam,True,False,75.0,deseq2,False,353.0
1255571849.0,gtf,4943881820,bam,True,False,75.0,deseq2,False,412.0
1255571849.0,gtf,3646305740,bam,True,False,75.0,deseq2,True,329.0
1255571849.0,gtf,4342611960,bam,True,False,75.0,deseq2,False,364.0
1255571849.0,gtf,4013989130,bam,True,False,75.0,deseq2,True,339.0
68653549.0,gtf,3870268818,bam,True,,,no,True,263.0
,,597661794,bam,,,,,,52.0
,,29318512,bam,,,,,,7.0
,,718874087,bam,,,,,,64.0
,,443745405,bam,,,,,,40.0
,,1655304782,bam,,,,,,75.0
1644470.0,gff3,468805522,bam,False,,,no,False,63.0
,,1367032107,bam,,,,,,179.0
215945908.0,gtf,446374046,bam,True,,,ballgown,,72.0
21774.0,gff3,435633968,bam,False,,,ballgown,,48.0
21774.0,gff3,618156636,bam,False,,,ballgown,,65.0
215945908.0,gtf,446374046,bam,False,False,75.0,deseq2,,86.0
21774.0,gff3,491774915,bam,False,,,ballgown,,53.0
21774.0,gff3,876080461,bam,False,,,ballgown,,98.0
21774.0,gff3,674727726,bam,False,,,ballgown,,75.0
215945908.0,gtf,446374046,bam,False,True,75.0,deseq2,,415.0
21774.0,gff3,887295129,bam,False,,,ballgown,,93.0
21774.0,gff3,374984192,bam,False,,,ballgown,,40.0
21774.0,gff3,636434057,bam,False,,,ballgown,,69.0
21774.0,gff3,581499354,bam,False,,,ballgown,,61.0
21774.0,gff3,476572314,bam,False,,,ballgown,,53.0
21774.0,gff3,476228331,bam,False,,,ballgown,,55.0
,,606103293,bam,,,,,,61.0
,,163242138,bam,,,,,,21.0
,,332185307,bam,,,,,,37.0
,,606708220,bam,,,,,,61.0
,,646203785,bam,,,,,,66.0
,,646215266,bam,,,,,,67.0
,,646629663,bam,,,,,,67.0
,,392935110,bam,,,,,,41.0
,,508537716,bam,,,,,,55.0
,,2793345962,bam,,,,,,179.0
,,2997533674,bam,,,,,,166.0
915215263.0,gtf,3201445852,bam,False,False,75.0,deseq2,,478.0
915215263.0,gtf,4409058684,bam,False,False,75.0,deseq2,,634.0
915215263.0,gtf,3254145179,bam,False,False,75.0,deseq2,,497.0
915215263.0,gtf,3199702669,bam,False,False,75.0,deseq2,,487.0
915215263.0,gtf,3233638588,bam,False,False,75.0,deseq2,,471.0
915215263.0,gtf,3086871338,bam,False,False,75.0,deseq2,,479.0
915215263.0,gtf,3883776079,bam,False,False,75.0,deseq2,,574.0
915215263.0,gtf,3430784511,bam,False,False,75.0,deseq2,,489.0
215945908.0,gtf,822415976,bam,False,,,ballgown,,130.0
215945908.0,gtf,654836964,bam,False,,,ballgown,,101.0
215945908.0,gtf,560419682,bam,False,,,ballgown,,83.0
215945908.0,gtf,925232279,bam,False,,,ballgown,,143.0
215945908.0,gtf,787625053,bam,False,,,ballgown,,121.0
215945908.0,gtf,981213923,bam,False,,,ballgown,,151.0
215945908.0,gtf,654297667,bam,False,,,ballgown,,99.0
215945908.0,gtf,731330117,bam,False,,,ballgown,,111.0
215945908.0,gtf,403818535,bam,False,,,ballgown,,68.0
215945908.0,gtf,453087600,bam,False,,,ballgown,,81.0
215945908.0,gtf,542017722,bam,False,,,ballgown,,83.0
215945908.0,gtf,563242930,bam,False,,,ballgown,,95.0
68653549.0,gtf,2819231107,bam,True,,,no,True,275.0
50621.0,gff3,922380,bam,True,,,no,True,3.0
,,86513661,bam,,,,,,9.0
,,2915738291,bam,,,,,,158.0
,,4245846346,bam,,,,,,228.0
,,76204696,bam,,,,,,9.0
,,78135374,bam,,,,,,9.0
,,46511290,bam,,,,,,8.0
,,86515284,bam,,,,,,9.0
,,76173653,bam,,,,,,9.0
,,78139188,bam,,,,,,9.0
,,46516042,bam,,,,,,8.0
,,78138494,bam,,,,,,10.0
,,90302854,bam,,,,,,12.0
,,46510798,bam,,,,,,9.0
,,78136383,bam,,,,,,11.0
,,53905507,bam,,,,,,10.0
,,46509817,bam,,,,,,9.0
,,46510384,bam,,,,,,14.0
,,46499176,bam,,,,,,9.0
,,86510779,bam,,,,,,10.0
,,46511081,bam,,,,,,8.0
50621.0,gff3,922380,bam,True,,,no,True,3.0
50621.0,gff3,12514996,bam,True,,,no,True,3.0
,,3388407295,bam,,,,,,252.0
,,2292649364,bam,,,,,,151.0
,,3032871765,bam,,,,,,208.0
,,2334655809,bam,,,,,,157.0
,,3049050511,bam,,,,,,307.0
,,3237943497,bam,,,,,,310.0
,,2750776890,bam,,,,,,192.0
,,2750776528,bam,,,,,,171.0
,,3402294841,bam,,,,,,235.0
,,2730069905,bam,,,,,,186.0
,,2750777084,bam,,,,,,205.0
,,3402294919,bam,,,,,,242.0
,,3237944268,bam,,,,,,191.0
,,3495090000,bam,,,,,,145.0
,,4245845258,bam,,,,,,245.0
,,2750777109,bam,,,,,,179.0
41798362.0,gtf,476572314,bam,False,,,ballgown,False,92.0
,,3803146134,bam,,,,,,281.0
41798362.0,gtf,654297667,bam,False,,,ballgown,False,109.0
41798362.0,gtf,403818535,bam,False,,,ballgown,False,75.0
41798362.0,gtf,560419682,bam,False,,,ballgown,False,97.0
,,633898759,bam,,,,,,50.0
41798362.0,gtf,563242930,bam,False,,,ballgown,False,96.0
41798362.0,gtf,542017722,bam,False,,,ballgown,False,97.0
41798362.0,gtf,435633968,bam,False,,,ballgown,False,79.0
41798362.0,gtf,560419682,bam,True,,,ballgown,True,102.0
41798362.0,gtf,636434057,bam,False,,,ballgown,False,105.0
41798362.0,gtf,374984192,bam,False,,,ballgown,False,78.0
41798362.0,gtf,925232279,bam,False,,,ballgown,False,197.0
41798362.0,gtf,674727726,bam,False,,,ballgown,False,141.0
41798362.0,gtf,731330117,bam,False,,,ballgown,False,122.0
41798362.0,gtf,446374046,bam,False,,,ballgown,False,76.0
41798362.0,gtf,453087600,bam,False,,,ballgown,False,99.0
41798362.0,gtf,925232279,bam,True,,,ballgown,True,177.0
41798362.0,gtf,542017722,bam,True,,,ballgown,True,101.0
41798362.0,gtf,476228331,bam,False,,,ballgown,False,100.0
41798362.0,gtf,491774915,bam,False,,,ballgown,False,86.0
41798362.0,gtf,822415976,bam,True,,,ballgown,True,163.0
41798362.0,gtf,787625053,bam,False,,,ballgown,False,139.0
41798362.0,gtf,563242930,bam,True,,,ballgown,True,102.0
41798362.0,gtf,887295129,bam,False,,,ballgown,False,134.0
41798362.0,gtf,674727726,bam,True,,,ballgown,True,119.0
41798362.0,gtf,446374046,bam,True,,,ballgown,True,85.0
41798362.0,gtf,374984192,bam,True,,,ballgown,True,71.0
41798362.0,gtf,581499354,bam,False,,,ballgown,False,97.0
41798362.0,gtf,731330117,bam,True,,,ballgown,True,130.0
41798362.0,gtf,876080461,bam,False,,,ballgown,False,138.0
41798362.0,gtf,618156636,bam,False,,,ballgown,False,101.0
41798362.0,gtf,618156636,bam,True,,,ballgown,True,107.0
41798362.0,gtf,581499354,bam,True,,,ballgown,True,104.0
41798362.0,gtf,453087600,bam,True,,,ballgown,True,92.0
41798362.0,gtf,476228331,bam,True,,,ballgown,True,92.0
41798362.0,gtf,654297667,bam,True,,,ballgown,True,115.0
41798362.0,gtf,887295129,bam,True,,,ballgown,True,136.0
41798362.0,gtf,435633968,bam,True,,,ballgown,True,83.0
,,5781970054,bam,,,,,,372.0
41798362.0,gtf,636434057,bam,True,,,ballgown,True,110.0
41798362.0,gtf,476572314,bam,True,,,ballgown,True,95.0
41798362.0,gtf,876080461,bam,True,,,ballgown,True,136.0
41798362.0,gtf,491774915,bam,True,,,ballgown,True,93.0
,,2687862807,bam,,,,,,237.0
,,3655635414,bam,,,,,,313.0
,,218777419,bam,,,,,False,27.0
1255571849.0,gtf,3012427175,bam,True,,,no,True,375.0
41798362.0,gtf,981213923,bam,True,,,ballgown,True,175.0
,,4008504824,bam,,,,,,481.0
1255571849.0,gtf,3243081557,bam,True,,,no,True,413.0
1255571849.0,gtf,2807194686,bam,True,,,no,True,342.0
,,3539245353,bam,,,,,,400.0
1255571849.0,gtf,3167022918,bam,True,,,no,True,370.0
,,3317898960,bam,,,,,,405.0
1255571849.0,gtf,3542306331,bam,True,,,no,True,425.0
,,155252375,bam,,,,,False,22.0
1255571849.0,gtf,3181332704,bam,True,,,no,True,367.0
,,350386397,bam,,,,,,93.0
,,351199157,bam,,,,,,88.0
,,351051594,bam,,,,,,90.0
,,350393927,bam,,,,,,89.0
,,350356042,bam,,,,,,96.0
,,350961234,bam,,,,,,105.0
41798362.0,gtf,563242930,bam,False,False,75.0,deseq2,False,108.0
41798362.0,gtf,822415976,bam,False,False,75.0,deseq2,False,156.0
41798362.0,gtf,542017722,bam,False,False,75.0,deseq2,False,96.0
41798362.0,gtf,403818535,bam,False,False,75.0,deseq2,False,67.0
41798362.0,gtf,925232279,bam,False,False,75.0,deseq2,False,174.0
41798362.0,gtf,654297667,bam,False,False,75.0,deseq2,False,112.0
41798362.0,gtf,453087600,bam,False,False,75.0,deseq2,False,82.0
41798362.0,gtf,887295129,bam,False,False,75.0,deseq2,False,128.0
41798362.0,gtf,731330117,bam,False,False,75.0,deseq2,False,119.0
41798362.0,gtf,560419682,bam,False,False,75.0,deseq2,False,89.0
41798362.0,gtf,981213923,bam,False,False,75.0,deseq2,False,169.0
