create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.A,parameters.D.__current_case__,parameters.D.input,parameters.D.seq_dictionary,parameters.F,parameters.G,parameters.N,parameters.S,parameters.b,parameters.c,parameters.chromInfo,parameters.dbkey,parameters.e,parameters.g,parameters.i.__current_case__,parameters.i.alt_indel_snp_ratio,parameters.input,parameters.input.values,parameters.p.__current_case__,parameters.p.variant_filter,parameters.t.__current_case__,parameters.t.mutation_rate,parameters.u,parameters.v,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-08-11 15:47:59.368052,slurm_single,,main_w2_handler1,1771067,7421545,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3417548258,bcf,1424862,slurm,,corral-repl,,"""false""",1,,false,"""false""","""false""","""false""","""false""","""false""","""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""true""",1,false,16306661,,1,false,1,false,"""false""","""true""",,16139301,error,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2014-08-13 15:58:32.405652,43393,173433.0376
2014-08-14 05:16:28.969407,slurm_single,,main_w2_handler0,1771067,7436912,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3417548258,bcf,1439115,slurm,,corral-repl,,"""false""",1,,false,"""false""","""false""","""false""","""false""","""false""","""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""true""",1,false,16306661,,1,false,1,false,"""false""","""true""",,16139301,error,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2014-08-16 05:26:43.402453,43393,173414.43304600002
2014-09-11 21:07:31.625207,roundup_single,,main_w2_handler0,2048084,7700798,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1830003096,bcf,1698467,slurm,,corral-repl,,"""false""",1,,false,"""false""","""false""","""true""","""false""","""false""","""true""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""true""",1,false,16731233,,1,false,1,false,"""false""","""false""",,16445999,error,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2014-09-14 04:39:58.791889,31372,199947.166682
2014-08-15 14:51:52.792598,slurm_single,,main_w2_handler0,1625991,7444661,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2230001283,tabular,1445816,slurm,,corral-repl,,"""false""",1,,false,"""false""","""false""","""false""","""false""","""false""","""true""","""/galaxy-repl/main/files/008/766/dataset_8766263.dat""","""D.santomea""","""false""","""true""",1,false,16331701,,1,false,1,false,"""false""","""false""",,15827439,error,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2014-08-17 15:02:16.583041,39444,173423.790443
2014-08-18 14:27:07.365881,slurm_single,,main_w1_handler0,1625991,7453696,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2230001283,tabular,1455676,slurm,,corral-repl,,"""false""",1,,false,"""false""","""false""","""false""","""false""","""false""","""true""","""/galaxy-repl/main/files/008/766/dataset_8766263.dat""","""D.santomea""","""false""","""true""",1,false,16331701,,1,false,1,false,"""false""","""false""",,15827439,error,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2014-08-20 14:37:37.421540,39444,173430.055659
2014-09-11 21:07:29.882932,roundup_single,,main_w1_handler0,2048084,7700795,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2035302652,bcf,1701438,slurm,,corral-repl,,"""false""",1,,false,"""false""","""false""","""true""","""false""","""false""","""true""","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""true""",1,false,16731227,,1,false,1,false,"""false""","""false""",,16445999,error,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2014-09-14 06:21:59.055960,31372,206069.17302800002
2014-09-22 16:00:21.055271,roundup_single,,main_w1_handler1,2014097,7827544,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5531255096,bcf,1811276,slurm,,corral-repl,,"""false""",1,,false,"""false""","""false""","""false""","""false""","""false""","""true""","""/galaxy-repl/main/files/008/795/dataset_8795809.dat""","""medicagotruncatula_v4.0""","""false""","""true""",1,false,16975135,,1,false,1,false,"""false""","""true""",,16180442,error,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2014-09-24 16:23:40.671453,52100,174199.616182
2014-09-26 22:27:45.742578,roundup_single,,main_w2_handler0,2062068,7871168,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1622738646,bcf,1850701,slurm,,corral-repl,,"""false""",1,,false,"""false""","""false""","""false""","""false""","""false""","""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""true""",1,false,16995065,,1,false,1,false,"""false""","""false""",,15829392,error,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2014-09-28 22:28:05.005573,6960,172819.262995
2014-09-29 16:52:48.281882,roundup_single,,main_w1_handler0,2062068,7895928,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1622738646,bcf,1876278,slurm,,corral-repl,,"""false""",1,,false,"""false""","""false""","""false""","""false""","""false""","""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""true""",1,false,16995065,,1,false,1,false,"""false""","""false""",,15829392,error,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2014-10-01 16:53:11.991677,6960,172823.709795
2015-02-14 17:21:36.194929,rodeo_normal,,main_w1_handler1,2181540,8726465,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5864056,bcf,2760299.roundup,slurm,,corral-repl,,"""false""",1,,false,"""false""","""false""","""false""","""false""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,18513695,,1,false,1,false,"""false""","""true""",,20605653,error,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-16 05:21:59.290456,58661,129623.09552700001
2015-02-18 11:11:19.623506,rodeo_normal,,main_w1_handler0,1962197,8754703,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9591219209,bcf,2809621.roundup,slurm,,corral-repl,,"""false""",1,,false,"""false""","""false""","""false""","""false""","""false""","""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""true""",1,false,18555127,,1,false,1,false,"""false""","""true""",,21293474,error,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2015-02-19 23:11:49.586928,36032,129629.96342200002
2017-04-05 03:12:43.363319,slurm_normal,,main_w3_handler1,3058166,15490702,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2603464,bcf,9618688.roundup,slurm,,corral-repl,,"""true""",1,,false,"""false""","""false""","""true""","""false""","""false""","""true""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""true""",1,false,,"[{'src': 'hda', 'id': 29074977}]",1,false,1,false,"""false""","""true""",,37115945,error,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2017-04-06 15:13:06.297926,78556,129622.934607
2017-03-13 15:31:46.258565,slurm_normal,,main_w3_handler0,2808995,15282928,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",36065033484,bcf,9426976.roundup,slurm,,corral-repl,,"""false""",1,,false,"""false""","""false""","""false""","""false""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,"[{'src': 'hda', 'id': 28737543}]",1,false,1,false,"""false""","""true""",,35868024,error,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2017-03-15 03:32:12.183080,89389,129625.924515
2017-03-15 13:48:46.393801,slurm_normal,,main_w3_handler1,2808995,15302864,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",36065033484,bcf,9443309.roundup,slurm,,corral-repl,,"""false""",1,,false,"""false""","""false""","""false""","""false""","""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""true""",1,false,,"[{'src': 'hda', 'id': 28737543}]",1,false,1,false,"""false""","""true""",,35868024,error,toolshed.g2.bx.psu.edu/repos/gregory-minevich/bcftools_view/bcftools_view/0.0.1,0.0.1,,2017-03-17 01:49:03.251803,89389,129616.85800200001
