create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.params.__current_case__,parameters.params.anchor_length,parameters.params.bowtie2_settings.__current_case__,parameters.params.bowtie2_settings.b2_settings,parameters.params.bowtie2_settings.preset.__current_case__,parameters.params.bowtie2_settings.preset.b2_preset,parameters.params.bowtie2_settings.preset.b2_preset_select,parameters.params.bowtie_n,parameters.params.coverage_search.__current_case__,parameters.params.coverage_search.max_coverage_intron,parameters.params.coverage_search.min_coverage_intron,parameters.params.coverage_search.use_search,parameters.params.fusion_search.__current_case__,parameters.params.fusion_search.anchor_len,parameters.params.fusion_search.do_search,parameters.params.fusion_search.ignore_chromosomes,parameters.params.fusion_search.min_dist,parameters.params.fusion_search.multipairs,parameters.params.fusion_search.multireads,parameters.params.fusion_search.read_mismatches,parameters.params.indel_search.__current_case__,parameters.params.indel_search.allow_indel_search,parameters.params.indel_search.max_deletion_length,parameters.params.indel_search.max_insertion_length,parameters.params.library_type,parameters.params.max_intron_length,parameters.params.max_multihits,parameters.params.max_segment_intron,parameters.params.microexon_search,parameters.params.min_intron_length,parameters.params.min_segment_intron,parameters.params.output_unmapped,parameters.params.own_junctions.__current_case__,parameters.params.own_junctions.gene_model_ann.__current_case__,parameters.params.own_junctions.gene_model_ann.gene_annotation_model.values,parameters.params.own_junctions.gene_model_ann.use_annotations,parameters.params.own_junctions.no_novel_juncs,parameters.params.own_junctions.raw_juncs.__current_case__,parameters.params.own_junctions.raw_juncs.use_juncs,parameters.params.own_junctions.use_junctions,parameters.params.read_edit_dist,parameters.params.read_mismatches,parameters.params.read_realign_edit_dist,parameters.params.seg_length,parameters.params.seg_mismatches,parameters.params.settingsType,parameters.params.splice_mismatches,parameters.readGroup.__current_case__,parameters.readGroup.specReadGroup,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.genomeSource,parameters.refGenomeSource.index,parameters.refGenomeSource.ownFile.values,parameters.singlePaired.__current_case__,parameters.singlePaired.input.values,parameters.singlePaired.input1.values,parameters.singlePaired.input2.values,parameters.singlePaired.mate_inner_distance,parameters.singlePaired.mate_std_dev,parameters.singlePaired.report_discordant_pairs,parameters.singlePaired.sPaired,params|own_junctions|gene_annotation_model,params|own_junctions|gene_annotation_model_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-07-03 13:22:17.332521,slurm_multi_dynamic_walltime,,main_w2_handler2,2752946,13318224,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",63781981581,fastqsanger,,,7526603,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,mm10,,0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5008ecba7c882e59a'}]",,,,,single,,,,31165230.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-07-05 14:13:14.636410,86770,175857.303889
2016-07-06 16:03:46.089700,slurm_multi_dynamic_walltime,,main_w2_handler2,2244073,13345272,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",33417767556,fastqsanger,33417767556.0,fastqsanger,7554302,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575cc87918073e2e3'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b520282e16bbc71abe'}]",300,20,Yes,paired,,,,30194424.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-07-08 04:04:35.784573,61244,129649.69487300001
2016-07-08 19:30:35.242569,slurm_multi_dynamic_walltime,,main_w1_handler2,2244073,13364121,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",33417767556,fastqsanger,33417767556.0,fastqsanger,7573987,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575cc87918073e2e3'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b520282e16bbc71abe'}]",300,20,Yes,paired,,,,30194424.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-07-10 07:31:23.849346,61244,129648.60677700001
2016-09-17 05:30:47.562399,slurm_multi_development,,main_w4_handler2,2821672,13870451,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7064016464,fastqsanger,7064016464.0,fastqsanger,8093863.roundup,slurm,,corral-repl,,,,1,yes,slurm_multi_development,,"""/galaxy-repl/localdata/chrom/danRer10.len""","""danRer10""",1,8,0.0,No,,,,No,0.0,,,auto,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,true,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,danRer10,,2,"[{'src': 'dce', 'id': '949a88f5690af399'}]",,,100,20,Yes,paired_collection,,,,32978753.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-09-17 06:01:36.366824,80786,1848.804425
2016-09-17 05:30:55.356777,slurm_multi_development,,main_w3_handler2,2821672,13870453,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8033702001,fastqsanger,8033702001.0,fastqsanger,8093908.roundup,slurm,,corral-repl,,,,1,yes,slurm_multi_development,,"""/galaxy-repl/localdata/chrom/danRer10.len""","""danRer10""",1,8,0.0,No,,,,No,0.0,,,auto,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,true,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,danRer10,,2,"[{'src': 'dce', 'id': '026b86bb5534db17'}]",,,100,20,Yes,paired_collection,,,,32978753.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-09-17 06:38:05.016810,80786,4029.660033
2016-09-17 05:30:51.415771,slurm_multi_development,,main_w4_handler2,2821672,13870452,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6875011802,fastqsanger,6875011802.0,fastqsanger,8093941.roundup,slurm,,corral-repl,,,,1,yes,slurm_multi_development,,"""/galaxy-repl/localdata/chrom/danRer10.len""","""danRer10""",1,8,0.0,No,,,,No,0.0,,,auto,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,true,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,danRer10,,2,"[{'src': 'dce', 'id': '745c8490d70939a3'}]",,,100,20,Yes,paired_collection,,,,32978753.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-09-17 07:08:35.899757,80786,5864.483986
2016-09-17 05:30:57.245333,slurm_multi_development,,main_w4_handler2,2821672,13870454,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6020702798,fastqsanger,6020702798.0,fastqsanger,8094183.roundup,slurm,,corral-repl,,,,1,yes,slurm_multi_development,,"""/galaxy-repl/localdata/chrom/danRer10.len""","""danRer10""",1,8,0.0,No,,,,No,0.0,,,auto,0.0,,No,,,,,,1.0,Yes,3,3,fr-unstranded,500000,20,500000,No,70,50,true,1.0,,,,,,,No,2,2,1000,25,2,full,0,1,no,0,indexed,danRer10,,2,"[{'src': 'dce', 'id': '55325c54e2c0d677'}]",,,100,20,Yes,paired_collection,,,,32978753.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-09-17 10:39:36.109907,80786,18518.864574000003
2016-07-21 00:55:38.094690,slurm_multi_dynamic_walltime,,main_w1_handler2,2769429,13457260,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7441885955,fastqsanger,7441885955.0,fastqsanger,7671493,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,papHam1,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51ee45528ebe7b942'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b509c25898d72dc086'}]",200,20,Yes,paired,,,,31595053.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-07-22 12:56:34.797226,86633,129656.70253600001
2016-09-19 16:42:53.396984,slurm_multi_dynamic_walltime,,main_w3_handler2,2817529,13885198,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",15791550360,fastqsanger,15791550360.0,fastqsanger,8110487,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,dm3,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b521018f27f8184b8f'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b521018f27f8184b8f'}]",300,20,Yes,paired,,,,32860873.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-09-21 08:21:20.203340,89710,142706.80635600002
2016-07-19 05:13:55.713758,slurm_multi_dynamic_walltime,,main_w1_handler2,2769429,13440568,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7441885955,fastqsanger,7441885955.0,fastqsanger,7652781,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51ee45528ebe7b942'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b509c25898d72dc086'}]",300,20,Yes,paired,,,,31091000.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-07-20 19:02:24.370437,86633,136108.656679
2016-07-27 15:18:47.657300,slurm_multi_dynamic_walltime,,main_w2_handler2,2769419,13508138,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",15114327560,fastqsanger,15114327560.0,fastqsanger,7723645,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54c2812bc8b25ae7d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b58d9fa67f03de7c05'}]",200,20,Yes,paired,,,,31740996.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-07-29 03:20:29.757010,86633,129702.09971000001
2016-07-28 07:01:44.447742,slurm_multi_dynamic_walltime,,main_w1_handler2,2351266,13513399,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10780524815,fastqsanger,,,7728736,slurm,,corral-repl,2918087538.0,fasta,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef86fe73ce5e84ec'}]",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b510b57bee7f08aebb'}]",,,,,single,,,,31752693.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-07-29 19:03:05.226130,60535,129680.778388
2016-08-21 03:38:17.772744,slurm_multi_dynamic_walltime,,main_w3_handler2,2790075,13691925,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",45307998317,fastqsanger,45307998317.0,fastqsanger,7906362,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19canon,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b541f87975d5791aff'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a563ea460fee0a98'}]",300,20,No,paired,,,,31051452.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-08-22 15:40:48.363518,51666,129750.59077400001
2016-08-21 15:45:21.783236,slurm_multi_dynamic_walltime,,main_w4_handler2,2784398,13692652,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4484036441,fastqsanger,4484036441.0,fastqsanger,7906917,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,papHam1,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54b4b32c265223dfb'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e6069a19a307d4ca'}]",300,20,Yes,paired,,,,30550288.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-08-23 03:47:50.704600,66495,129748.92136400001
2016-10-24 15:08:42.129602,slurm_multi_dynamic_walltime,,main_w3_handler2,2862853,14159073,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6535796293,fastqsanger,6235631388.0,fastqsanger,8376188,slurm,,corral-repl,,,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,hg19canon,,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b585f325c8e4876459'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ba29481ed796d6e2'}]",300,20,Yes,paired,,,,33875982.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/2.1.0,2.1.0,,2016-10-26 13:55:32.645373,92713,168410.515771
