chromInfo,chromInfo_filetype,contaminants,contaminants_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.contaminants,parameters.contaminants.values,parameters.dbkey,parameters.input_file,parameters.input_file.values,parameters.out_prefix,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2015-02-08 22:46:45.973468,rodeo_normal,,main_w2_handler1,2199504,8684249,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1000001,fastq,2682456.roundup,slurm,,corral-repl,,"""5a1c7b02afe411e48e0f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",18446368,,"""FastQC""",,21022057,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2015-02-10 10:47:10.593401,59108.0,129624.61993300001
,,,,2015-01-22 13:12:14.088887,rodeo_normal,,main_w1_handler1,2164496,8586095,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2380639421,fastqsanger,814479.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,"""hg19""",18267513,,"""FastQC""",,20590031,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2015-01-24 01:34:36.307888,57862.0,130942.219001
,,,,2014-12-01 15:20:46.765168,rodeo_normal,,main_w1_handler1,2123431,8281456,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",376848385,fastq,2152107.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",17728421,,"""Rsex_CGATGT_L007_R2_001.fastq""",,18494730,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-12-03 03:22:07.595613,55789.0,129680.83044500001
,,,,2015-01-30 17:59:35.797880,rodeo_normal,,main_w2_handler0,2181833,8639913,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",350142465,fastq,2598454.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",18353187,,"""MDA-MB-361 R1""",,20769607,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2015-02-01 06:00:05.672308,58400.0,129629.87442800001
,,,,2014-12-01 10:18:58.003793,rodeo_normal,,main_w1_handler1,2133765,8279453,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3129345,fastq,2149829.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,,"""Homo_sapiens_nuHg19_mtrCRS""",17726595,,"""FastQC""",,19834038,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-12-02 22:19:38.122106,,129640.11831300001
,,,,2015-01-31 01:15:12.982395,rodeo_normal,,main_w1_handler1,2177070,8642241,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",350142465,fastq,2603021.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",18357600,,"""361 R1""",,20548722,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2015-02-01 13:16:06.582017,58400.0,129653.59962200001
,,,,2014-12-03 13:01:00.280318,rodeo_normal,,main_w1_handler0,2123431,8310109,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",376848385,fastq,408797.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",17728421,,"""Rsex_CGATGT_L007_R2_001.fastq""",,18494730,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-12-05 01:01:35.616371,55789.0,129635.336053
,,,,2015-02-02 10:49:51.504043,rodeo_normal,,main_w1_handler1,2181833,8650226,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",350142465,fastq,2618496.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",18353187,,"""FastQC""",,20769607,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2015-02-03 22:50:16.279049,58400.0,129624.77500600001
,,,,2015-02-03 16:55:37.800816,rodeo_normal,,main_w1_handler0,2193961,8657421,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1000001,fastq,2632155.roundup,slurm,,corral-repl,,"""78e1c8daabc511e4b769005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",18399563,,"""FastQC""",,20963567,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2015-02-05 04:56:21.632140,59108.0,129643.83132400001
,,,,2015-02-03 16:40:37.512741,rodeo_normal,,main_w1_handler1,2193942,8657305,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1000001,fastq,2631938.roundup,slurm,,corral-repl,,"""5f5d7bfeabc311e48f50005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",18396853,,"""FastQC""",,20561264,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2015-02-05 04:41:21.132140,56461.0,129643.619399
,,,,2015-02-03 16:40:35.417306,rodeo_normal,,main_w1_handler0,2193942,8657301,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1000001,fastq,2631934.roundup,slurm,,corral-repl,,"""5f5d7bfeabc311e48f50005056a51846""","""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",18396863,,"""FastQC""",,20561264,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2015-02-05 04:41:21.751550,56461.0,129646.33424400001
,,,,2015-02-03 16:55:39.227373,rodeo_normal,,main_w1_handler0,2193961,8657423,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1000001,fastq,2632158.roundup,slurm,,corral-repl,,"""78e1c8daabc511e4b769005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",18399562,,"""FastQC""",,20963567,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2015-02-05 04:56:20.250330,59108.0,129641.02295700001
,,,,2014-12-17 13:31:43.307404,rodeo_normal,,main_w1_handler1,2151783,8431660,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5093356,fastq,583080.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",18006447,,"""FastQC""",,20080382,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-12-19 01:32:14.924036,56484.0,129631.616632
,,,,2014-12-20 11:10:28.034624,rodeo_normal,,main_w2_handler1,2153528,8448742,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4461996034,bam,609351.rodeo,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,,"""mm10""",18034738,,"""FastQC""",,20115028,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-12-21 23:29:46.657458,15202.0,130758.62283400001
,,,,2014-12-20 11:10:26.487791,rodeo_normal,,main_w2_handler1,2153528,8448741,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5921577852,bam,2353464.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,,"""mm10""",18034736,,"""FastQC""",,20115028,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-12-21 23:29:50.006057,15202.0,130763.51826600001
,,,,2014-12-20 11:10:30.719763,rodeo_normal,,main_w1_handler1,2153528,8448744,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3519491773,bam,2353467.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,,"""mm10""",18034758,,"""FastQC""",,20115028,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2014-12-21 23:29:50.438559,15202.0,130759.718796
,,,,2015-02-11 11:52:32.053128,rodeo_normal,,main_w2_handler0,2202516,8703410,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4973879758,fastq,2719065.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""",,,"""?""",18475084,,"""FastQC""",,20491336,error,toolshed.g2.bx.psu.edu/repos/devteam/fastqc/fastqc/0.52,0.52,,2015-02-12 23:53:18.144829,58234.0,129646.09170100001
