chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.non_commercial_use,parameters.options_type.__current_case__,parameters.options_type.options_type_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-12-08 23:16:15.878272,slurm_normal,,main_w4_handler1,3351733,17752403,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1090978,fasta,11819734,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32826230}]","""true""",,,,42464129,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-12-10 11:17:14.740550,112982.0,129658.86227800002
,,2017-12-09 00:30:46.182264,slurm_normal,,main_w4_handler0,3351733,17752680,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1090978,fasta,11820135,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 32826230}]","""true""",,,,42464129,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-12-10 12:31:15.987623,112982.0,129629.805359
,,2018-03-07 16:08:49.916210,slurm_normal,,main_w4_handler0,3204110,18642375,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1033578,fasta,12737958,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34270297}]","""true""",,,,44427350,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-03-09 04:10:14.060403,109437.0,129684.14419300001
,,2018-01-30 13:35:34.754397,slurm_normal,,main_w3_handler0,3410365,18200432,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1205221,fasta,12281432,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33570975}]","""true""",,,,43205202,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-02-01 01:36:27.224610,52552.0,129652.47021300001
,,2018-01-30 13:35:36.099708,slurm_normal,,main_w4_handler1,3410365,18200434,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1246879,fasta,12281430,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33570977}]","""true""",,,,43205202,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-02-01 01:36:27.491006,52552.0,129651.391298
,,2018-01-31 16:58:35.126260,slurm_normal,,main_w4_handler0,3406738,18213527,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1053480,fasta,12294058,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33575650}]","""true""",0.0,basic,,43579708,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-02-02 04:59:06.405917,46655.0,129631.279657
,,2018-03-07 15:10:41.596022,slurm_normal,,main_w4_handler0,3204110,18641296,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",851265,fasta,12736974,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 33227926}]","""true""",,,,43076658,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-03-09 03:11:16.130440,109437.0,129634.53441800001
,,2018-03-07 15:59:16.559810,slurm_normal,,main_w3_handler0,3204110,18642257,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1098824,fasta,12737825,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34270059}]","""true""",,,,44427350,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-03-09 03:59:45.732930,109437.0,129629.17312
,,2018-03-07 19:28:17.630279,slurm_normal,,main_w3_handler0,3204110,18645277,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1085744,fasta,12740552,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34275062}]","""true""",,,,44435195,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-03-09 07:37:19.327310,109437.0,130141.697031
,,2018-02-24 06:07:05.064514,slurm_normal,,main_w4_handler0,3423314,18504949,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",595874,fasta,12600926,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","[{'src': 'hda', 'id': 34029037}]","""true""",,,,44003256,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2018-02-25 18:07:30.726183,6342.0,129625.66166900001
