chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,parameters.non_commercial_use,parameters.options_type.__current_case__,parameters.options_type.options_type_selector,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-01-30 21:50:24.514027,slurm_normal,,main_w4_handler1,2958710,14909352,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",467689,fasta,9065403.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 28144767}]","""true""",0.0,basic,,35477032,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-01 09:50:59.966002,14117.0,129635.451975
,,2017-03-27 08:28:39.526870,slurm_normal,,main_w3_handler1,3042712,15404673,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",692133,fasta,9539033.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28911237}]","""true""",,,,36609668,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-03-28 20:28:52.061137,5424.0,129612.53426700001
,,2017-02-02 20:29:28.092106,slurm_normal,,main_w3_handler0,2979561,14936721,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",998880,fasta,9093386.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28186310}]","""true""",0.0,basic,,35770789,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-04 09:02:26.902132,,131578.81002600002
,,2017-02-01 21:48:36.196137,slurm_normal,,main_w4_handler0,2916280,14927766,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",910714,fasta,9084243.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28171455}]","""true""",,,,34094627,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-03 09:48:50.451287,93861.0,129614.25515000001
,,2017-02-02 07:55:32.148328,slurm_normal,,main_w3_handler0,1564580,14930441,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1114193,fasta,9087129.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 28057745}]","""true""",,,,35597950,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-03 19:55:52.358238,23125.0,129620.20991
,,2017-03-27 07:08:49.519461,slurm_normal,,main_w3_handler1,3042712,15403919,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",692133,fasta,9538282.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28911237}]","""true""",,,,36609668,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-03-28 19:16:25.951738,5424.0,130056.43227700001
,,2017-02-01 23:59:14.417215,slurm_normal,,main_w3_handler0,1564580,14928548,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1114193,fasta,9085095.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 28057745}]","""true""",,,,35525146,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-03 11:59:51.768002,23125.0,129637.350787
,,2017-02-05 18:57:43.488253,slurm_normal,,main_w3_handler0,2774582,14955236,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1463729,fasta,9112813.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 28217969}]","""true""",,,,35215608,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-07 06:58:20.801849,53985.0,129637.313596
,,2017-02-05 18:57:42.510251,slurm_normal,,main_w4_handler1,2774582,14955234,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1553803,fasta,9112809.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 28217967}]","""true""",,,,35215608,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-07 06:57:50.680772,53985.0,129608.17052100001
,,2017-02-09 06:59:09.143816,slurm_normal,,main_w4_handler1,2988281,14992322,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",709448,fasta,9149112.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 28276864}]","""true""",0.0,basic,,35908788,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-10 18:59:29.123140,,129619.97932400001
,,2017-03-29 07:08:45.346923,slurm_normal,,main_w3_handler1,3042712,15421370,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",692133,fasta,9553636.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28911237}]","""true""",,,,36609668,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-03-30 19:13:14.688808,5424.0,129869.341885
,,2017-03-29 07:08:26.812763,slurm_normal,,main_w4_handler0,3042712,15421361,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",692133,fasta,9553644.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28911237}]","""true""",,,,36609668,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-03-30 19:14:14.245143,5424.0,129947.43238000001
,,2017-02-16 05:22:28.042378,slurm_normal,,main_w4_handler0,2925143,15052790,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",875715,fasta,9208366.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 28376016}]","""true""",,,,34766352,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-17 17:22:56.159863,81363.0,129628.11748500001
,,2017-02-16 05:12:33.103318,slurm_normal,,main_w3_handler1,2925143,15052760,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",875715,fasta,9208315.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 28375986}]","""true""",,,,34766352,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-17 17:12:59.371026,81363.0,129626.26770800001
,,2017-02-16 05:55:49.466096,slurm_normal,,main_w3_handler1,2925143,15052909,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",790277,fasta,9208478.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 28376155}]","""true""",,,,34766352,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-17 17:56:28.008880,81363.0,129638.542784
,,2017-02-16 05:56:08.237886,slurm_normal,,main_w4_handler1,2925143,15052911,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",885138,fasta,9208481.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 28376157}]","""true""",,,,34766352,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-02-17 17:56:27.096030,81363.0,129618.85814400001
,,2017-03-09 01:06:38.570546,slurm_normal,,main_w3_handler1,3018625,15248717,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",584417,fasta,9395194.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 28687875}]","""true""",0.0,basic,,36428945,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-03-10 13:07:05.932663,,129627.36211700001
,,2017-04-10 02:48:30.993667,slurm_normal,,main_w4_handler0,2950306,15537382,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",901759,fasta,9662933.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 29092687}]","""true""",0.0,basic,,37144089,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-04-11 14:48:42.917907,97683.0,129611.92424000001
,,2017-04-11 14:14:50.214711,slurm_normal,,main_w4_handler1,3068934,15555426,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",890960,fasta,9678282.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29170586}]","""true""",,,,37270262,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-04-13 02:16:22.533512,103919.0,129692.318801
,,2017-04-17 12:39:29.418977,slurm_normal,,main_w4_handler1,2021503,15604671,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1140363,fasta,9724642.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29245361}]","""true""",,,,37374010,error,toolshed.g2.bx.psu.edu/repos/iuc/meme_meme/meme_meme/4.11.1.0,4.11.1.0,,2017-04-19 00:40:24.092419,48549.0,129654.67344200001
