create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.aggregation_action,parameters.chromInfo,parameters.dbkey,parameters.exclude_count,parameters.input_file,parameters.input_file.values,parameters.keep_zero_length,parameters.quality_score,parameters.score_comparison,parameters.step_size,parameters.trim_ends,parameters.window_size,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-01-27 06:29:42.477676,slurm_normal,,main_w4_handler0,2967421,14885984,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1981483538,fastqsanger,9045426.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",,"[{'src': 'hda', 'id': 28106338}]","""false""","""0.0""",""">=""","""1""","""53""","""1""",,35578864.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2017-01-28 18:30:03.591743,97789.0,129621.114067
2017-01-27 06:29:41.721607,slurm_normal,,main_w3_handler0,2967421,14885982,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1804005292,fastqsanger,9045422.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",,"[{'src': 'hda', 'id': 28106336}]","""false""","""0.0""",""">=""","""1""","""53""","""1""",,35578864.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2017-01-28 18:30:03.812634,97789.0,129622.091027
2017-01-27 06:29:43.681652,slurm_normal,,main_w4_handler1,2967421,14885988,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1946635488,fastqsanger,9045427.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",,"[{'src': 'hda', 'id': 28106342}]","""false""","""0.0""",""">=""","""1""","""53""","""1""",,35578864.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2017-01-28 18:30:03.123147,97789.0,129619.441495
2017-01-27 06:29:43.344726,slurm_normal,,main_w4_handler1,2967421,14885987,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1809202594,fastqsanger,9045424.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",,"[{'src': 'hda', 'id': 28106341}]","""false""","""0.0""",""">=""","""1""","""53""","""1""",,35578864.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2017-01-28 18:30:03.456729,97789.0,129620.112003
2017-01-27 06:29:42.045589,slurm_normal,,main_w4_handler0,2967421,14885983,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1693866558,fastqsanger,9045423.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",,"[{'src': 'hda', 'id': 28106337}]","""false""","""0.0""",""">=""","""1""","""53""","""1""",,35578864.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2017-01-28 18:30:03.632754,97789.0,129621.587165
2017-01-27 06:29:43.099430,slurm_normal,,main_w3_handler0,2967421,14885986,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2123204222,fastqsanger,9045425.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",,"[{'src': 'hda', 'id': 28106340}]","""false""","""0.0""",""">=""","""1""","""53""","""1""",,35578864.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2017-01-28 18:30:06.394846,97789.0,129623.29541600001
2017-03-29 06:42:03.662952,slurm_normal,,main_w4_handler0,3050253,15421175,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1282921402,fastqsanger,9553473.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",,"[{'src': 'hda', 'id': 28964579}]","""false""","""25.0""",""">=""","""1""","""53""","""1""",,36947345.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2017-03-30 18:42:12.546822,103106.0,129608.88387
2017-06-01 18:48:02.618542,slurm_normal,,main_w4_handler0,3136381,15991421,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7959285240,fastqsanger,10086251.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",,"[{'src': 'hda', 'id': 29852717}]","""false""","""20.0""",""">=""","""1""","""53""","""1""",,38139266.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2017-06-03 06:48:40.889038,106371.0,129638.27049600001
2014-02-07 22:14:40.340686,slurm_single,,main_w2_handler0,1797255,6483094,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",22151864,fastqsanger,513577,slurm,,corral-repl,,,"""min""","""/galaxy/data/chrom/hg19.len""","""hg19""","""50""",14427448,,"""False""","""30.0""",""">=""","""50""","""53""","""50""",,13164088.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2014-02-09 22:24:53.572634,44744.0,173413.231948
2014-02-14 14:12:23.707607,slurm_single,,main_w1_handler0,1805598,6519131,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",532081879,fastqsanger,549094,slurm,,corral-repl,,,"""min""","""/galaxy/data/chrom/?.len""","""?""","""10""",14591827,,"""False""","""20.0""",""">=""","""1""","""53""","""70""",,13337587.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2014-02-16 14:23:08.478797,45152.0,173444.77119
2014-11-14 08:27:48.182558,rodeo_normal,,main_w2_handler0,2083431,8166309,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",226274117,fastqsanger,208248.rodeo,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""20""",17478101,,"""False""","""35.0""",""">=""","""20""","""53""","""20""",,17875637.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2014-11-15 20:28:03.050207,54394.0,129614.867649
2014-06-06 09:01:52.896889,slurm_single,,main_w1_handler0,1912177,7090553,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",14118651177,fastqsanger,1103892,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""5""",15582440,,"""False""","""28.0""",""">=""","""1""","""53""","""10""",,14895017.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2014-06-08 09:12:37.240990,48748.0,173444.34410100002
2014-10-07 11:01:37.166584,roundup_single,,main_w2_handler0,2077722,7940614,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",18787928,fastqsanger,1918653,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""28""",17160101,,"""False""","""0.0""",""">=""","""20""","""53""","""40""",,17441794.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2014-10-09 11:02:30.044895,,172852.878311
2015-01-13 19:58:29.239830,rodeo_normal,,main_w1_handler1,2172300,8540820,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7223568218,fastqsanger,2466550.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""10""",18198186,,"""False""","""30.0""",""">=""","""1""","""3""","""80""",,20357300.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2015-01-15 07:59:04.869850,33776.0,129635.63002000001
2014-11-19 13:25:27.918623,rodeo_normal,,main_w2_handler1,2110952,8202808,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",4187706755,fastqsanger,260822.rodeo,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""14""",17603902,,"""True""","""20.0""",""">=""","""1""","""53""","""15""",,18392589.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2014-11-21 01:25:40.880079,55611.0,129612.961456
2015-01-30 01:03:27.740825,rodeo_normal,,main_w1_handler1,2174295,8635479,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2601174347,fastqsanger,877849.rodeo,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""15""",18336654,,"""False""","""0.4""",""">""","""15""","""3""","""300""",,20391053.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2015-01-31 13:04:07.674170,58011.0,129639.93334500001
2015-02-27 17:19:17.242426,rodeo_normal,,main_w1_handler1,2217664,8829629,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2460855996,fastqsanger,2947225.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""12""",18669393,,"""False""","""20.0""",""">=""","""1""","""3""","""25""",,21495311.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2015-03-01 05:19:48.795365,60135.0,129631.552939
2015-03-02 09:30:26.704179,rodeo_normal,,main_w2_handler1,2217664,8840023,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2460855996,fastqsanger,2966949.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""12""",18669393,,"""False""","""20.0""",""">=""","""1""","""3""","""25""",,21495311.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2015-03-03 21:30:56.337282,60135.0,129629.63310300001
2017-06-02 08:01:38.127424,slurm_normal,,main_w4_handler1,3137126,15997339,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7788351286,fastqsanger,10091829.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",,"[{'src': 'hda', 'id': 29861702}]","""false""","""20.0""",""">=""","""1""","""53""","""3""",,38127175.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2017-06-03 20:03:15.268774,106371.0,129697.14135
2017-06-02 08:04:43.443670,slurm_normal,,main_w4_handler1,3137149,15997347,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7788351286,fastqsanger,10091840.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",,"[{'src': 'hda', 'id': 29862003}]","""false""","""20.0""",""">=""","""1""","""53""","""1""",,38393212.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2017-06-03 20:06:44.383388,107040.0,129720.93971800001
2017-04-04 08:02:12.095213,slurm_normal,,main_w3_handler1,3043779,15479891,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1242147807,fastqsanger,9608465.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",,"[{'src': 'hda', 'id': 29057853}]","""false""","""0.0""","""<=""","""1""","""53""","""1""",,36832424.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2017-04-05 20:02:23.508133,102699.0,129611.41292
2017-04-05 22:47:15.048337,slurm_normal,,main_w3_handler1,3061072,15500612,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3748210157,fastqsanger,9627818.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""0""",,"[{'src': 'hda', 'id': 29091126}]","""false""","""0.0""",""">=""","""1""","""53""","""1""",,37106556.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2017-04-07 10:47:37.222038,95098.0,129622.173701
2017-04-05 22:47:15.228368,slurm_normal,,main_w4_handler1,3061072,15500613,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3713326288,fastqsanger,9627819.roundup,slurm,,corral-repl,,,"""min""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""0""",,"[{'src': 'hda', 'id': 29091128}]","""false""","""0.0""",""">=""","""1""","""53""","""1""",,37106556.0,error,toolshed.g2.bx.psu.edu/repos/devteam/fastq_trimmer_by_quality/fastq_quality_trimmer/1.0.0,1.0.0,,2017-04-07 10:47:37.298967,95098.0,129622.07059900001
