chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.input|__identifier__,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-03-04 23:03:50.962415,slurm_multi,,main_w2_handler2,2621599,12024793,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1035,tabular,6254055,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",23676527,,,,28810240,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-03-06 11:05:04.401922,79823,129673.439507
,,2016-07-04 06:41:29.807803,slurm_multi,,main_w2_handler2,2747683,13323043,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2576,tabular,7579554,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5044de01b2b9a3fe5'}]",,,31039023,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-07-11 18:45:59.425471,86498,648269.617668
,,2016-07-04 06:41:23.785843,slurm_multi,,main_w2_handler2,2747683,13323033,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8009,tabular,7545486,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e9e099d335106505'}]",,,31039023,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-07-07 06:43:55.950979,86498,259352.16513600003
,,2016-07-04 06:41:27.108758,slurm_multi,,main_w2_handler2,2747683,13323039,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7953,tabular,7559845,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55a042d0b4defdaae'}]",,,31039023,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-07-08 18:44:38.800507,86498,388991.69174900005
,,2016-05-13 11:32:47.275715,slurm_multi,,main_w1_handler2,2704843,12883816,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",31170094,fastq,7123988,slurm,,corral-repl,,0,no,,"""6a0808a418fe11e6871d005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52f5c050a6e29cc13'}]",,,30213826,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-05-20 04:28:50.278274,84391,579363.002559
,,2016-03-05 02:21:01.403281,slurm_multi,,main_w2_handler2,2621599,12027074,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1427,tabular,6266776,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23679187,,,,28822194,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-03-07 23:05:37.472344,79823,247476.069063
,,2016-10-14 19:57:14.037405,slurm_multi_development,,main_w3_handler2,2855435,14084938,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",408826530,tabular,8301699.roundup,slurm,,corral-repl,,1,yes,slurm_multi_development,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b597271fac629a8cd8'}]",,,32443707,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-10-14 20:27:36.808533,5254,1822.771128
,,2016-07-04 06:41:25.709269,slurm_multi,,main_w1_handler2,2747683,13323035,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8093,tabular,7528315,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5996dba625ebd07ae'}]",,,31039023,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-07-05 18:43:16.090670,86498,129710.381401
,,2016-03-05 02:21:13.203240,slurm_multi,,main_w2_handler2,2621599,12027089,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1474,tabular,6284714,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23679201,,,,28822194,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-03-09 11:07:12.899229,79823,377159.695989
,,2016-09-16 09:11:12.496441,slurm_multi,,main_w3_handler2,2811500,13863728,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1656171952,tabular,8087007,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5da2c98207af5a4e3'}]",,,32791624,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-09-17 21:11:39.409802,87638,129626.91336100001
,,2016-07-04 06:41:28.465938,slurm_multi,,main_w2_handler2,2747683,13323041,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7919,tabular,7573718,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c5da380034af6b2'}]",,,31039023,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-07-10 06:45:19.585847,86498,518631.11990900006
,,2016-09-17 21:15:44.949070,slurm_multi,,main_w3_handler2,2822432,13872420,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1272628626,tabular,8095740,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/259.len""","""259""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5661edd0e6866abb7'}]","""reverse""",,32976471,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-09-19 09:16:05.841385,90265,129620.892315
,,2016-10-17 22:16:23.801768,slurm_multi,,main_w4_handler2,2841684,14102758,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",750344054,tabular,8317833,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55de671218b281786'}]",,,33762961,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-10-19 10:19:53.535752,19316,129809.733984
,,2016-07-04 06:41:30.448897,slurm_multi,,main_w2_handler2,2747683,13323045,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8239,tabular,7588229,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57bc647e1b8a87a00'}]",,,31039023,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-07-13 06:46:51.498349,86498,777921.0494520001
,,2016-10-16 22:27:15.483997,slurm_multi,,main_w3_handler2,2856489,14093854,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6121860408,tabular,8309668,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b546fe83678cc0984a'}]",,,33736320,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-10-18 10:29:31.254593,84316,129735.770596
,,2016-04-03 02:01:18.587660,slurm_multi,,main_w2_handler2,2655711,12323013,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1373901,tabular,6529707,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",24120289,,,,27646699,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-04-04 14:31:26.456744,41721,131407.869084
,,2016-04-05 01:56:02.356130,slurm_multi,,main_w2_handler2,2574989,12339599,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",116906106,gtf,6545277,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",23012184,,,,27425394,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-04-06 15:31:42.660819,50550,135340.304689
,,2016-09-19 08:33:46.103464,slurm_multi,,main_w3_handler2,2811500,13880729,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1656171952,tabular,8103661,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5da2c98207af5a4e3'}]",,,32791624,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-09-20 20:34:17.650280,87638,129631.546816
,,2016-09-21 07:23:14.483441,slurm_multi,,main_w3_handler2,2811500,13903042,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1656171952,tabular,8125881,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5da2c98207af5a4e3'}]",,,32791624,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-09-22 19:26:00.187912,87638,129765.704471
,,2016-10-17 20:12:20.833528,slurm_multi,,main_w3_handler2,2852796,14102078,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",408826530,tabular,8317205,slurm,,corral-repl,,0,no,,"""01c29b5a94a611e69575005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e2be76ce87d4a64'}]",,,33755228,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-10-19 08:17:53.840096,61346,129933.00656800001
,,2016-09-21 21:17:03.893459,slurm_multi,,main_w4_handler2,2033676,13910615,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",14501506994,tabular,8133311,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50d0e2895df7a6a50'}]",,,33036302,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-09-23 10:05:42.887086,52544,132518.99362700002
,,2016-06-01 04:50:57.066125,slurm_multi,,main_w2_handler2,2723754,13036628,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",0,tabular,7216624,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbd8a8f931a6b1e0'}]",,,30099655,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-02 16:57:20.459299,82541,129983.39317400001
,,2016-09-26 07:45:39.942247,slurm_multi,,main_w3_handler2,2811500,13941531,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1656171952,tabular,8163599,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5da2c98207af5a4e3'}]",,,32791624,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-09-27 19:50:20.269149,87638,129880.32690200002
1430103.0,len,2016-10-20 13:32:01.063263,slurm_multi,,main_w4_handler2,2851009,14130539,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",261980,tabular,8344882,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/main/files/017/475/dataset_17475307.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56b1374a2d6740b32'}]",,,32693663,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-10-22 01:32:27.070326,71284,129626.00706300001
,,2016-08-24 08:00:01.031362,slurm_multi,,main_w3_handler2,2789044,13709943,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1360853438,tabular,7926618,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d981520bd257cbf8'}]",,,31636439,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-08-25 22:14:24.895434,87638,137663.864072
,,2016-08-24 14:25:32.404702,slurm_multi,,main_w3_handler2,2800273,13711772,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",688299462,tabular,7928411,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58f2264c286036943'}]",,,32481832,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-08-26 06:09:28.279494,24471,143035.87479200002
,,2016-08-26 09:34:43.931786,slurm_multi,,main_w4_handler2,2789044,13724168,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1360853438,tabular,7941507,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d981520bd257cbf8'}]",,,31636439,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-08-27 22:53:50.348333,87638,134346.416547
,,2016-08-22 12:46:31.293801,slurm_multi,,main_w3_handler2,2789044,13697431,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1360853438,tabular,7913049,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d981520bd257cbf8'}]",,,31636439,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-08-24 00:47:55.281165,87638,129683.98736400002
,,2016-09-07 11:33:54.232913,slurm_multi,,main_w3_handler2,2811500,13796535,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1656171952,tabular,8017012,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5da2c98207af5a4e3'}]",,,32791624,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-09-08 23:34:15.273857,87638,129621.04094400001
,,2016-08-29 20:21:39.538781,slurm_multi,,main_w4_handler2,2298977,13743845,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3496332930,tabular,7963810,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b595142abc32578c50'}]",,,32588382,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-08-31 08:22:21.085054,49878,129641.54627300001
,,2016-08-27 04:03:10.936081,slurm_multi,,main_w3_handler2,2803681,13730072,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",223643314,tabular,7948275,slurm,,corral-repl,,0,no,,"""2b0863646c0b11e68709005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a333c0f6d3933f2a'}]",,,32590468,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-08-28 16:34:25.182854,75824,131474.24677300002
,,2016-10-26 13:07:50.781982,slurm_multi,,main_w3_handler2,2863545,14180333,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",63577153,tabular,8392842,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5125cfd08a6ae9561'}]",,,33915008,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-10-28 01:44:19.629120,87795,131788.847138
,,2016-10-07 02:13:30.133668,slurm_multi,,main_w4_handler2,2846033,14025671,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2958124932,tabular,8243723,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bc31661ee794d46f'}]",,,33512609,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-10-08 14:14:23.325576,73233,129653.19190800001
,,2016-11-03 15:54:34.166654,slurm_multi,,main_w3_handler2,2875728,14242187,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",71787154,tabular,8450987,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7d1e1ed63ab5fb6'}]",,,32470359,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-11-05 03:55:01.262058,62307,129627.095404
,,2016-11-15 04:40:30.506940,slurm_multi,,main_w3_handler2,2894588,14341427,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3084404628,tabular,8557377,slurm,,corral-repl,,0,no,,"""a2ceace8aaed11e6b350005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54f0c911345539bd0'}]",,,34247822,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-11-17 19:39:24.406009,61346,226733.899069
,,2016-11-14 19:28:39.409307,slurm_multi,,main_w4_handler2,2893974,14337521,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3492394312,tabular,8543855,slurm,,corral-repl,,0,no,,"""8ac9ce5eaaa011e6ba61005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a8c8954a977b349f'}]",,,34247822,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-11-16 07:39:02.230780,61346,130222.821473
,,2016-11-18 08:04:04.929519,slurm_multi,,main_w3_handler2,2896889,14374150,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11598812,tabular,8579816,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f8b687eeeea0ca9'}]",,,34323259,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-11-19 20:39:44.506525,47705,131739.577006
,,2016-11-22 20:40:24.412450,slurm_multi,,main_w4_handler2,2904766,14408745,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",500983846,tabular,8613610,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27373339}]",,,32868846,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-11-24 10:07:36.581611,50564,134832.169161
,,2017-02-23 08:30:05.851108,slurm_multi,,main_w4_handler2,3003569,15116004,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",135631543,tabular,9276540,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 28475951}]",,,34745964,error,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2017-02-25 08:37:48.967997,75722,173263.116889
