create_time,destination_id,exit_code,fastq_input1,fastq_input1_filetype,fastq_input2,fastq_input2_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.analysis_type.B,parameters.analysis_type.E,parameters.analysis_type.L,parameters.analysis_type.M,parameters.analysis_type.O,parameters.analysis_type.R,parameters.analysis_type.__current_case__,parameters.analysis_type.analysis_type_selector,parameters.analysis_type.d,parameters.analysis_type.e,parameters.analysis_type.i,parameters.analysis_type.k,parameters.analysis_type.l,parameters.analysis_type.m,parameters.analysis_type.n,parameters.analysis_type.o,parameters.analysis_type.q,parameters.chromInfo,parameters.dbkey,parameters.fastq_input1|__identifier__,parameters.input_type.__current_case__,parameters.input_type.adv_pe_options.__current_case__,parameters.input_type.adv_pe_options.adv_pe_options_selector,parameters.input_type.adv_se_options.__current_case__,parameters.input_type.adv_se_options.adv_se_options_selector,parameters.input_type.fastq_input1,parameters.input_type.fastq_input1.values,parameters.input_type.fastq_input2,parameters.input_type.fastq_input2.values,parameters.input_type.input_type_selector,parameters.reference_source.__current_case__,parameters.reference_source.index_a,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.rg.CN,parameters.rg.DS,parameters.rg.DT,parameters.rg.FO,parameters.rg.KS,parameters.rg.PG,parameters.rg.PI,parameters.rg.PL,parameters.rg.PU,parameters.rg.__current_case__,parameters.rg.read_group_id_conditional.__current_case__,parameters.rg.read_group_id_conditional.do_auto_name,parameters.rg.read_group_lb_conditional.__current_case__,parameters.rg.read_group_lb_conditional.do_auto_name,parameters.rg.read_group_sm_conditional.__current_case__,parameters.rg.read_group_sm_conditional.do_auto_name,parameters.rg.rg_selector,ref_file,ref_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-03 11:49:40.253332,slurm_multi_dynamic_walltime,,8716322534,fastqsanger,5975603412.0,fastqsanger,main_w2_handler2,2642522,12324921,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6531633,slurm,,corral-repl,,0,no,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,1.0,do_not_set,,,24122819.0,,24122820.0,,paired,0,,hg38,,cached,,,,,,,,,,2,,,,,,,set_id_auto,,,,29134364,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-04-04 23:50:31.076762,81152,129650.82343
2016-04-04 14:56:17.546719,slurm_multi_dynamic_walltime,,6246190282,fastqsanger,4527312636.0,fastqsanger,main_w2_handler2,2642522,12334781,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6544619,slurm,,corral-repl,,0,no,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,1.0,do_not_set,,,24122956.0,,24122957.0,,paired,0,,hg38,,cached,,,,,,,,,,2,,,,,,,set_id_auto,,,,29134364,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-04-06 14:52:48.370324,81152,172590.823605
2016-04-06 22:39:14.596095,slurm_multi_dynamic_walltime,,3275758475,fastqsanger,2254298507.0,fastqsanger,main_w2_handler2,2642522,12357154,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6575843,slurm,,corral-repl,,0,no,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,1.0,do_not_set,,,24172587.0,,24172588.0,,paired,0,,hg38,,cached,,,,,,,,,,2,,,,,,,set_id_auto,,,,29134364,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-04-09 14:52:44.980169,81152,231210.384074
2016-04-05 09:41:28.296324,slurm_multi_dynamic_walltime,,4361719617,fastqsanger,3009842213.0,fastqsanger,main_w2_handler2,2642522,12341560,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6558841,slurm,,corral-repl,,0,no,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,1.0,do_not_set,,,24148282.0,,24148283.0,,paired,0,,hg38,,cached,,,,,,,,,,2,,,,,,,set_id_auto,,,,29134364,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-04-08 05:32:05.960703,81152,244237.66437900002
2016-04-08 15:56:45.951960,slurm_multi_dynamic_walltime,,2114937096,fastqsanger,1505336518.0,fastqsanger,main_w2_handler2,2642522,12392153,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6592435,slurm,,corral-repl,,0,no,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,1.0,do_not_set,,,24214227.0,,24214229.0,,paired,0,,hg38,,cached,,,,,,,,,,2,,,,,,,set_id_auto,,,,29134364,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-04-10 08:24:15.339822,81152,145649.387862
2016-04-09 18:37:14.799268,slurm_multi_dynamic_walltime,,1603965306,fastqsanger,1127126704.0,fastqsanger,main_w2_handler2,2642522,12402325,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6602042,slurm,,corral-repl,,0,no,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,1.0,do_not_set,,,24232420.0,,24232421.0,,paired,0,,hg38,,cached,,,,,,,,,,2,,,,,,,set_id_auto,,,,29134364,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-04-11 06:37:48.910409,81152,129634.111141
2016-04-10 10:25:37.519695,slurm_multi_dynamic_walltime,,1093190696,fastqsanger,751952674.0,fastqsanger,main_w2_handler2,2642522,12406574,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6607200,slurm,,corral-repl,,0,no,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,1.0,do_not_set,,,24239336.0,,24239337.0,,paired,0,,hg38,,cached,,,,,,,,,,2,,,,,,,set_id_auto,,,,29134364,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-04-11 22:26:27.059551,81152,129649.539856
2016-04-12 04:52:37.213576,slurm_multi_dynamic_walltime,,551362085,fastqsanger,375963925.0,fastqsanger,main_w2_handler2,2642522,12426235,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6626615,slurm,,corral-repl,,0,no,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,1.0,do_not_set,,,24266683.0,,24266684.0,,paired,0,,hg38,,cached,,,,,,,,,,2,,,,,,,set_id_auto,,,,29134364,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-04-13 16:55:51.290892,81152,129794.07731600001
2016-05-27 10:38:09.017476,slurm_multi_dynamic_walltime,,1436174347,fastqsanger,1436020225.0,fastqsanger,main_w1_handler2,2715204,13001862,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7188010,slurm,,corral-repl,,0,no,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,0,1.0,do_not_set,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53b3f7ae119049b25'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5137885b9b644d13a'}]",paired,1,auto,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57a29a697ffc71ef6'}]",history,,,,,,,,,,3,,,,,,,do_not_set,2865439942.0,fasta,,30434817,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-05-28 22:39:01.196489,77379,129652.179013
2016-10-17 19:47:01.401258,slurm_multi_dynamic_walltime,,117233760566,fastqsanger,117233760566.0,fastqsanger,main_w4_handler2,2854017,14101774,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8316916,slurm,,corral-repl,,0,no,,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,1.0,do_not_set,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57747d82b912d2130'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b71e3a3f2a30978f'}]",paired,0,,hg38,,cached,,,,,,,,,,3,,,,,,,do_not_set,,,,33646636,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-10-19 07:50:53.193849,92125,129831.792591
2016-09-22 22:17:36.566816,slurm_multi_development,,801940705,fastqsanger,801758109.0,fastqsanger,main_w3_handler2,2829884,13921102,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8143368.roundup,slurm,,corral-repl,,1,yes,slurm_multi_development,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,0,1.0,do_not_set,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54c230c9fe94f3541'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4ee567a1375f39e'}]",paired,0,,hg19,,cached,,,,,,,,,,3,,,,,,,do_not_set,,,,32443707,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2016-09-22 22:49:33.858254,5254,1917.2914380000002
2017-05-01 01:11:37.983069,slurm_multi_development,,4729282958,fastqsanger,,,main_w3_handler2,3092619,15712802,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9824364.roundup,slurm,,corral-repl,,1,yes,slurm_multi_development,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,2,,,1.0,do_not_set,,"[{'src': 'hda', 'id': 29414063}]",,,single,0,,hg19,,cached,,,,,,,,,,3,,,,,,,do_not_set,,,,37619346,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2017-05-01 02:04:13.622886,104859,3155.639817
2017-05-01 13:12:08.008585,slurm_multi_development,,1162360750,fastqsanger,,,main_w4_handler2,3093094,15715271,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9826631.roundup,slurm,,corral-repl,,1,yes,slurm_multi_development,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""RKOCas9gYAP1-3_1_S15_L004_R1_001.fastq""",2,,,1.0,do_not_set,,"[{'src': 'hda', 'id': 29414684}]",,,single,0,,hg19,,cached,,,,,,,,,,3,,,,,,,do_not_set,,,,37619346,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2017-05-01 14:12:08.303405,104859,3600.29482
2017-05-01 12:37:41.324906,slurm_multi_development,,1162360750,fastqsanger,,,main_w3_handler2,3093094,15715077,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9826784.roundup,slurm,,corral-repl,,1,yes,slurm_multi_development,,,,,,,0,illumina,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""RKOCas9gYAP1-3_1_S15_L004_R1_001.fastq""",2,,,1.0,do_not_set,,"[{'src': 'hda', 'id': 29414684}]",,,single,0,,hg19,,cached,,,,,,,,,,3,,,,,,,do_not_set,,,,37619346,error,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa/0.7.12.1,0.7.12.1,,2017-05-01 15:10:18.602467,104859,9157.277561
