create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__index__,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-07-31 19:29:00.976909,slurm_normal,,main_w3_handler0,3206956,16472633,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",503952403,bam,10540678.roundup,slurm,,corral-repl,,0,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30703990}]",,39595790,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-08-02 07:29:33.121022,109561,129632.144113
2017-07-31 19:22:29.848430,slurm_normal,,main_w3_handler0,3206956,16472591,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1444350614,bam,10540604.roundup,slurm,,corral-repl,,2,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30684256}]",,39595790,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-08-02 07:23:02.976901,109561,129633.128471
2017-08-21 14:17:49.054896,slurm_normal,,main_w4_handler0,3228245,16622957,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3025480831,bam,10694452.roundup,slurm,,corral-repl,,,0.0,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30936731}]",,39874271,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-08-23 02:18:18.003068,109360,129628.948172
2017-08-21 19:45:25.502908,slurm_normal,,main_w4_handler1,3206956,16626340,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3576811391,bam,10697734.roundup,slurm,,corral-repl,,,0.0,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30935985}]",,39619706,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-08-23 07:45:52.695290,109561,129627.19238200001
2017-08-23 12:42:07.516815,slurm_normal,,main_w4_handler1,3087719,16639865,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5773131345,bam,10712210.roundup,slurm,,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30934397}]",,40021805,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-08-25 00:42:42.923646,104738,129635.40683100001
2017-08-23 14:15:57.101277,slurm_normal,,main_w3_handler1,3206956,16641186,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",503952403,bam,10713286.roundup,slurm,,corral-repl,,,0.0,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 30965528}]",,39979778,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-08-25 02:16:17.298231,109561,129620.19695400001
2017-09-11 11:05:02.824885,slurm_normal,,main_w4_handler0,3237561,16786404,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7925908756,bam,10854799.roundup,slurm,,corral-repl,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 31160463}]",,40353576,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-09-12 23:05:29.433059,52261,129626.60817400001
2017-09-11 11:05:10.225574,slurm_normal,,main_w3_handler0,3237561,16786405,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7732672601,bam,10854801.roundup,slurm,,corral-repl,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 31160471}]",,40353576,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-09-12 23:06:00.391994,52261,129650.16642000001
2017-09-22 17:13:30.389022,slurm_normal,,main_w4_handler0,3248980,16901816,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1158327636,bam,10970623.roundup,slurm,,corral-repl,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 31370620}]",,40761663,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-09-24 05:17:25.324031,109561,129834.93500900001
2017-12-30 23:08:17.405648,slurm_normal,,main_w3_handler0,3378528,17919786,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1208283383,bam,11995023,slurm,,corral-repl,,,0.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 33118163}]",,42918151,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2018-01-01 11:08:36.350100,114163,129618.94445200001
2017-12-30 23:13:23.474222,slurm_normal,,main_w4_handler1,3378528,17919823,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1107710751,bam,11995050,slurm,,corral-repl,,,0.0,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 33118164}]",,42918151,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2018-01-01 11:13:35.967118,114163,129612.49289600001
2017-11-12 21:12:33.793010,slurm_normal,,main_w4_handler0,3315661,17430404,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1564422099,bam,11488672,slurm,,corral-repl,,,,,"""/galaxy-repl/main/files/022/189/dataset_22189287.dat""","""Me49_v34 Genome Reference""",,"[{'src': 'hda', 'id': 32268905}]",,41945174,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2017-11-14 09:13:19.372001,114041,129645.578991
2018-03-06 13:16:37.253918,slurm_normal,,main_w4_handler1,1766501,18623513,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2845819052,bam,12719860,slurm,,corral-repl,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 33746472}]",,43710909,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2018-03-08 01:16:54.509620,3443,129617.25570200001
2018-03-07 13:40:09.029502,slurm_normal,,main_w3_handler0,1766501,18639381,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2845819052,bam,12735491,slurm,,corral-repl,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 33746472}]",,43710909,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2018-03-09 01:40:43.664814,3443,129634.63531200001
2018-03-06 13:16:55.763035,slurm_normal,,main_w4_handler0,1766501,18623519,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3055881524,bam,12719864,slurm,,corral-repl,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 33746466}]",,43710909,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2018-03-08 01:17:25.149152,3443,129629.386117
2018-02-20 14:13:08.646524,slurm_normal,,main_w4_handler0,1766501,18447090,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2662523595,bam,12542063,slurm,,corral-repl,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 33895535}]",,43710909,error,CONVERTER_bam_to_bigwig_0,1.0.0,,2018-02-22 02:13:37.357838,3443,129628.71131400001
