create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.params.__current_case__,parameters.params.anchor_length,parameters.params.bowtie2_settings.__current_case__,parameters.params.bowtie2_settings.b2_settings,parameters.params.bowtie_n,parameters.params.coverage_search.__current_case__,parameters.params.coverage_search.max_coverage_intron,parameters.params.coverage_search.min_coverage_intron,parameters.params.coverage_search.use_search,parameters.params.fusion_search.__current_case__,parameters.params.fusion_search.do_search,parameters.params.indel_search.__current_case__,parameters.params.indel_search.allow_indel_search,parameters.params.indel_search.max_deletion_length,parameters.params.indel_search.max_insertion_length,parameters.params.library_type,parameters.params.max_intron_length,parameters.params.max_multihits,parameters.params.max_segment_intron,parameters.params.microexon_search,parameters.params.min_intron_length,parameters.params.min_segment_intron,parameters.params.own_junctions.__current_case__,parameters.params.own_junctions.use_junctions,parameters.params.read_edit_dist,parameters.params.read_mismatches,parameters.params.read_realign_edit_dist,parameters.params.seg_length,parameters.params.seg_mismatches,parameters.params.settingsType,parameters.params.splice_mismatches,parameters.readGroup.__current_case__,parameters.readGroup.specReadGroup,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.genomeSource,parameters.refGenomeSource.index,parameters.refGenomeSource.ownFile,parameters.singlePaired.__current_case__,parameters.singlePaired.input1,parameters.singlePaired.input2,parameters.singlePaired.mate_inner_distance,parameters.singlePaired.mate_std_dev,parameters.singlePaired.report_discordant_pairs,parameters.singlePaired.sPaired,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-04-12 07:22:23.571585,slurm_multi,,main_w2_handler2,2262981,9206140,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",21001015916,fastqsanger,21001015916.0,fastqsanger,3488298,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,8,0.0,No,No,0.0,20000,50,Yes,0.0,No,1.0,Yes,3,3,fr-unstranded,500000,1,500000,No,70,50,1.0,No,2,2,1000,25,2,full,0,1,no,0,indexed,mm9,,1,19199776,19199776.0,250,25,Yes,paired,,22354782,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 19:23:12.904668,16722,129649.333083
2015-04-12 07:25:09.327012,slurm_multi,,main_w2_handler2,2266427,9206155,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7001445635,fastqsanger,7000769355.0,fastqsanger,3489437,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,8,0.0,No,No,0.0,20000,50,Yes,0.0,No,1.0,Yes,3,3,fr-unstranded,500000,1,500000,No,70,50,1.0,No,2,2,1000,25,2,full,0,1,no,0,indexed,mm9,,1,19232696,19232697.0,250,25,Yes,paired,,22354782,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-14 00:48:09.058911,16722,148979.731899
2015-04-11 21:19:57.950919,slurm_multi,,main_w2_handler2,2261285,9204308,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",14491846878,fastqsanger,,,3485990,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,papHam1,,0,19178182,,,,,single,,22285259,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-13 09:20:35.281607,62005,129637.330688
2015-04-13 21:39:32.529728,slurm_multi,,main_w2_handler2,2254323,9221498,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",37504786667,fastqsanger,37504786667.0,fastqsanger,3503139,slurm,,corral-repl,902009482.0,fasta,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,1,history,,19090141.0,1,19070372,19070373.0,220,60,No,paired,,22442002,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-15 13:18:16.561469,60145,142724.031741
2015-04-12 07:26:32.727083,slurm_multi,,main_w2_handler2,2266427,9206159,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6945206656,fastqsanger,6944553468.0,fastqsanger,3502481,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,8,0.0,No,No,0.0,20000,50,Yes,0.0,No,1.0,Yes,3,3,fr-unstranded,500000,1,500000,No,70,50,1.0,No,2,2,1000,25,2,full,0,1,no,0,indexed,mm9,,1,19232698,19232699.0,250,25,Yes,paired,,22354782,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-15 09:56:16.344292,16722,268183.617209
2015-04-12 20:46:57.433733,slurm_multi,,main_w2_handler2,2262981,9210121,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",21003247648,fastqsanger,21001015916.0,fastqsanger,3503883,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,8,0.0,No,No,0.0,20000,50,Yes,0.0,No,1.0,Yes,3,3,fr-unstranded,500000,1,500000,No,70,50,1.0,No,2,2,1000,25,2,full,0,1,no,0,indexed,mm9,,1,19199774,19199776.0,250,25,Yes,paired,,22354782,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-15 17:28:51.602935,16722,247314.16920200002
2015-04-14 15:50:16.031344,slurm_multi,,main_w2_handler2,1653721,9229248,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13794828835,fastqsanger,13794828835.0,fastqsanger,3510587,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,mm10,,1,19278365,19278366.0,300,20,Yes,paired,,22186982,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-16 05:41:44.403230,40452,136288.371886
2015-04-16 20:13:11.297854,slurm_multi,,main_w2_handler2,1385998,9249536,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6470905005,fastqsanger,6470905005.0,fastqsanger,3533331,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,mm9,,1,19318200,19318199.0,300,20,Yes,paired,,22533348,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-18 08:13:53.125175,33174,129641.827321
2015-04-17 16:53:17.290571,slurm_multi,,main_w2_handler2,1385998,9259143,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5935799382,fastqsanger,5935799382.0,fastqsanger,3543820,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,mm9,,1,19318202,19318201.0,300,20,Yes,paired,,22533348,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-19 04:53:51.337715,33174,129634.04714400001
2015-04-20 19:31:40.956494,slurm_multi,,main_w2_handler2,2236041,9281207,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7468127790,fastqsanger,,,3584726,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,mm10,,0,18842654,,,,,single,,21519158,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-22 07:32:21.113549,60378,129640.157055
2015-04-20 18:10:55.942906,slurm_multi,,main_w2_handler2,1385998,9280765,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6470905005,fastqsanger,6470905005.0,fastqsanger,3583809,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,mm10,,1,19386510,19386495.0,300,20,Yes,paired,,22533348,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-22 06:11:49.799865,33174,129653.85695900001
2015-04-20 18:05:55.105969,slurm_multi,,main_w2_handler2,1385998,9280729,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5935799382,fastqsanger,5935799382.0,fastqsanger,3583731,slurm,,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,no,0,indexed,mm10,,1,19386516,19386513.0,300,20,Yes,paired,,22533348,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-22 06:06:50.279125,33174,129655.173156
