create_time,destination_id,exit_code,gene_annotation_model,gene_annotation_model_filetype,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.genomeSource,parameters.refGenomeSource.index,parameters.refGenomeSource.ownFile,parameters.singlePaired.__current_case__,parameters.singlePaired.input2,parameters.singlePaired.mate_inner_distance,parameters.singlePaired.pParams.__current_case__,parameters.singlePaired.pParams.anchor_length,parameters.singlePaired.pParams.closure_search.__current_case__,parameters.singlePaired.pParams.closure_search.use_search,parameters.singlePaired.pParams.coverage_search.__current_case__,parameters.singlePaired.pParams.coverage_search.max_coverage_intron,parameters.singlePaired.pParams.coverage_search.min_coverage_intron,parameters.singlePaired.pParams.coverage_search.use_search,parameters.singlePaired.pParams.indel_search.__current_case__,parameters.singlePaired.pParams.indel_search.allow_indel_search,parameters.singlePaired.pParams.indel_search.max_deletion_length,parameters.singlePaired.pParams.indel_search.max_insertion_length,parameters.singlePaired.pParams.initial_read_mismatches,parameters.singlePaired.pParams.library_type,parameters.singlePaired.pParams.mate_std_dev,parameters.singlePaired.pParams.max_intron_length,parameters.singlePaired.pParams.max_multihits,parameters.singlePaired.pParams.max_segment_intron,parameters.singlePaired.pParams.microexon_search,parameters.singlePaired.pParams.min_intron_length,parameters.singlePaired.pParams.min_segment_intron,parameters.singlePaired.pParams.own_junctions.__current_case__,parameters.singlePaired.pParams.own_junctions.gene_model_ann.__current_case__,parameters.singlePaired.pParams.own_junctions.gene_model_ann.gene_annotation_model,parameters.singlePaired.pParams.own_junctions.gene_model_ann.use_annotations,parameters.singlePaired.pParams.own_junctions.no_novel_juncs,parameters.singlePaired.pParams.own_junctions.raw_juncs.__current_case__,parameters.singlePaired.pParams.own_junctions.raw_juncs.raw_juncs,parameters.singlePaired.pParams.own_junctions.raw_juncs.use_juncs,parameters.singlePaired.pParams.own_junctions.use_junctions,parameters.singlePaired.pParams.pSettingsType,parameters.singlePaired.pParams.seg_length,parameters.singlePaired.pParams.seg_mismatches,parameters.singlePaired.pParams.splice_mismatches,parameters.singlePaired.sPaired,parameters.singlePaired.sParams.__current_case__,parameters.singlePaired.sParams.anchor_length,parameters.singlePaired.sParams.closure_search.__current_case__,parameters.singlePaired.sParams.closure_search.use_search,parameters.singlePaired.sParams.coverage_search.__current_case__,parameters.singlePaired.sParams.coverage_search.max_coverage_intron,parameters.singlePaired.sParams.coverage_search.min_coverage_intron,parameters.singlePaired.sParams.coverage_search.use_search,parameters.singlePaired.sParams.indel_search.__current_case__,parameters.singlePaired.sParams.indel_search.allow_indel_search,parameters.singlePaired.sParams.indel_search.max_deletion_length,parameters.singlePaired.sParams.indel_search.max_insertion_length,parameters.singlePaired.sParams.initial_read_mismatches,parameters.singlePaired.sParams.library_type,parameters.singlePaired.sParams.max_intron_length,parameters.singlePaired.sParams.max_multihits,parameters.singlePaired.sParams.max_segment_intron,parameters.singlePaired.sParams.microexon_search,parameters.singlePaired.sParams.min_intron_length,parameters.singlePaired.sParams.min_segment_intron,parameters.singlePaired.sParams.own_junctions.__current_case__,parameters.singlePaired.sParams.own_junctions.gene_model_ann.__current_case__,parameters.singlePaired.sParams.own_junctions.gene_model_ann.use_annotations,parameters.singlePaired.sParams.own_junctions.no_novel_juncs,parameters.singlePaired.sParams.own_junctions.raw_juncs.__current_case__,parameters.singlePaired.sParams.own_junctions.raw_juncs.use_juncs,parameters.singlePaired.sParams.own_junctions.use_junctions,parameters.singlePaired.sParams.sSettingsType,parameters.singlePaired.sParams.seg_length,parameters.singlePaired.sParams.seg_mismatches,parameters.singlePaired.sParams.splice_mismatches,raw_juncs,raw_juncs_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2014-03-13 12:54:11.919679,slurm_multi,,,,main_w2_handler2,1721596,6664289,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7882769245,txt,,,695053,slurm,,corral-repl,,,,,,,,"""/galaxy/data/chrom/mm9.len""","""mm9""",14918872,,0,indexed,/galaxy/data/mm9/bowtie_index/mm9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,13701172.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-03-16 11:27:30.562161,33241,253998.64248200002
2014-03-14 15:44:44.130370,slurm_multi,,,,main_w2_handler2,1781203,6671373,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6406082327,fastqsanger,,,696530,slurm,,corral-repl,,,,,,,,"""/galaxy/data/chrom/rn5.len""","""rn5""",14768583,,0,indexed,/galaxy/data/rn4/bowtie_index/rn4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,1.0,8,1.0,No,0.0,20000,50,Yes,1.0,Yes,3,3,2,fr-unstranded,500000,20,500000,No,70,50,0.0,0.0,No,No,0.0,No,Yes,full,25,2,0,,,,13000710.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-03-16 18:01:29.376103,43650,181005.24573300002
2014-05-16 06:16:52.371159,slurm_multi,,,,main_w2_handler2,1903049,6976150,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3816214088,fastqsanger,3846336218.0,fastqsanger,994333,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",15527877,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,1,15527878.0,0,1.0,8,1.0,No,0.0,20000,50,Yes,1.0,Yes,3,3,2,fr-unstranded,50,500000,20,500000,No,70,50,1.0,,,,,,,,No,full,25,2,0,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14442494.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-05-18 09:37:41.163298,47868,184848.792139
2014-02-12 16:57:52.566013,slurm_multi,,,,main_w2_handler2,659221,6506734,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",30435905122,fastqsanger,30435905122.0,fastqsanger,537295,slurm,,corral-repl,,,,,,,,"""/galaxy/data/chrom/hg19.len""","""hg19""",6432224,,0,indexed,/galaxy/data/hg19/bowtie_index/hg19,,1,6046538.0,20,1.0,8,1.0,No,0.0,20000,50,Yes,1.0,Yes,3,3,2,fr-firststrand,20,500000,20,500000,No,70,50,1.0,,,,,,,,No,full,25,2,0,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12967608.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-02-14 17:35:30.300133,6456,175057.73412
2014-01-31 21:18:35.546452,slurm_8threads,,,,main_w2_handler2,1788994,6442902,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",14975367904,fastqsanger,,,477391,slurm,,corral-repl,,,,,,,,"""/galaxy/data/chrom/mm9.len""","""mm9""",14266044,,0,indexed,/galaxy/data/mm9/bowtie_index/mm9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,12736611.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-02-04 06:54:23.178471,31372,293747.632019
2014-02-25 02:32:21.899693,slurm_multi,,,,main_w2_handler2,1781203,6584940,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5175750002,fastqsanger,,,615339,slurm,,corral-repl,,,,,,,,"""/galaxy/data/chrom/rn5.len""","""rn5""",14768591,,0,indexed,rn5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,1.0,8,1.0,No,0.0,20000,50,Yes,1.0,Yes,3,3,2,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,No,full,25,2,0,,,,13000710.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-02-27 03:30:08.247286,43650,176266.347593
2014-02-25 02:33:04.240590,slurm_multi,,,,main_w2_handler2,1781203,6584942,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6406082327,fastqsanger,,,615341,slurm,,corral-repl,,,,,,,,"""/galaxy/data/chrom/rn5.len""","""rn5""",14768583,,0,indexed,rn5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,1.0,8,1.0,No,0.0,20000,50,Yes,1.0,Yes,3,3,2,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,No,full,25,2,0,,,,13000710.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-02-27 03:35:36.341872,43650,176552.10128200002
2014-02-27 05:52:57.752338,slurm_multi,,,,main_w2_handler2,1781203,6598545,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6406082327,fastqsanger,,,640120,slurm,,corral-repl,,,,,,,,"""/galaxy/data/chrom/rn5.len""","""rn5""",14768583,,0,indexed,rn5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,1.0,8,1.0,No,0.0,20000,50,Yes,1.0,Yes,3,3,2,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,No,full,25,2,0,,,,13000710.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-03-04 06:00:30.973298,43650,432453.22096
2014-02-27 05:52:12.728566,slurm_multi,,,,main_w2_handler2,1781203,6598541,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5175750002,fastqsanger,,,639826,slurm,,corral-repl,,,,,,,,"""/galaxy/data/chrom/rn5.len""","""rn5""",14768591,,0,indexed,rn5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,1.0,8,1.0,No,0.0,20000,50,Yes,1.0,Yes,3,3,2,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,No,full,25,2,0,,,,13000710.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-03-04 02:26:05.373360,43650,419632.644794
2014-04-09 02:39:11.721880,slurm_multi,,,,main_w2_handler2,1840470,6785702,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5787943393,fastqsanger,5787943393.0,fastqsanger,809378,slurm,,corral-repl,3199921727.0,fasta,,,,,,"""/galaxy-repl/main/files/007/734/dataset_7734972.dat""","""HPV16_V1""",15021209,,1,history,,15069129.0,1,15021210.0,217,1.0,8,1.0,No,0.0,20000,50,Yes,0.0,No,,,2,fr-unstranded,72,500000,20,500000,No,70,50,1.0,,,,,,,,No,full,25,2,0,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14070113.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-04-11 12:57:29.760081,31582,209898.03820100002
2014-04-11 14:51:26.415386,slurm_multi,,,,main_w2_handler2,1840470,6804256,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",5448298605,fastqsanger,5448298605.0,fastqsanger,825863,slurm,,corral-repl,3199921727.0,fasta,,,,,,"""/galaxy-repl/main/files/007/734/dataset_7734972.dat""","""HPV16_V1""",15021211,,1,history,,15206937.0,1,15021214.0,211,1.0,8,1.0,No,0.0,20000,50,Yes,0.0,No,,,2,fr-unstranded,70,500000,20,500000,No,70,50,1.0,,,,,,,,No,full,25,2,0,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14329985.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-04-13 20:02:25.340186,31582,191458.9248
2014-06-10 15:29:48.371330,slurm_multi,,,,main_w2_handler2,1502664,7107546,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",16363310319,fastqsanger,16363310319.0,fastqsanger,1119910,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",15757408,,0,indexed,/galaxy/data/hg18/bowtie_index/hg18,,1,15757409.0,20,1.0,5,1.0,No,0.0,20000,50,Yes,0.0,No,,,2,fr-unstranded,20,500000,40,500000,No,50,50,0.0,0.0,,No,No,1.0,15773523.0,Yes,Yes,full,25,2,0,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9276700.0,bed,,15080218.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-06-13 13:42:52.434020,21460,252784.06269000002
2014-07-14 02:10:04.658126,slurm_multi,,,,main_w2_handler2,1895546,7271055,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",64680095892,fastqsanger,64680095892.0,fastqsanger,1280829,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16069469,,0,indexed,/galaxy/data/mm9/bowtie_index/mm9,,1,16069469.0,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,paired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15382319.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-07-16 02:20:44.547940,48080,173439.88981400002
2014-08-22 07:51:04.756839,slurm_multi,,,,main_w2_handler2,2021867,7474584,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7547750033,txt,,,1495709,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",16395603,,0,indexed,/galaxy/data/mm9/bowtie_index/mm9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,16105284.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-08-29 07:33:20.995897,39954,603736.239058
2014-08-26 07:29:52.996860,slurm_multi,,,,main_w2_handler2,2019625,7485483,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6115117053,fastqcssanger,,,1510421,slurm,,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",16386330,,0,indexed,/galaxy/data/mm9/bowtie_index/mm9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,,,,,,16105284.0,error,toolshed.g2.bx.psu.edu/repos/devteam/tophat/tophat/1.5.0,1.5.0,,2014-08-30 20:13:57.368898,39954,391444.37203800003
