create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bam,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.analysis_param_type.__current_case__,parameters.analysis_param_type.analysis_param_type_selector,parameters.chromInfo,parameters.dbkey,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.gatk_param_type_selector,parameters.knowns_only,parameters.lod_threshold,parameters.reference_source.__current_case__,parameters.reference_source.input_bam,parameters.reference_source.input_bam.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.rod_bind,parameters.target_intervals,parameters.target_intervals.values,ref_file,ref_file_filetype,rod_bind_0|input_rod,rod_bind_0|input_rod_filetype,rod_bind_1|input_rod,rod_bind_1|input_rod_filetype,rod_bind_2|input_rod,rod_bind_2|input_rod_filetype,runner_name,session_id,state,target_intervals,target_intervals_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-12-25 13:39:55.818824,slurm_normal_16gb,,main_w3_handler1,2910256,14645111,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2138819127,bam,8821763.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 27707962}]",,"[{'src': 'hda', 'id': 27431453}]",history,[],,"[{'src': 'hda', 'id': 27741159}]",1898448185.0,fasta,,,,,,,,34848496,error,33495029,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2016-12-27 13:40:32.723651,29285,172836.90482700002
2016-12-25 13:39:56.572366,slurm_normal_16gb,,main_w4_handler0,2910256,14645113,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1841716029,bam,8821762.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 27707963}]",,"[{'src': 'hda', 'id': 27431453}]",history,[],,"[{'src': 'hda', 'id': 27741159}]",1898448185.0,fasta,,,,,,,,34848496,error,33495029,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2016-12-27 13:40:32.467411,29285,172835.895045
2016-12-25 13:39:58.124471,slurm_normal_16gb,,main_w4_handler0,2910256,14645115,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1727924765,bam,8825773.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 27707965}]",,"[{'src': 'hda', 'id': 27431453}]",history,[],,"[{'src': 'hda', 'id': 27741159}]",1898448185.0,fasta,,,,,,,,34848496,error,33495029,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2016-12-28 13:41:08.025368,29285,259269.900897
2016-12-25 13:39:57.393678,slurm_normal_16gb,,main_w4_handler0,2910256,14645114,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1427451703,bam,8825772.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 27707964}]",,"[{'src': 'hda', 'id': 27431453}]",history,[],,"[{'src': 'hda', 'id': 27741159}]",1898448185.0,fasta,,,,,,,,34848496,error,33495029,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2016-12-28 13:41:08.027791,29285,259270.634113
2016-12-28 15:11:30.384745,slurm_normal_16gb,,main_w4_handler0,2910256,14657838,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3025756334,bam,8831238.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 27707961}]",,"[{'src': 'hda', 'id': 27431453}]",history,[],,"[{'src': 'hda', 'id': 27760581}]",1898448185.0,fasta,,,,,,,,34848496,error,33495029,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2016-12-29 15:36:12.425573,29285,87882.04082800001
2016-12-28 15:11:33.598760,slurm_normal_16gb,,main_w3_handler0,2910256,14657843,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1727924765,bam,8831241.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 27707965}]",,"[{'src': 'hda', 'id': 27431453}]",history,[],,"[{'src': 'hda', 'id': 27760581}]",1898448185.0,fasta,,,,,,,,34848496,error,33495029,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2016-12-29 15:36:45.324550,29285,87911.72579000001
2016-12-28 15:11:29.596814,slurm_normal_16gb,,main_w4_handler1,2910256,14657837,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2357761895,bam,8831237.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 27707960}]",,"[{'src': 'hda', 'id': 27431453}]",history,[],,"[{'src': 'hda', 'id': 27760581}]",1898448185.0,fasta,,,,,,,,34848496,error,33495029,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2016-12-29 15:36:13.325593,29285,87883.72877900001
2016-12-25 13:39:58.699724,slurm_normal_16gb,,main_w4_handler0,2910256,14645116,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2294799698,bam,8830616.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 27707966}]",,"[{'src': 'hda', 'id': 27431453}]",history,[],,"[{'src': 'hda', 'id': 27741159}]",1898448185.0,fasta,,,,,,,,34848496,error,33495029,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2016-12-29 13:41:42.086670,29285,345703.38694600004
2016-12-28 15:11:32.601485,slurm_normal_16gb,,main_w3_handler1,2910256,14657842,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1427451703,bam,8835905.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 27707964}]",,"[{'src': 'hda', 'id': 27431453}]",history,[],,"[{'src': 'hda', 'id': 27760581}]",1898448185.0,fasta,,,,,,,,34848496,error,33495029,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2016-12-30 15:37:17.329158,29285,174344.72767300002
2016-12-28 15:11:30.847281,slurm_normal_16gb,,main_w3_handler1,2910256,14657839,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2138819127,bam,8835904.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 27707962}]",,"[{'src': 'hda', 'id': 27431453}]",history,[],,"[{'src': 'hda', 'id': 27760581}]",1898448185.0,fasta,,,,,,,,34848496,error,33495029,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2016-12-30 15:36:47.861977,29285,174317.014696
2016-12-28 15:11:31.773885,slurm_normal_16gb,,main_w4_handler0,2910256,14657840,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1841716029,bam,8839279.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 27707963}]",,"[{'src': 'hda', 'id': 27431453}]",history,[],,"[{'src': 'hda', 'id': 27760581}]",1898448185.0,fasta,,,,,,,,34848496,error,33495029,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2016-12-31 15:37:21.755410,29285,260749.981525
2016-12-28 15:11:34.308038,slurm_normal_16gb,,main_w4_handler0,2910256,14657844,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2294799698,bam,8839343.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 27707966}]",,"[{'src': 'hda', 'id': 27431453}]",history,[],,"[{'src': 'hda', 'id': 27760581}]",1898448185.0,fasta,,,,,,,,34848496,error,33495029,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2016-12-31 15:58:51.903013,29285,262037.594975
2017-08-11 12:26:19.476777,slurm_normal_16gb,,main_w3_handler1,3094820,16558309,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2687319797,bam,10629469.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 30837846}]",,"[{'src': 'hda', 'id': 29890183}]",history,[],,"[{'src': 'hda', 'id': 30837536}]",3234842113.0,fasta,,,,,,,,39821487,error,87322227,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2017-08-12 12:26:42.847901,105260,86423.37112400001
2017-08-11 12:26:20.810457,slurm_normal_16gb,,main_w4_handler1,3094820,16558311,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1073072824,bam,10636632.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 30837849}]",,"[{'src': 'hda', 'id': 29890183}]",history,[],,"[{'src': 'hda', 'id': 30837536}]",3234842113.0,fasta,,,,,,,,39821487,error,87322227,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2017-08-13 12:27:05.194101,105260,172844.38364400002
2017-08-14 11:11:06.877917,slurm_normal_16gb,,main_w3_handler0,3094820,16574634,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2687319797,bam,10645581.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 30837846}]",,"[{'src': 'hda', 'id': 29890183}]",history,[],,"[{'src': 'hda', 'id': 30837536}]",3234842113.0,fasta,,,,,,,,39858638,error,87322227,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2017-08-15 11:11:36.536289,105260,86429.658372
2017-08-14 11:11:06.530762,slurm_normal_16gb,,main_w4_handler0,3094820,16574633,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2070448558,bam,10655239.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 30837788}]",,"[{'src': 'hda', 'id': 29890183}]",history,[],,"[{'src': 'hda', 'id': 30837536}]",3234842113.0,fasta,,,,,,,,39858638,error,87322227,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2017-08-16 11:12:19.312860,105260,172872.78209800003
2017-08-14 11:11:07.536680,slurm_normal_16gb,,main_w4_handler0,3094820,16574636,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",1073072824,bam,10665311.roundup,slurm,,corral-repl,,0,basic,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,basic,"""false""","""5.0""",1,,"[{'src': 'hda', 'id': 30837849}]",,"[{'src': 'hda', 'id': 29890183}]",history,[],,"[{'src': 'hda', 'id': 30837536}]",3234842113.0,fasta,,,,,,,,39858638,error,87322227,bed,toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6,0.0.6,,2017-08-17 12:58:28.195426,105260,265640.65874600003
