create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.options_type.O,parameters.options_type.__current_case__,parameters.options_type.algorithmic_features.__current_case__,parameters.options_type.algorithmic_features.algorithmic_features_selector,parameters.options_type.allele_scope.I,parameters.options_type.allele_scope.X,parameters.options_type.allele_scope.__current_case__,parameters.options_type.allele_scope.allele_scope_selector,parameters.options_type.allele_scope.haplotype_length,parameters.options_type.allele_scope.i,parameters.options_type.allele_scope.min_repeat_entropy,parameters.options_type.allele_scope.min_repeat_length,parameters.options_type.allele_scope.n,parameters.options_type.allele_scope.no_partial_observations,parameters.options_type.allele_scope.u,parameters.options_type.genotype_likelihoods.__current_case__,parameters.options_type.genotype_likelihoods.genotype_likelihoods_selector,parameters.options_type.input_filters.__current_case__,parameters.options_type.input_filters.input_filters_selector,parameters.options_type.min_coverage,parameters.options_type.optional_inputs.__current_case__,parameters.options_type.optional_inputs.optional_inputs_selector,parameters.options_type.options_type_selector,parameters.options_type.population_mappability_priors.__current_case__,parameters.options_type.population_mappability_priors.population_mappability_priors_selector,parameters.options_type.population_model.__current_case__,parameters.options_type.population_model.population_model_selector,parameters.options_type.reference_allele.__current_case__,parameters.options_type.reference_allele.reference_allele_selector,parameters.options_type.reporting.__current_case__,parameters.options_type.reporting.reporting_selector,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.target_limit_type.__current_case__,parameters.target_limit_type.target_limit_type_selector,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,reference_source|input_bams_1|input_bam,reference_source|input_bams_1|input_bam_filetype,reference_source|input_bams_2|input_bam,reference_source|input_bams_2|input_bam_filetype,reference_source|input_bams_3|input_bam,reference_source|input_bams_3|input_bam_filetype,reference_source|input_bams_4|input_bam,reference_source|input_bams_4|input_bam_filetype,reference_source|input_bams_5|input_bam,reference_source|input_bams_5|input_bam_filetype,reference_source|input_bams_6|input_bam,reference_source|input_bams_6|input_bam_filetype,reference_source|input_bams_7|input_bam,reference_source|input_bams_7|input_bam_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-07-08 19:56:32.757747,slurm_normal,,main_w2_handler1,2761225,13364219,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,7574107.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,4,,,,,,,,,,,,,,,,,,10,,,naive_w_filters,,,,,,,,,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5fcf75ca1007cc6f2'}]}}, {'__index__': 1, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b56d1f7eab5842d877'}]}}, {'__index__': 2, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b51f8dbe1d273f6ff2'}]}}, {'__index__': 3, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b531eaf472b132e1b6'}]}}, {'__index__': 4, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b59adf3cb4f318ea7a'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b564ef62f2731470c4'}]",history,0,do_not_limit,4701543.0,fasta,250070186.0,bam,235501039.0,bam,265136274.0,bam,224392041.0,bam,222113472.0,bam,,,,,,,,31347401.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-07-10 07:57:19.530204,38835.0,129646.77245700001
2016-09-18 16:52:03.163998,slurm_normal,,main_w4_handler1,2054409,13875352,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,8098665.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,3,,,,,,,,,,,,,,,,,,,,,naive,,,,,,,,,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5543e4047d25e83e3'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50c4a9aa71733f3fb'}]",history,0,do_not_limit,154423297.0,fasta,5207084197.0,bam,,,,,,,,,,,,,,,,31727674.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-09-20 04:52:41.748059,53107.0,129638.584061
2016-10-17 20:24:26.655023,slurm_normal,,main_w4_handler0,2830713,14102155,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,8317248.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,1,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b503ebde04d679b5ba'}]}}]",hg_g1k_v37,,cached,0,do_not_limit,,,6679312164.0,bam,,,,,,,,,,,,,,,,33501895.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-10-19 08:25:23.818214,88287.0,129657.16319100001
2016-10-19 20:22:41.351857,slurm_normal,,main_w4_handler0,2196193,14122321,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,8336874.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,4,,,,,,,,,,,,,,,,,,5,,,naive_w_filters,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b51e6169a01b774d2b'}]}}]",hg_g1k_v37,,cached,0,do_not_limit,,,12404738368.0,bam,,,,,,,,,,,,,,,,33810600.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-10-21 08:23:08.324334,37892.0,129626.972477
2016-06-04 02:33:10.704918,slurm_normal,,main_w2_handler1,478953,13065685,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,7251751.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,4,,,,,,,,,,,,,,,,,,10,,,naive_w_filters,,,,,,,,,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5ace02b3a85505eee'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b506ffda767d4626c6'}]",history,0,do_not_limit,170798667.0,fasta,4167895080.0,bam,,,,,,,,,,,,,,,,29816846.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-06-05 14:33:45.994957,8314.0,129635.29003900001
2016-06-15 09:57:57.085152,slurm_normal,,main_w2_handler0,2691933,13167082,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,7351216.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,4,,,,,,,,,,,,,,,,,,0,,,naive_w_filters,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5ba86d238581c530b'}]}}]",hg19,,cached,0,do_not_limit,,,7463800509.0,bam,,,,,,,,,,,,,,,,30376180.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-06-16 21:58:23.796089,83706.0,129626.71093700001
2016-07-29 18:05:59.295106,slurm_normal,,main_w1_handler0,2506096,13525804,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,7741124.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,4,,,,,,,,,,,,,,,,,,10,,,naive_w_filters,,,,,,,,,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b5b23ba871f8fc4aaf'}]}}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51f829554a85e8308'}]",history,0,do_not_limit,3907559817.0,fasta,30664800839.0,bam,,,,,,,,,,,,,,,,31272175.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-07-31 06:06:39.506464,26958.0,129640.21135800002
2016-09-29 23:12:40.749847,slurm_normal,,main_w4_handler0,2838004,13978976,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,8198430.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,4,,,,,,,,,,,,,,,,,,0,,,naive_w_filters,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b56950fd428c176269'}]}}, {'__index__': 1, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b580d612fff1f3b525'}]}}]",hg19,,cached,0,do_not_limit,,,398489758.0,bam,310389666.0,bam,,,,,,,,,,,,,,33275593.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-10-01 11:13:50.380564,80149.0,129669.63071700001
2016-10-03 20:13:05.855421,slurm_normal,,main_w3_handler0,2837409,13999714,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,8218650.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,4,,,,,,,,,,,,,,,,,,0,,,naive_w_filters,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b520aa9f3a7254a4d3'}]}}]",mm10,,cached,0,do_not_limit,,,5305734417.0,bam,,,,,,,,,,,,,,,,33335492.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-10-05 08:15:14.076825,12159.0,129728.22140400001
2016-10-07 16:47:49.868019,slurm_normal,,main_w4_handler0,2830713,14031251,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,8248956.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",false,0,1.0,false,true,false,0.0,true,3,true,0,5,0,false,false,1.0,false,1.0,false,,1.0,false,full,1.0,false,1.0,false,1.0,false,1.0,false,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b51bb5c969d35cc31a'}]}}]",hg19,,cached,0,do_not_limit,,,1937363193.0,bam,,,,,,,,,,,,,,,,33501895.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-10-09 04:48:30.150900,88287.0,129640.282881
2016-10-06 22:39:47.084233,slurm_normal,,main_w3_handler1,2830713,14024818,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,8242914.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b51bb5c969d35cc31a'}]}}]",hg19,,cached,0,do_not_limit,,,1937363193.0,bam,,,,,,,,,,,,,,,,33501895.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-10-08 10:40:53.473058,88287.0,129666.388825
2016-10-07 16:45:39.828132,slurm_normal,,main_w4_handler0,2830713,14031240,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,8248946.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,1,,,,,,,,,,,,,,,,,,,,,simple,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 'bbd44e69cb8906b51bb5c969d35cc31a'}]}}]",hg19,,cached,0,do_not_limit,,,1937363193.0,bam,,,,,,,,,,,,,,,,33501895.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-10-09 04:46:30.779133,88287.0,129650.95100100001
2017-01-17 22:46:20.003993,slurm_normal,,main_w3_handler1,2952265,14794237,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,8956719.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,4,,,,,,,,,,,,,,,,,,20,,,naive_w_filters,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 27953095}]}}]",hg19,,cached,0,do_not_limit,,,4231520678.0,bam,,,,,,,,,,,,,,,,35415938.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-01-19 10:46:36.572391,97893.0,129616.568398
2016-12-09 19:01:31.795405,slurm_normal,,main_w3_handler0,2903387,14533692,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,8716459.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,4,,,,,,,,,,,,,,,,,,0,,,naive_w_filters,,,,,,,,,0,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 27554056}]}}]",hg19,,cached,0,do_not_limit,,,12393314147.0,bam,,,,,,,,,,,,,,,,34756552.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-12-11 07:01:42.535732,93212.0,129610.740327
2016-12-13 15:58:36.398982,slurm_normal,,main_w3_handler0,2884133,14566281,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,8748645.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,4,,,,,,,,,,,,,,,,,,40,,,naive_w_filters,,,,,,,,,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 27599061}]}}]",,"[{'src': 'hda', 'id': 27163582}]",history,0,do_not_limit,174292.0,fasta,2109564146.0,bam,,,,,,,,,,,,,,,,34452168.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2016-12-15 11:00:51.725552,80945.0,154935.32657
2017-01-03 12:55:19.453017,slurm_normal,,main_w4_handler0,2910256,14680616,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,8850819.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,4,,,,,,,,,,,,,,,,,,5,,,naive_w_filters,,,,,,,,,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 27673422}]}}, {'__index__': 1, 'input_bam': {'values': [{'src': 'hda', 'id': 27673430}]}}, {'__index__': 2, 'input_bam': {'values': [{'src': 'hda', 'id': 27673431}]}}, {'__index__': 3, 'input_bam': {'values': [{'src': 'hda', 'id': 27673433}]}}, {'__index__': 4, 'input_bam': {'values': [{'src': 'hda', 'id': 27684486}]}}, {'__index__': 5, 'input_bam': {'values': [{'src': 'hda', 'id': 27684493}]}}, {'__index__': 6, 'input_bam': {'values': [{'src': 'hda', 'id': 27684496}]}}, {'__index__': 7, 'input_bam': {'values': [{'src': 'hda', 'id': 27684501}]}}]",,"[{'src': 'hda', 'id': 27431453}]",history,0,do_not_limit,1898448185.0,fasta,3110792385.0,bam,3702057647.0,bam,4784750780.0,bam,3355627227.0,bam,2899050561.0,bam,2232415159.0,bam,2704098625.0,bam,3607228323.0,bam,,34848496.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-01-05 00:55:44.785304,29285.0,129625.33228700001
2017-01-05 04:43:47.025016,slurm_normal,,main_w3_handler1,2910256,14693698,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",,,8863589.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,4,,,,,,,,,,,,,,,,,,20,,,naive_w_filters,,,,,,,,,1,"[{'__index__': 0, 'input_bam': {'values': [{'src': 'hda', 'id': 27673422}]}}, {'__index__': 1, 'input_bam': {'values': [{'src': 'hda', 'id': 27673430}]}}, {'__index__': 2, 'input_bam': {'values': [{'src': 'hda', 'id': 27673431}]}}, {'__index__': 3, 'input_bam': {'values': [{'src': 'hda', 'id': 27673433}]}}, {'__index__': 4, 'input_bam': {'values': [{'src': 'hda', 'id': 27684486}]}}, {'__index__': 5, 'input_bam': {'values': [{'src': 'hda', 'id': 27684493}]}}, {'__index__': 6, 'input_bam': {'values': [{'src': 'hda', 'id': 27684496}]}}, {'__index__': 7, 'input_bam': {'values': [{'src': 'hda', 'id': 27684501}]}}]",,"[{'src': 'hda', 'id': 27431453}]",history,0,do_not_limit,1898448185.0,fasta,3110792385.0,bam,3702057647.0,bam,4784750780.0,bam,3355627227.0,bam,2899050561.0,bam,2232415159.0,bam,2704098625.0,bam,3607228323.0,bam,,34848496.0,error,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/freebayes/0.4.1,0.4.1,,2017-01-06 16:44:21.846963,29285.0,129634.821947
