create_time,destination_id,exit_code,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,maf_file,maf_file_filetype,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.maf_file|__identifier__,parameters.maf_source_type.__current_case__,parameters.maf_source_type.maf_file,parameters.maf_source_type.maf_file.values,parameters.maf_source_type.maf_identifier,parameters.maf_source_type.maf_source,parameters.maf_source_type.species,parameters.overwrite_with_gaps,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-05-14 15:08:06.910737,slurm_normal,,main_w1_handler0,1530386,9472582,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",405496,bed,3805783.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19708908,,,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'rheMac3', 'otoGar3', 'speTri2', 'mm10', 'rn5', 'cavPor3', 'oryCun2', 'ochPri3', 'vicPac2', 'turTru2', 'bosTau7', 'equCab2', 'felCat5', 'canFam3', 'pteVam1', 'myoLuc2', 'eriEur2', 'sorAra2', 'loxAfr3', 'echTel2', 'dasNov3']","""True""",,22224093,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-05-17 15:09:17.380623,16415.0,259270.469886
2015-05-14 15:08:12.627646,slurm_normal,,main_w1_handler1,1530386,9472590,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",181922,bed,3813171.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19708916,,,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'rheMac3', 'otoGar3', 'speTri2', 'mm10', 'rn5', 'cavPor3', 'oryCun2', 'ochPri3', 'vicPac2', 'turTru2', 'bosTau7', 'equCab2', 'felCat5', 'canFam3', 'pteVam1', 'myoLuc2', 'eriEur2', 'sorAra2', 'loxAfr3', 'echTel2', 'dasNov3']","""True""",,22224093,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-05-20 09:24:55.292302,16415.0,497802.66465600004
2015-05-14 15:08:17.397189,slurm_normal,,main_w1_handler0,1530386,9472597,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",231852,bed,3813172.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19708922,,,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'rheMac3', 'otoGar3', 'speTri2', 'mm10', 'rn5', 'cavPor3', 'oryCun2', 'ochPri3', 'vicPac2', 'turTru2', 'bosTau7', 'equCab2', 'felCat5', 'canFam3', 'pteVam1', 'myoLuc2', 'eriEur2', 'sorAra2', 'loxAfr3', 'echTel2', 'dasNov3']","""True""",,22224093,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-05-20 09:24:55.295492,16415.0,497797.898303
2015-05-14 15:08:10.552347,slurm_normal,,main_w2_handler0,1530386,9472586,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",388293,bed,3824169.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19708913,,,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'rheMac3', 'otoGar3', 'speTri2', 'mm10', 'rn5', 'cavPor3', 'oryCun2', 'ochPri3', 'vicPac2', 'turTru2', 'bosTau7', 'equCab2', 'felCat5', 'canFam3', 'pteVam1', 'myoLuc2', 'eriEur2', 'sorAra2', 'loxAfr3', 'echTel2', 'dasNov3']","""True""",,22224093,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-05-21 21:27:13.226641,16415.0,627542.674294
2015-05-12 18:38:21.580934,slurm_normal,,main_w2_handler0,2301923,9456311,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",450861,bed,3793473.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19681224,,,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'nomLeu3', 'rheMac3', 'macFas5', 'papHam1', 'chlSab1', 'calJac3', 'saiBol1', 'otoGar3', 'tupChi1', 'speTri2', 'jacJac1', 'micOch1', 'criGri1', 'mesAur1', 'mm10', 'rn5', 'hetGla2', 'cavPor3', 'chiLan1', 'octDeg1', 'oryCun2', 'ochPri3', 'susScr3', 'vicPac2', 'camFer1', 'turTru2', 'orcOrc1', 'panHod1', 'bosTau7', 'oviAri3', 'capHir1', 'equCab2', 'cerSim1', 'felCat5', 'canFam3', 'musFur1', 'ailMel1', 'odoRosDiv1', 'lepWed1', 'pteAle1', 'pteVam1', 'myoDav1', 'myoLuc2', 'eptFus1', 'eriEur2', 'sorAra2', 'conCri1', 'loxAfr3', 'eleEdw1', 'triMan1', 'chrAsi1', 'echTel2', 'oryAfe1', 'dasNov3', 'monDom5', 'sarHar1', 'macEug2', 'ornAna1', 'falChe1', 'falPer1', 'ficAlb2', 'zonAlb1', 'geoFor1', 'taeGut2', 'pseHum1', 'melUnd1', 'amaVit1', 'araMac1', 'colLiv1', 'anaPla1', 'galGal4', 'melGal1', 'allMis1', 'cheMyd1', 'chrPic1', 'pelSin1', 'apaSpi1', 'anoCar2', 'xenTro7', 'latCha1', 'tetNig2', 'fr3', 'takFla1', 'oreNil2', 'neoBri1', 'hapBur1', 'mayZeb1', 'punNye1', 'oryLat2', 'xipMac1', 'gasAcu1', 'gadMor1', 'danRer7', 'astMex1', 'lepOcu1', 'petMar2']","""True""",,23008104,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-05-15 18:41:11.260685,,259369.67975100002
2015-05-14 15:08:05.108838,slurm_normal,,main_w1_handler1,1530386,9472580,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",317599,bed,3796613.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19708905,,,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'rheMac3', 'otoGar3', 'speTri2', 'mm10', 'rn5', 'cavPor3', 'oryCun2', 'ochPri3', 'vicPac2', 'turTru2', 'bosTau7', 'equCab2', 'felCat5', 'canFam3', 'pteVam1', 'myoLuc2', 'eriEur2', 'sorAra2', 'loxAfr3', 'echTel2', 'dasNov3']","""True""",,22224093,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-05-16 03:08:40.141900,16415.0,129635.033062
2015-05-14 15:08:03.855008,slurm_normal,,main_w1_handler0,1530386,9472578,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",252102,bed,3796614.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19708901,,,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'rheMac3', 'otoGar3', 'speTri2', 'mm10', 'rn5', 'cavPor3', 'oryCun2', 'ochPri3', 'vicPac2', 'turTru2', 'bosTau7', 'equCab2', 'felCat5', 'canFam3', 'pteVam1', 'myoLuc2', 'eriEur2', 'sorAra2', 'loxAfr3', 'echTel2', 'dasNov3']","""True""",,22224093,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-05-16 03:08:40.144496,16415.0,129636.28948800001
2015-05-14 15:08:05.815011,slurm_normal,,main_w1_handler0,1530386,9472581,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",265618,bed,3805782.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19708907,,,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'rheMac3', 'otoGar3', 'speTri2', 'mm10', 'rn5', 'cavPor3', 'oryCun2', 'ochPri3', 'vicPac2', 'turTru2', 'bosTau7', 'equCab2', 'felCat5', 'canFam3', 'pteVam1', 'myoLuc2', 'eriEur2', 'sorAra2', 'loxAfr3', 'echTel2', 'dasNov3']","""True""",,22224093,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-05-17 15:09:17.074167,16415.0,259271.25915600001
2015-05-14 15:08:09.928150,slurm_normal,,main_w1_handler1,1530386,9472585,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",242225,bed,3805785.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19708912,,,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'rheMac3', 'otoGar3', 'speTri2', 'mm10', 'rn5', 'cavPor3', 'oryCun2', 'ochPri3', 'vicPac2', 'turTru2', 'bosTau7', 'equCab2', 'felCat5', 'canFam3', 'pteVam1', 'myoLuc2', 'eriEur2', 'sorAra2', 'loxAfr3', 'echTel2', 'dasNov3']","""True""",,22224093,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-05-17 15:09:16.803217,16415.0,259266.87506700002
2015-05-14 15:08:14.310675,slurm_normal,,main_w1_handler1,1530386,9472592,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",158928,bed,3822208.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19708918,,,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'rheMac3', 'otoGar3', 'speTri2', 'mm10', 'rn5', 'cavPor3', 'oryCun2', 'ochPri3', 'vicPac2', 'turTru2', 'bosTau7', 'equCab2', 'felCat5', 'canFam3', 'pteVam1', 'myoLuc2', 'eriEur2', 'sorAra2', 'loxAfr3', 'echTel2', 'dasNov3']","""True""",,22224093,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-05-21 14:42:59.829044,16415.0,603285.518369
2015-05-25 15:23:22.575547,slurm_normal,,main_w1_handler0,2306225,9529596,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",57,interval,3844419.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19722745,,,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'rheMac3']","""True""",,23082397,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-05-27 03:23:43.101962,,129620.52641500001
2015-06-28 20:17:09.175616,slurm_normal,,main_w1_handler1,2266203,9754878,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",30582541,bed,4058238.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20170322,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'gorGor1', 'ponAbe2', 'rheMac2', 'papHam1', 'calJac1', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1', 'macEug1', 'monDom5', 'ornAna1', 'galGal3', 'taeGut1', 'anoCar1', 'xenTro2', 'tetNig2', 'fr2', 'gasAcu1', 'oryLat2', 'danRer6', 'petMar1']","""True""",,22380585,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-06-30 08:17:44.301115,62193.0,129635.125499
2015-06-28 19:43:49.551851,slurm_normal,,main_w1_handler0,2266203,9754841,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",48465820,bed,4058202.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20170277,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'gorGor1', 'ponAbe2', 'rheMac2', 'papHam1', 'calJac1', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1', 'macEug1', 'monDom5', 'ornAna1', 'galGal3', 'taeGut1', 'anoCar1', 'xenTro2', 'tetNig2', 'fr2', 'gasAcu1', 'oryLat2', 'danRer6', 'petMar1']","""True""",,22380585,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-06-30 07:44:44.915919,62193.0,129655.36406800001
2015-06-11 19:42:19.932353,slurm_normal,,main_w1_handler1,2338455,9636325,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",23,bed,3947877.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19978764,,,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'rheMac3']","""True""",,23587129,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-06-13 08:21:43.874691,64699.0,131963.94233800002
2015-07-05 14:26:48.289239,slurm_normal,,main_w1_handler0,2126463,9792628,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10481692,bed,4094659.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",20228342,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['mm9', 'rn4', 'dipOrd1']","""True""",,23945180,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-07-07 02:27:43.494716,56288.0,129655.20547700001
2015-06-15 15:13:55.738638,slurm_normal,,main_w1_handler2,2338455,9654883,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",23,bed,3965580.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19978764,,,1.0,,,100_WAY_MULTIZ_v2_hg19,cached,"['hg19', 'panTro4', 'gorGor3', 'ponAbe2', 'rheMac3']","""True""",,23587129,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-06-17 03:14:53.865827,64699.0,129658.127189
2015-07-12 11:28:17.116940,slurm_normal,,main_w1_handler2,2126463,9843051,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10481692,bed,4139033.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",20228342,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['mm9', 'rn4', 'dipOrd1']","""True""",,23945180,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-07-13 23:28:51.839068,56288.0,129634.72212800001
2015-07-24 01:51:12.091257,slurm_normal,,main_w2_handler0,2387654,9960932,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8698309,bed,4245540.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20507852,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'gorGor1', 'ponAbe2', 'rheMac2', 'papHam1', 'calJac1', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1', 'macEug1', 'monDom5', 'ornAna1', 'galGal3', 'taeGut1', 'anoCar1', 'xenTro2', 'tetNig2', 'fr2', 'gasAcu1', 'oryLat2', 'danRer6', 'petMar1']","""True""",,24286325,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-07-25 13:52:08.089835,,129655.99857800001
2015-09-02 02:51:34.618291,slurm_normal,,main_w2_handler0,2373834,10241020,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",2346411,bed,4522737.roundup,slurm,,,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20978989,,,1.0,,,46_WAY_MULTIZ_hg19,cached,"['hg19', 'panTro2', 'rheMac2', 'tarSyr1', 'micMur1', 'otoGar1', 'tupBel1', 'mm9', 'rn4', 'dipOrd1', 'cavPor3', 'speTri1', 'oryCun2', 'ochPri2', 'vicPac1', 'turTru1', 'bosTau4', 'equCab2', 'felCat3', 'canFam2', 'myoLuc1', 'pteVam1', 'eriEur1', 'sorAra1', 'loxAfr3', 'proCap1', 'echTel1', 'dasNov2', 'choHof1']","""True""",,24132000,error,Interval_Maf_Merged_Fasta2,1.0.1,,2015-09-03 14:52:13.088919,66117.0,129638.47062800001
